seq,page,form,meaning_zho,source_table,affix_form,affix_function_zho,base_form,base_meaning_zho,source_context,raw_ocr,retained_xml_id,note,status
498,166,hali-kan,愛吃,table 109,hali-,很喜歡、很愛、擅於,kan,吃,hali- | kan | 吃 | 很喜歡、很愛、擅於,構成「很喜歡、很愛」、 | 498hali- | hali-kan 〔hali-吃〕（愛吃） | hali-kaen〔hali-吃〕（貪吃） | 同 | 「擅於」的動詞,AKIW_SZY_2012_TABLE_ROW_246,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
499,166,hina-puling,常跌倒,table 109,hina-,時常、常常,puling,跌倒,hina- | puling | 跌倒 | 時常、常常,hina-puling 〔hina-跌倒〕（常跌 hina-keter〔hina-生氣〕（愛 | 499 hina- 時常、常常 | 倒） | 生氣）,AKIW_SZY_2012_TABLE_ROW_255,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
500,166,ka-zahkez,放心吧！,table 109,ka-,輕微命令,zahkez,放心,ka- | zahkez | 放心 | 輕微命令,500ka- 輕微命令,AKIW_SZY_2012_TABLE_ROW_019,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
501,166,ka-laway,大嘴巴,table 109,ka-,突顯、強調，有「很」、「大」之意,laway,嘴巴,ka- | laway | 嘴巴 | 突顯、強調，有「很」、「大」之意,突顯、強調有「很」 「大 ka-laway（ka- 巴〕（大嘴巴 ka-mnata （ka-眼嘴〕（大眼睛） | 501 | ka-,AKIW_SZY_2012_TABLE_ROW_020,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
502,166,ka-wanan,右邊,table 109,ka-,方位,wanan,右,ka- | wanan | 右 | 方位,502ka- 方位 | ka-wanan〔ka-右〕（右邊） | ka-timol 〔ka-南〕（南方）,AKIW_SZY_2012_TABLE_ROW_025,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
503,166,kala-angic,愛哭,table 109,kala-,常常（跟狀態、個性相關）,angic,哭,kala- | angic | 哭 | 常常（跟狀態、個性相關）,503 kala-常常（跟狀態、個性相關）kala-angic〔kala-哭〕（愛哭） | 叨）,AKIW_SZY_2012_TABLE_ROW_257,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
504,166,ma-lihanaw,擔心,table 109,ma-,主事者焦點,lihanaw,擔心,ma- | lihanaw | 擔心 | 主事者焦點,504ma- 主事者焦點,AKIW_SZY_2012_TABLE_ROW_033,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
505,166,ma-ala,被拿走,table 109,ma-,受事者焦點,ala,拿、取,ma- | ala | 拿、取 | 受事者焦點,505ma- 受事者焦點 | ma-ala〔ma-拿〕（被拿走） | ma-seti'〔ma-打〕（挨打）,AKIW_SZY_2012_TABLE_ROW_035,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
506,166,ma-ngawa',缺齒,table 109,ma-,動詞化詞綴,ngawa',角,ma- | ngawa' | 角 | 動詞化詞綴,506ma~ 動詞化詞綴,,Page-image reviewed late summary/comparison table row.,include
507,166,ma-ubad,長白髮,table 109,ma-,長、產生,ubad,白髮,ma- | ubad | 白髮 | 長、產生,動詞化詞綴，產生「長、 | 507ma- | ma-ubad〔ma-白髮〕（長白髮）ma-’urad〔ma-雨〕（下雨） | 產生」之意,AKIW_SZY_2012_TABLE_ROW_056,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
508,166,ma-becul,吃飽,table 109,ma-,感覺、覺得,becul,飽,ma- | becul | 飽 | 感覺、覺得,靜態動詞變成動態動 | 508ma-詞，產生「感覺、覺得」ma-becul（ma-飽）（吃飽） | ma-fecul〔ma-飽〕（感到飽） | 同 | 之意,AKIW_SZY_2012_TABLE_ROW_057,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
509,166,mi-akik,在烤,table 109,mi-,主事者焦點，表示（正）在進行動作,akik,烤,mi- | akik | 烤 | 主事者焦點，表示（正）在進行動作,主事者焦點，表示（正） | mi-nengneng（mi-看〕（在看） | 509 | mi- | 同 | mi-akik〔mi-烤〕（在烤） | 在進行動作,AKIW_SZY_2012_TABLE_ROW_062,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
510,166,mi-pana',用箭射擊,table 109,mi-,（正在）進行與名詞相關之動作,pana',箭,mi- | pana' | 箭 | （正在）進行與名詞相關之動作,動詞化詞綴，表示「（正 | 510mi- 在）進行與名詞相關之動 mi-pana’〔 mi-箭〕（用箭射擊）mi-pana’〔 mi-箭〕（用箭射擊） | 同 | 作」,AKIW_SZY_2012_TABLE_ROW_081,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
511,167,mi-lami',摘菜,table 109,mi-,採、收、摘、拔等動作,lami',菜,mi- | lami' | 菜 | 採、收、摘、拔等動作,mi-dateng〔mi-野菜〕（摘野 | 動詞化詞綴，表示探、 | 511 | mi-lami'〔mi-菜〕（摘菜） | 同 | mi- | 菜） | 收、摘、拔等動作,AKIW_SZY_2012_TABLE_ROW_093,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
512,167,mi-kalang,抓螃蟹,table 109,mi-,抓、捕、撿等動作,kalang,螃蟹,mi- | kalang | 螃蟹 | 抓、捕、撿等動作,動詞化詞綴，表示抓、 | mi-kalang〔 mi-螃蟹〕（抓蛢 | 512mi- | mi-kalang〔mi-螃蟹〕（抓螃蟹） | 同 | 捕、撿等動作 | 蟹）,AKIW_SZY_2012_TABLE_ROW_101,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
513,167,mi-badahung,蓋屋頂,table 109,mi-,建造的動作,badahung,屋頂,mi- | badahung | 屋頂 | 建造的動作,動詞化詞綴，表示建造的 mi-badahung（mi-屋頂〕（蓋屋 mi-fadahung〔mi-屋頂〕（蓋 | 513 | mi- | 同 | 動作 | 頂） | 屋頂）,AKIW_SZY_2012_TABLE_ROW_106,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
514,167,mi-nanum,喝水,table 109,mi-,吸、喝的動作,nanum,水,mi- | nanum | 水 | 吸、喝的動作,動詞化詞綴，表示吸、喝 | 514mi- | mi-nanum〔mi-水〕（喝水） | mi-nanum〔mi-水〕（喝水） | 同 | 的動作,AKIW_SZY_2012_TABLE_ROW_111,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
515,167,na-yaan,什麼時候,table 109,na-,時間已過去或指定過去的某一個時段,yaan,何時,na- | yaan | 何時 | 時間已過去或指定過去的某一個時段,時間已過去、指定過去的 | na-hacuwa［na-何時〕（指已 | 同 | 515na- | na-yaan〔na-何時〕（什麼時候） | 某一個時段 | 過去的何時）,AKIW_SZY_2012_TABLE_ROW_128,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
516,167,na-paluma,種過了,table 109,na-,動作或事件已完成,paluma,種,na- | paluma | 種 | 動作或事件已完成,na-lomowad〔na-起床〕（起 | 516na- 動作或事件已完成 | 同 | 床後）,AKIW_SZY_2012_TABLE_ROW_134,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
517,167,pa-talaw,使之驚嚇,table 109,pa-,使役動詞,talaw,受驚,pa- | talaw | 受驚 | 使役動詞,517pa- 使役動詞 | 同,,Page-image reviewed late summary/comparison table row.,include
518,167,pi-id'id,去烤,table 109,pi-,動詞化，表祈使,id'id,烤,pi- | id'id | 烤 | 動詞化，表祈使,518 pi- 動詞詞綴，表祈使 | pi-idid〔pi-烤〕（去烤） | pi-seti'〔pi-打〕（打吧） | 同,AKIW_SZY_2012_TABLE_ROW_165,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
519,167,sa-asik,掃把,table 109,sa-,工具,asik,掃,sa- | asik | 掃 | 工具,519 | 表示工具 | sa-palu ［sa-打〕（棍子） | 同 | Sa-|,AKIW_SZY_2012_TABLE_ROW_171,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
520,167,sa-bulibul,流氓,table 109,sa-,名物化,bulibul,擾亂、開,sa- | bulibul | 擾亂、開 | 名物化,名物化功能 | 520 | 同 | sa-paloma 〔sa-種）（種子） | Sa-,AKIW_SZY_2012_TABLE_ROW_180,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
521,167,ina-an,媽媽那裡,table 109,-an,斜格,ina,母親,-an | ina | 母親 | 斜格,「斜格」用法 | 521|-an | ina-an〔媽媽-an〕（媽媽那裡）ina-an〔媽媽-an〕（媽媽那裡） | 同,AKIW_SZY_2012_TABLE_ROW_296,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
522,167,balangbang-an,秋季,table 109,-an,特定的時間,balangbang,秋天,-an | balangbang | 秋天 | 特定的時間,kaemang-an〔幼兒-an〕（幼 | 522-an | 表示「特定的時間」 | balangbang-an 〔秋-an〕（秋季） | 同 | 兒時期）,AKIW_SZY_2012_TABLE_ROW_298,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
523,167,ama-aw,親暱稱爸爸,table 109,-aw,表示親暱,ama,爸爸,-aw | ama | 爸爸 | 表示親暱,ama-aw〔爸爸-aw〕（親暱稱爸 ina-aw〔媽媽-aw〕（親暱稱 | 「表示親暖」的用法 | 523-aw | 同 | 爸）,,Page-image reviewed late summary/comparison table row.,include
524,167,maluk-ay,務農的人,table 109,-ay,動作行為的施事者,maluk,除（草）、耕田,-ay | maluk | 除（草）、耕田 | 動作行為的施事者,maumah-ay〔勞動-ay〕（勞動 | 524-ay動作行爲的施事者 | mnaluikay （農ay）（務農的人）者） | 同,AKIW_SZY_2012_TABLE_ROW_306,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
525,167,sept-ay,四的,table 109,-ay,名物化,sept,四,-ay | sept | 四 | 名物化,525-ay 名物化 | sept-ay 〔四-ay〕（四的） | Tima-ay 〔五-ay〕（五的） | 同,,Page-image reviewed late summary/comparison table row.,include
526,167,bayu-ay,鹹水,table 109,-ay,狀態或性質,bayu,海,-ay | bayu | 海 | 狀態或性質,指狀態或者性質（類似形 | 526 | 同 | bayu-ay〔海-ay〕（鹹水） | kohecal-ay 〔白-ay〕（白色的） | 1-ay | 容詞的用法）,AKIW_SZY_2012_TABLE_ROW_321,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
527,167,sipu-en,去擦,table 109,-en,命令行為,sipu,擦,-en | sipu | 擦 | 命令行為,同 | 命令行爲 | 527 | sipu-en 〔擦-en〕（去擦） | palu-en〔打-en〕（去打） | -en|i,AKIW_SZY_2012_TABLE_ROW_331,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
528,167,anu-sandeb,今晚,table 109,anu-,下一個（表未來）,sandeb,夜晚,anu- | sandeb | 夜晚 | 下一個（表未來）,anu-sandeb〔anu-夜晚〕（今晚）anu-dafak 〔 anu-早上〕（明早）相似117 | 下一個（表未來） | 528anu-,AKIW_SZY_2012_TABLE_ROW_238,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
529,168,la-heci,完成,table 109,la-,變成,heci,果實,la- | heci | 果實 | 變成,相似1 | Tla-widang〔la-朋友〕（變成 | 529 | 有「變成」之意 | la-heci ［la-果實〕（完成） | la- | 朋友）,AKIW_SZY_2012_TABLE_ROW_028,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
530,168,pa-ciid,長枝,table 109,pa-,動詞化,ciid,枝,pa- | ciid | 枝 | 動詞化,"相似""！9 | 530pa- 動詞化功能 | pa-ciid〔pa-枝〕（長枝） | pa-wali〔pa-東〕（曬）",AKIW_SZY_2012_TABLE_ROW_144,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
531,168,tada-limulak,非常高興,table 109,tada-,真的、非常的,limulak,高興,tada- | limulak | 高興 | 真的、非常的,tada-limulak〔tada-高興〕（非 | 531 tada-真的、非常的 | tada-sienaw ［tada-冷〕（真冷）相似120 | 常高興）,AKIW_SZY_2012_TABLE_ROW_264,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
532,168,tanu-uning,很髒,table 109,tanu-,很多、加強，有「很」、「大」之意,uning,髒,tanu- | uning | 髒 | 很多、加強，有「很」、「大」之意,tanutanu-'idi'idi［tanu-重疊- | 相似121 | 532 tanu-很多、加強 | tanu-uning〔tanu-髒〕（很髒） | 吝嗇〕（非常小氣）,AKIW_SZY_2012_TABLE_ROW_277,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
533,168,paluma-an,種的地方,table 109,-an,處所或地方,paluma,種,-an | paluma | 種 | 處所或地方,相似122 | 表示「⋯處（地方）」 | 533|-an | paluma-an［種-an〕（種的地方）fawah-an〔門-an〕（門口）,AKIW_SZY_2012_TABLE_ROW_287,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
534,168,mu-cebu,尿床,table 109,mu-,動詞化,cebu,膀胱,mu- | cebu | 膀胱 | 動詞化,t-om-ireng〔身-om-體〕（站 | 534 mu- 動詞化詞綴 | mu-cebu 〔mu-膀胱〕（尿床） | 異 | 立）,AKIW_SZY_2012_TABLE_ROW_112,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
535,168,mu-dadiw,唱歌,table 109,mu-,主事者焦點,dadiw,唱,mu- | dadiw | 唱 | 主事者焦點,r-om-adiw〔歌-om-歌〕（唱 | 535mu-主事者焦點 | mu-dadiw〔mu-唱〕（唱歌） | 異 | 歌）,AKIW_SZY_2012_TABLE_ROW_117,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
536,168,ni-'neng,坐姿,table 109,ni-,名物化,'neng,坐,ni- | 'neng | 坐 | 名物化,ni-cekiw 〔ni-海貝〕（撿海貝） | 名物化功能 | 異 | 536ni- | ni-'neng〔ni-坐〕（坐姿）,AKIW_SZY_2012_TABLE_ROW_136,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
537,168,si-cucu,有奶水,table 109,si-,有（擁有、存在有）,cucu,奶、乳房,si- | cucu | 奶、乳房 | 有（擁有、存在有）,異 | 537 | si- 有（擁有、存在有） | si-cucu〔si-乳房〕（有奶水） | ci-tiyal 〔ci-肚子〕（懷孕）,AKIW_SZY_2012_TABLE_ROW_193,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
538,168,si-bakan,帶刀,table 109,si-,攜帶,bakan,刀,si- | bakan | 刀 | 攜帶,538si- 衍生有「攜帶」之意 | si-bakan〔si-刀〕（帶刀） | 異 | ci-funus ［ci-刀〕（帶力）,AKIW_SZY_2012_TABLE_ROW_198,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
539,168,si-zikuc,穿衣服,table 109,si-,穿戴,zikuc,衣服,si- | zikuc | 衣服 | 穿戴,539 | si- 衍生有「穿戴」之意 | si-zikuc〔si-衣服〕（穿衣服）ci-riko’〔ci-衣服〕（穿衣服） | 異,AKIW_SZY_2012_TABLE_ROW_206,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
540,168,si-balu,開花,table 109,si-,產生、長,balu,花,si- | balu | 花 | 產生、長,540 si- 衍生有「產生、長」之意si-balu〔si-花〕（開花） | 異 | ci-papah 〔ci-葉子〕（長葉子）,AKIW_SZY_2012_TABLE_ROW_210,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
541,168,ta-luma',回家,table 109,ta-,方向性,luma',家,ta- | luma' | 家 | 方向性,動詞化詞綴，表方向性 | ta-iluma’〔ta-在家〕（到家） | 異 | 541 ta- | ta-luma'［ta-家〕（回家）,AKIW_SZY_2012_TABLE_ROW_231,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
542,168,namuh-aw,要敬愛！,table 109,-aw,勸使,namuh,高興、喜歡,-aw | namuh | 高興、喜歡 | 勸使,「勸使」的用法 | 542 | 異 | namuh-aw〔喜歡-aw〕（要敬 | sapi-nanum-aw ［sapi-水-aw〕 | |-aw,AKIW_SZY_2012_TABLE_ROW_303,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
543,169,a-mumul,即將出發,table 109,a-,即將進行,mumul,出發、走,a- | mumul | 出發、走 | 即將進行,543 | 無 | a- 表示「即將進行」 | a-mumul 〔a-出發〕（即將出發）,AKIW_SZY_2012_TABLE_ROW_001,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
544,169,sa-likecu,很緊,table 109,sa-,強調、加強，有「很」之意,likecu,窄,sa- | likecu | 窄 | 強調、加強，有「很」之意,強調、加強，有「很」之 | 無 | 544 | sa-likecu 〔sa-窄〕（很緊） | sa- | 意,AKIW_SZY_2012_TABLE_ROW_186,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
545,169,tizeng-a,請站立,table 109,-a,勸使,tizeng,站,-a | tizeng | 站 | 勸使,-a 帶有「勸使」的用法 | tizeng-a〔站-a〕（請站立） | 545,AKIW_SZY_2012_TABLE_ROW_283,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
546,169,kan-an,被吃,table 109,-an,被動,kan,吃！,-an | kan | 吃！ | 被動,表示「被動」語態 | 無 | 546 -an | kan-an〔吃-an〕（被吃）,AKIW_SZY_2012_TABLE_ROW_293,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
547,169,nanam-i,要學習！,table 109,-i,加強語氣、使役,nanam,學習,-i | nanam | 學習 | 加強語氣、使役,547 | nanam-i〔學習-i）（要學脅！） | -i 加強語氣、使役 | 無,AKIW_SZY_2012_TABLE_ROW_345,Page-image reviewed exact FORM repeat; the retained XML record receives this row's source meaning as a source-located alternate translation when distinct. Retained in akiw_2012_sakizaya_affixes_table_rows.xml.,excluded_exact_repeat
