status,seq,page,affix_form,affix_function_zho,affix_source,form,meaning_zho,base_form,base_meaning_zho,source_context,raw_ocr,note,retained_xml_id
include,150,84,pa-,動詞化,table 44,pa-tusuz,跪,tusuz,膝蓋,pa- | tusuz | 膝蓋,150 | pa- | tUSUZ | 膝蓋 | pa-tusuZ | 跪,Page-image verified; Vision OCR capitalized lowercase letters in the table row.,
include,151,85,pa-,使役動詞,table 45,pa-sepi,給予祝福,sepi,夢，延伸爲運氣、祝福,pa- | sepi- | 夢，延伸爲運氣、祝福,151 | pa- | sepl- | 夢，延伸爲運氣、祝福 | pa-sepi | 給予祝福,Page-image verified while adding source-table base forms; OCR read final i as l.,
include,152,85,pa-,使役動詞,table 45,pa-angic,弄哭，延伸有勉強、逼之意,angic,哭,pa- | angic | 哭,152 | pa- | angic | 哭 | pa-angic | 弄哭，延伸有勉強、逼之意,,
include,153,85,pa-,使役動詞,table 45,pa-cakay,賣、銷售,cakay,買,pa- | cakay- | 買,153 | pa- | cakay- | 買 | pa-cakay | 賣、銷售,,
include,154,85,pa-,使役動詞,table 45,pa-caliw,借（某物）給,caliw,借,pa- | caliw- | 借,154 | pa- | caliw- | 借 | pa-calliw | 借（某物）給,Page-image verified while adding source-table base forms; OCR duplicated l in the affixed form.,
include,155,85,pa-,使役動詞,table 45,pa-cepcep,使之吸,cepcep,吸、吻,pa- | cepcep | 吸、吻,155 | pa- | cepcep | 吸、吻 | pa-cepcep | 使之吸,,
include,156,85,pa-,使役動詞,table 45,pa-cukat,叫醒,cukat,醒來,pa- | cukat | 醒來,156 | pa- | cukat | 醒來 | pa-cukat | 叫醒,,
include,157,85,pa-,使役動詞,table 45,pa-daesu,給恩賜,daesu,恩賜,pa- | daesu | 恩賜,157 | pa- | daesu | 恩賜 | pa-dacsu | 給恩賜,Page-image verified while adding source-table base forms; OCR read e as c in the affixed form.,
include,158,85,pa-,使役動詞,table 45,pa-liluc,洗禮（受洗）,liluc,洗禮,pa- | liluc- | 洗禮,158 | pa- | liluc- | pa-liluc | 洗禮（受洗）,Page-image verified while adding source-table base forms; OCR omitted the base-meaning cell.,
include,159,85,pa-,使役動詞,table 45,pa-tawid,使之驚嚇,tawid,受驚,pa- | tawid- | 受驚,159 | pa- | tawid- | pa-tawid | 使之驚嚇,Page-image verified while adding source-table base forms; OCR omitted the base-meaning cell.,
include,160,85,pa-,使役動詞,table 45,pa-tizeng,使之站立,tizeng,站,pa- | tizeng- | 站,160 | pa- | tizeng- | pa-tizeng | 使之站立,Page-image verified while adding source-table base forms; OCR omitted the base-meaning cell.,
include,161,85,pa-,使役動詞,table 45,pa-bangsis,使之散發香味,bangsis,香味,pa- | bangsis | 香味,161 | pa- | bangsis | pa-bangsis | 使之散發香味,Page-image verified while adding source-table base forms; OCR omitted the base-meaning cell.,
include,162,87,pi-,動詞化，表祈使,table 47,pi-nanum,要喝水,nanum,水,pi- | nanum | 水,162 | pi- | nanum | 水 | pi-nanum | 要喝水,,
include,163,87,pi-,動詞化，表祈使,table 47,pi-tabaku,去抽菸,tabaku,香煙,pi | tabaku | 香煙,163 | pi | tabaku | 香煙 | pi-tabaku | 去抽菸,,
include,164,87,pi-,動詞化，表祈使,table 47,pi-ala,去拿,ala,拿、取,pi- | ala- | 拿、取,164 | pi- | ala- | 拿、取 | pi-ala | 去拿,,
include,165,87,pi-,動詞化，表祈使,table 47,pi-id'id,去烤,id'id,烤,pi- | id'id- | 烤,165 | pi- | id'id- | 烤 | pi-idid | 去烤,Page-image verified while adding source-table base forms; OCR omitted the medial glottal mark.,
include,166,87,pi-,動詞化，表祈使,table 47,pi-kilim,去找,kilim,找,pi- | kilim- | 找,166 | pi- | kilim- | 找 | pi-kilim | 去找,,
include,167,87,pi-,動詞化，表祈使,table 47,pi-tais,去縫製,tais,縫製,pi- | tais- | 縫製,167 | pi- | tais- | 縫製 | pi-tais | 去縫製,,
include,168,87,pi-,動詞化，表祈使,table 47,pi-tamuzung,去扛,tamuzung,扛、負擔,pi- | tamuzung- | 扛、負擔,168 | pi- | tamuzung- | 扛、負擔 | pi-tamuzung | 去扛,,
include,169,87,pi-,動詞化，表祈使,table 47,pi-tengil,要聽從,tengil,聽,pi- | tengil- | 聽,169 | pi- | tengil- | 聽 | pi-tengil | 要聽從,,
include,170,87,pi-,動詞化，表祈使,table 47,pitudung,要去學,tudung,學模仿,pi- | tudung | 學模仿,170 | pi- | tudung | 學模仿 | pitudung | 要去學,,
include,171,89,sa-,工具,table 49,sa-asik,掃把,asik,掃,Sa- | asik- | 掃,171 | Sa- | asik- | 掃 | sa-asik | 掃把,,
include,172,89,sa-,工具,table 49,sa-betil,彈弓,betil,（用手指、橡皮、彈弓）彈,Sa- | betil- | （用手指、橡皮、彈弓）彈,172 | Sa- | betil- | （用手指、橡皮、彈弓）彈 | sa-betil | 彈弓,,
include,173,89,sa-,工具,table 49,sa-emic,夾子,emic,夾,Sa- | emic- | 夾,173 | Sa- | emic- | 夾 | sa-emic | 夾子,,
include,174,89,sa-,工具,table 49,sa-kupit,鈕扣,kupit,扣,Sa- | kupit- | 扣,174 | Sa- | kupit- | 扣 | sa-kupit | 鈕扣,,
include,175,89,sa-,工具,table 49,sa-pihpih,扇子、電風扇,pihpih,扇（指動作）,Sa- | pihpih- | 扇（指動作）,175 | Sa- | pihpih- | 扇（指動作） | sa-pihpih | 扇子、電風扇,,
include,176,89,sa-,工具,table 49,sa-siwasiw,篩子,siwasiw,篩,Sa- | siwasiw- | 篩,176 | Sa- | siwasiw- | 篩 | sa-siwasiw | 篩子,,
include,177,89,sa-,工具,table 49,sa-tahab,鍋蓋,tahab,蓋,sa- | tahab- | 蓋,177 | sa- | tahab- | 蓋 | sa-tahab | 鍋蓋,,
include,178,89,sa-,工具,table 49,sa-talik,杵,talik,搗,Sa- | talik- | 搗,178 | Sa- | talik- | 搗 | sa-talik | 杵,,
include,179,90,sa-,名物化,table 50,sa-ading,後盾,ading,保護,Sa- | ading | 保護,179 | Sa- | ading | 保護 | sa-ading | 後盾,,
include,180,90,sa-,名物化,table 50,sa-bulibul,流氓,bulibul,擾亂、開,Sa- | bulibul | 擾亂、開,180 | Sa- | bulibul | 擾亂、開 | sa-bulibul | 流氓,,
include,181,90,sa-,名物化,table 50,sa-langec,要割的稻子,langec,割稻,Sa- | langec- | 割稻,181 | Sa- | langec- | 割稻 | sa-langec | 要割的稻子,,
include,182,91,sa-,強調、加強，有「很」之意,table 51,sa-aledah,很辣,aledah,辣,sa- | aledah | 辣,182 | sa- | aledah | 辣 | sa-aledah | 很辣,,
excluded_exact_repeat,183,91,sa-,強調、加強，有「很」之意,table 51,sa-aledah,講話很刺耳,aledah,辣,sa- | aledah | 辣,183 | sa- | aledah | 辣 | sa-aledah | 講話很刺耳,Exact source-form repeat of inventory row 182; represented by AKIW_SZY_2012_TABLE_ROW_182. This row's meaning remains in the ledger and is emitted as an alternate translation when distinct.,AKIW_SZY_2012_TABLE_ROW_182
include,184,91,sa-,強調、加強，有「很」之意,table 51,sa-azaaw,很無聊,azaaw,無聊,sa- | azaaw | 無聊,184 | sa- | azaaw | 無聊 | sa-azaaw | 很無聊,,
include,185,91,sa-,強調、加強，有「很」之意,table 51,sa-lamadac,非常乾淨、潔白,lamadac,乾淨,sa- | lamadac- | 乾淨,185 | sa- | lamadac- | 乾淨 | sa-lamadac | 非常乾淨、潔白,,
include,186,91,sa-,強調、加強，有「很」之意,table 51,sa-likecu,很緊,likecu,窄,Sa- | likecu | 窄,186 | Sa- | likecu | 窄 | sa-likecu | 很緊,,
include,187,91,sa-,強調、加強，有「很」之意,table 51,sa-lungidac,最髒,lungidac,髒兮兮,sa- | lungidac | 髒兮兮,187 | Sa- | lungidac® | 髒兮兮 | sa-lungidac | 最髒,Page-image verified while adding source-table base forms; removed a footnote marker from the root cell.,
include,188,93,si-,有（擁有、存在有）,table 53,si-apuk,有石灰,apuk,石灰,si- | apuk | 石灰,188 | si- | apuk | 石灰 | si-apuk | 有石灰,,
include,189,93,si-,有（擁有、存在有）,table 53,si-eluh,有汙垢,eluh,汙垢、汗,si- | eluh | 汙垢、汗,189 | si- | eluh | 汙垢、汗 | si-eluh | 有汙垢,,
include,190,93,si-,有（擁有、存在有）,table 53,si-pudac,有皮,pudac,蔬果類的果皮,si- | pudac | 蔬果類的果皮,190 | si- | pudac | 蔬果類的果皮 | si-pudac | 有皮,,
include,191,93,si-,有（擁有、存在有）,table 53,si-akeak,有烏鴉,akeak,烏鴉,si- | akeak | 烏鴉,191 | si- | akeak | 烏鴉 | si-akeak | 有烏鴉,,
include,192,93,si-,有（擁有、存在有）,table 53,si-acawa,有伴侶,acawa,老公、老婆,si- | acawa | 老公、老婆,192 | si- | acawa | 老公、老婆 | si-acawa | 有伴侶,,
include,193,93,si-,有（擁有、存在有）,table 53,si-cucu,有奶水,cucu,奶、乳房,si- | cucu | 奶、乳房,193 | si- | cucu | 奶、乳房 | si-cucu | 有奶水,,
include,194,93,si-,有（擁有、存在有）,table 53,si-culen,有陀螺,culen,陀螺,si- | culen | 陀螺,194 | si- | culen | 陀螺 | si-culen | 有陀螺,,
include,195,93,si-,有（擁有、存在有）,table 53,si-kadabu,有媳婦、有女婿,kadabu,媳婦、女婿,si- | kadabu | 媳婦、女婿,195 | Si- | kadabu | 媳婦、女婿 | si-kadabu | 有媳婦、有女婿,,
include,196,93,si-,有（擁有、存在有）,table 53,si-apiyan,有毒品,apiyan,鴉片、泛指毒品,si- | apiyan | 鴉片、泛指毒品,196 | si- | apiyan | 鴉片、泛指毒品 | si-apiyan | 有毒品,,
include,197,93,si-,有（擁有、存在有）,table 53,si-badidiw,有籐編的蓆子,badidiw,藤編的蓆子,si- | badidiw | 藤編的蓆子,197 | si- | badidiw | 藤編的蓆子 | si-badidiw | 有籐編的蓆子,,
include,198,95,si-,攜帶,table 54,si-bakan,帶刀,bakan,刀,si- | bakan | 刀,198 | Si- | bakan | 刀 | Si-bakan | 帶刀,Page-image verified; Vision OCR capitalized the prefix.,
include,199,95,si-,攜帶,table 54,si-bakici,帶水桶,bakici,水桶,si- | bakici | 水桶,199 | si- | bakici | 水桶 | si-bakici | 帶水桶,,
include,200,95,si-,攜帶,table 54,si-belac,帶米,belac,米,si- | belac | 米,200 | si- | belac | 米 | si-belac | 帶米63,,
include,201,95,si-,攜帶,table 54,si-cikah,帶鹽巴,cikah,鹽巴,si- | cikah | 鹽巴,201 | si- | cikah | 鹽巴 | si-cikah | 帶鹽巴,,
include,202,95,si-,攜帶,table 54,si-subuk,攜帶袋子,subuk,背袋,si- | subuk | 背袋,202 | si- | subuk | 背袋 | si-subuk | 攜帶袋子64,,
include,203,96,si-,穿戴,table 55,si-buut,有戴頭飾,buut,頭飾,si- | buut | 頭飾,203 | S1- | buut | 頭飾 | Si-buut | 有戴頭飾,Page-image verified; Vision OCR read si- as S1-.,
include,204,96,si-,穿戴,table 55,si-calaped,有穿褲子,calaped,褲子,si- | calaped | 褲子,204 | si- | calaped | 褲子 | si-calaped | 有穿褲子,,
include,205,96,si-,穿戴,table 55,si-tatamus,戴著戒指,tatamus,戒指,si- | tatamus | 戒指,205 | si- | tatamus | 戒指 | si-tatamus | 戴著戒指,,
include,206,96,si-,穿戴,table 55,si-zikuc,穿衣服,zikuc,衣服,si- | zikuc | 衣服,206 | si- | zikuc | 衣服 | si-zikuc | 穿衣服,,
include,207,96,si-,穿戴,table 55,si-ebuy,穿襪子,ebuy,襪子,si- | ebuy | 襪子,207 | si- | ebuy | 襪子 | si-ebuy | 穿襪子,,
include,208,98,si-,產生、長,table 56,si-adingu,產生影子,adingu,影子,si- | adingu | 影子,208 | si- | adingu | 影子 | si-adingu | 產生影子,,
include,209,98,si-,產生、長,table 56,si-bali,起風,bali,風,si- | bali | 風,209 | si- | bali | 風 | si-bali | 起風,,
include,210,98,si-,產生、長,table 56,si-balu,開花,balu,花,si- | balu | 花,210 | si- | balu | 花 | si-balu | 開花,,
include,211,98,si-,產生、長,table 56,si-bili,懷孕,bili,肚子,si- | bili | 肚子,211 | si- | si-bili | 懷孕,Page-image verified while adding source-table base forms; OCR omitted the root and base-meaning cells.,
include,212,98,si-,產生、長,table 56,si-ciid,發嫩芽,ciid,枝,si- | ciid | 枝,212 | si- | si-ciid | 發嫩芽,Page-image verified while adding source-table base forms; OCR omitted the root and base-meaning cells.,
include,213,98,si-,產生、長,table 56,si-cilal,出太陽,cilal,太陽,si- | cilal | 太陽,213 | si- | si-cilal | 出太陽,Page-image verified while adding source-table base forms; OCR omitted the root and base-meaning cells.,
include,214,98,si-,產生、長,table 56,si-dinget,流鼻涕,dinget,鼻涕,si- | dinget | 鼻涕,214 | si- | 鼻涕 | si-dinget | 流鼻涕,Page-image verified while adding source-table base forms; OCR omitted the root cell.,
include,215,98,si-,產生、長,table 56,si-heci,長果實,heci,果實,si- | heci | 果實,215 | si- | 果實 | si-heci | 長果實,Page-image verified while adding source-table base forms; OCR omitted the root cell.,
include,216,98,si-,產生、長,table 56,si-lusa',流淚,lusa',淚水、眼淚,si- | lusa' | 淚水、眼淚,216 | si- | 淚水、眼淚 | si-lusa | 流淚,Page-image verified while adding source-table base forms; OCR omitted the root cell and final glottal mark.,
include,217,98,si-,產生、長,table 56,si-ngawa',長角,ngawa',角,si- | ngawa' | 角,217 | si- | ngawa' | 角 | si-ngawa' | 長角,,
include,218,98,si-,產生、長,table 56,si-simpi,作夢,simpi,夢,si- | simpi | 夢,218 | si- | simpi | 夢 | si-simpi | 作夢,,
include,219,98,si-,產生、長,table 56,si-tanang,流汗,tanang,汗水,tanang | 汗水,219 | tanang | 汗水 | si-tanang | 流汗,,
include,220,98,si-,產生、長,table 56,si-tibeni,長痱子,tibeni,痱子,si- | tibeni | 痱子,220 | 2. 1S. 1S. | tibeni | 痱子 | si-tibeni | 長痱子,Page-image verified; Vision OCR injected non-source prefix artifacts.,
include,221,98,si-,產生、長,table 56,si-tilesen,發霉,tilesen,呈現黃色的霉,tilesen | 呈現黃色的霉,221 | tilesen | 呈現黃色的霉 | si-tilesen | 發霉,,
include,222,101,ta-,方向性,table 58,ta-ini,來這裡,ini,這裡,ta- | ini | 這裡,222 | ta- | ini | 這裡 | ta-ini | 來這裡70,,
include,223,101,ta-,方向性,table 58,ta-iza,去那裡,iza,那裡,ta- | iza | 那裡,223 | ta- | iza | 那裡 | ta-iza | 去那裡,,
include,224,101,ta-,方向性,table 58,ta-amis,往北,amis,北,ta- | amis | 北,224 | ta- | amis | 北 | ta-amis | 往北,,
include,225,101,ta-,方向性,table 58,ta-pabaw,往上,pabaw,上面,ta- | pabaw | 上面,225 | ta- | pabaw | 上面 | ta-pabaw | 往上,,
include,226,101,ta-,方向性,table 58,ta-sasa,向下（tayza i sasa的縮寫）,sasa,下、底部,ta- | sasa | 下、底部,226 | ta- | sasa | 下、底部 | ta-sasa,Page-image verified; Vision OCR missed the wrapped rightmost meaning cell.,
include,227,101,ta-,方向性,table 58,ta-timul,往南,timul,南,ta- | timul | 南,227 | ta- | timul | 南 | ta-timul | 往南,,
include,228,101,ta-,方向性,table 58,ta-tip,去西部,tip,西,ta- | tip | 西,228 | ta- | tip | 西 | ta-tip | 去西部,,
include,229,101,ta-,方向性,table 58,ta-zikuz,往後,zikuz,後面、之後,ta- | zikuz- | 後面、之後,229 | ta- | zikuz- | 後面、之後 | ta-zikuz | 往後,,
include,230,101,ta-,方向性,table 58,ta-laku,去水田,laku,水田,ta- | laku | 水田,230 | ta- | laku | 水田 | ta-laku | 去水田,,
include,231,101,ta-,方向性,table 58,ta-luma',回家,luma',家,ta- | luma' | 家,231 | ta- | luma' | 家 | ta-luma' | 回家,,
include,232,101,ta-,方向性,table 58,ta-minatu,去港口,minatu,港口,ta- | minatu | 港口,232 | ta- | minatu | 港口 | ta-minatu | 去港口,,
include,233,101,ta-,方向性,table 58,ta-umah,去田裡（tayza i umah的縮寫）,umah,田,ta- | umah | 田,233 | ta- | umah | 田 | ta-umah,Page-image verified; Vision OCR missed the wrapped rightmost meaning cell.,
include,234,101,ta-,方向性,table 58,ta-cuwa,去哪裡？（tayza i cuwa的縮寫）,cuwa,哪裡,ta- | cuwa | 哪裡,234 | ta- | cuwa | 哪裡 | ta-cuwa,Page-image verified; Vision OCR missed the wrapped rightmost meaning cell.,
include,235,103,anu-,下一個（表未來）,table 60,anu-ayaw,之後、下次,ayaw,之前、上次,anu- | ayaw | 之前、上次,235 | anu- | ayaw | 之前、上次 | anu-ayaw | 之後、下次,,
include,236,103,anu-,下一個（表未來）,table 60,anu-cila,明天,cila,之前的日子,anu- | cila- | 之前的日子,236 | anu- | cila- | 之前的日子 | anu-cila | 明天,,
include,237,103,anu-,下一個（表未來）,table 60,anu-sanal,次日上午（未來的）,sanal,上午,anu- | sanal | 上午,237 | anu- | sanal | 上午 | anu-sanal | 次日上午（未來的）,,
include,238,103,anu-,下一個（表未來）,table 60,anu-sandeb,今晚,sandeb,夜晚,anu- | sandeb | 夜晚,238 | anu- | sandeb | 夜晚 | anu-sandeb | 今晚,,
include,239,105,hali-,很喜歡、很愛、擅於,table 62,hali-ama,愛爸爸,ama,父親,hali- | ama | 父親,,Page-image verified; Vision OCR split the row across adjacent cells.,
include,240,105,hali-,很喜歡、很愛、擅於,table 62,hali-buting,喜歡捕魚、喜歡吃魚,buting,魚,buting | 魚,240 | buting | 魚 | hali-buting | 喜歡捕魚、喜歡吃魚,,
include,241,105,hali-,很喜歡、很愛、擅於,table 62,hali-emu,愛吃年糕,emu,年糕,emu | 年糕,241 | emu | 年糕 | hali-emu | 愛吃年糕,,
include,242,105,hali-,很喜歡、很愛、擅於,table 62,hali-epah,愛喝酒,epah,酒,hali- | epah | 酒,242 | cpolh | 酒 | hali-epah | 愛喝酒,Page-image verified; Vision OCR misread the root cell.,
include,243,105,hali-,很喜歡、很愛、擅於,table 62,hali-ina,愛媽媽,ina,母親,hali- | ina | 母親,,Page-image verified; Vision OCR omitted the row number.,
include,244,105,hali-,很喜歡、很愛、擅於,table 62,hali-labang,好客,labang,客人,hali- | labang | 客人,,Page-image verified; Vision OCR omitted the row number.,
include,245,105,hali-,很喜歡、很愛、擅於,table 62,hali-abibi,很喜歡抱,abibi,抱（起來）,抱（起來）,245 | 抱（起來） | hali-abibi | 很喜歡抱,,
include,246,105,hali-,很喜歡、很愛、擅於,table 62,hali-kan,愛吃,kan,吃,kan | 吃,246 | kan | 吃 | hali-kan | 愛吃,,
include,247,105,hali-,很喜歡、很愛、擅於,table 62,hali-pahengad,很會欺騙,pahengad,欺騙,hali- | pahengad | 欺騙,247 | palhengad | 欺騙 | hali-pahengad | 很會欺騙,Page-image verified while adding source-table base forms; OCR inserted l in the root cell.,
include,248,105,hali-,很喜歡、很愛、擅於,table 62,hali-panunu',愛向（某人）炫耀,panunu',向（某人）炫耀,panunu' | 向（某人）炫耀,248 | panunu' | 向（某人）炫耀 | hali-panunu' | 愛向（某人）炫耀,,
include,249,105,hali-,很喜歡、很愛、擅於,table 62,hali-ucil,跟著、纏著,ucil,跟,ucil- | 跟,249 | ucil- | 跟 | hali-ucil | 跟著、纏著,,
include,250,105,hali-,很喜歡、很愛、擅於,table 62,hali-zateng,很愛想,zateng,想,hali- | zateng | 想,250 | hali- | zateng | 想 | hali-zateng | 很愛想〞2,,
include,251,107,hina-,時常、常常,table 64,hina-baha,常咳嗽,baha,咳嗽,hina- | baha | 咳嗽,,Page-image verified; Vision OCR split the row across adjacent cells.,
include,252,107,hina-,時常、常常,table 64,hina-bayu',常中暑,bayu',中暑,hina- | bayu' | 中暑,252 | hina- | bayu' | 中暑 | hina-bayu' | 常中暑,,
include,253,107,hina-,時常、常常,table 64,hina-dihi,很有愛心,dihi,可憐,hina- | dihi- | 可憐,253 | hina- | dihi- | 可憐 | hina-dihi | 很有愛心74,,
include,254,107,hina-,時常、常常,table 64,hina-pacena',時常休息,pacena',歇一下、休息一下,hina- | pacena' | 歇一下、休息一下,,Page-image verified; Vision OCR split the row across adjacent cells.,
include,255,107,hina-,時常、常常,table 64,hina-puling,常跌倒,puling,跌倒,hina- | puling | 跌倒,255 | hina- | puling | 跌倒 | hina-puling | 常跌倒,,
include,256,107,hina-,時常、常常,table 64,hina-tayni,常來這裡,tayni,來,hina- | tayni | 來,,Page-image verified; Vision OCR split the row across adjacent cells.,
include,257,108,kala-,常常（跟狀態、個性相關）,table 66,kala-angic,愛哭,angic,哭,kala- | angic | 哭,257 | kala- | angic | 哭 | kala-angic | 愛哭,,
include,258,108,kala-,常常（跟狀態、個性相關）,table 66,kala-cunged,愛生氣,cunged,脾氣不好,kala- | cunged- | 脾氣不好,258 | kala- | cunged- | 脾氣不好 | kala-cunged | 愛生氣,,
include,259,108,kala-,常常（跟狀態、個性相關）,table 66,kala-hedaw,常遺失,hedaw,遺失,kala- | hedaw | 遺失,259 | kala- | hedaw | 遺失 | kala-hedaw | 常遺失,,
include,260,108,kala-,常常（跟狀態、個性相關）,table 66,kala-lesa',常漏水,lesa',漏水（雨）、滲水,kala- | lesa'- | 漏水（雨）、滲水,260 | kala- | lesa'- | 漏水（雨）、滲水 | kala-lesa' | 常漏水,,
include,261,108,kala-,常常（跟狀態、個性相關）,table 66,kalapa-bekbek,講話很容易誇張、加油添醋,pa-bekbek,形容在人後評論某人，大多是講壞話。,kala- | pa-bekbek | 形容在人後評論某人，大多是講壞話。,,Page-image verified; source prints the affixed form without a hyphen after kala.,
include,262,108,kala-,常常（跟狀態、個性相關）,table 66,kala-sinawal,很容易頭暈,sinawal,暈眩,kala- | sinawal- | 暈眩,262 | kala- | sinawal- | 暈眩 | kala-sinawal | 很容易頭暈,,
include,263,109,tada-,真的、非常的,table 68,tada-abesa',味道太淡的,abesa',清淡、不夠鹹,tada- | abesa' | 清淡、不夠鹹,263 | tada- | abesa' | 清淡、不夠鹹 | tada-abesa' | 味道太淡的,,
include,264,109,tada-,真的、非常的,table 68,tada-limulak,非常高興,limulak,高興,tada- | limulak | 高興,264 | tada- | limulak | 高興 | tada-limulak | 非常高興,,
include,265,109,tada-,真的、非常的,table 68,tada-mabatad,有夠遠,mabatad,遠,tada- | mabatad | 遠,265 | tada- | mabatad | 遠 | tada-mabatad | 有夠遠,,
include,266,109,tada-,真的、非常的,table 68,tada-macebed,太密集,macebed,指草生長得很密集或雜草叢生,tada- | macebed | 指草生長得很密集或雜草叢生,266 | tada- | macebed | tada-macebed | 太密集,Page-image verified while adding source-table base forms; OCR omitted the base-meaning cell.,
include,267,111,tanu-,很多、加強，有「很」、「大」之意,table 70,tanu-atimela,很多跳蚤,atimela,跳蚤,tanu- | atimela | 跳蚤,267 | tanu- | atimela | 跳蚤 | tanu-atimela | 很多跳蚤,,
include,268,111,tanu-,很多、加強，有「很」、「大」之意,table 70,tanu-likes,很多蚊子,likes,蚊子的總稱,tanu- | likes | 蚊子的總稱,268 | tanu- | likes | 蚊子的總稱 | tanu-likes | 很多蚊子,,
include,269,111,tanu-,很多、加強，有「很」、「大」之意,table 70,tanu-puduh,很多螞蟻,puduh,螞蟻,tanu- | puduh | 螞蟻,269 | tanu- | puduh | 螞蟻 | tanu-puduh | 很多螞蟻,,
include,270,111,tanu-,很多、加強，有「很」、「大」之意,table 70,tanu-pukuh,很多節,pukuh,節,tanu- | pukuh | 節,270 | tanu- | pukuh | 節 | tanu-pukuh | 很多節,,
include,271,111,tanu-,很多、加強，有「很」、「大」之意,table 70,tanu-ulat,爆筋,ulat,筋,tanu- | ulat | 筋,271 | tanu- | ulat | 筋 | tanu-ulat | 爆筋7,,
include,272,111,tanu-,很多、加強，有「很」、「大」之意,table 70,tanu-duka,傷痕累累,duka,傷,tanu- | duka | 傷,272 | tanu- | duka | 傷 | tanu-duka | 傷痕累累,,
include,273,111,tanu-,很多、加強，有「很」、「大」之意,table 70,tanu-ngangay,很多口水,ngangay,口水,tanu- | ngangay | 口水,273 | tanu- | ngangay | 口水 | tanu-ngangay | 很多口水7,,
include,274,111,tanu-,很多、加強，有「很」、「大」之意,table 70,tanu-tanang,很多汗,tanang,汗水,tanu- | tanang | 汗水,274 | tanu- | tanang | 汗水 | tanu-tanang | 很多汗 80,,
include,275,111,tanu-,很多、加強，有「很」、「大」之意,table 70,tanu-kikul,尾巴很長,kikul,尾,tanu- | kikul | 尾,275 | tanu- | kikul | 尾 | tanu-kikul | 尾巴很長,,
include,276,111,tanu-,很多、加強，有「很」、「大」之意,table 70,tanu-tuwa',大聲吼,tuwa',吼,tanu- | tuwa' | 吼,276 | tanu- | tuwa' | 吼 | tanu-tuwa' | 大聲吼,,
include,277,111,tanu-,很多、加強，有「很」、「大」之意,table 70,tanu-uning,很髒,uning,髒,tanu- | uning | 髒,277 | tanu- | uning | 髒 | tanu-uning | 很髒,,
include,278,111,tunu-,很多、加強，有「很」、「大」之意,table 70,tunu-calay,很多網,calay,絲線（例如蜘蛛絲、電話線、網路線）,tunu- | calay | 絲線（例如蜘蛛絲、電話線、網路線）,278 | tunu- | calay | tunu-calay | 很多網,Page-image verified while adding source-table base forms; OCR omitted the base-meaning cell.,
include,279,111,tunu-,很多、加強，有「很」、「大」之意,table 70,tunu-pidadiki,很多蝙蝠,pidadiki,蝙蝠、台灣狐蝠,tunu- | pidadiki | 蝙蝠、台灣狐蝠,279 | tunu- | pidadiki | 蝙蝠、台灣狐蝠 | tunu-pidadiki | 很多蝙蝠,,
include,280,124,-a,勸使,table 72,lekal-a,起床！,lekal,起來,a- | lekal | 起來,280 | a- | lekal | 起來 | lekal-a | 起床！,,
excluded_exact_repeat,281,124,-a,勸使,table 72,lekal-a,起來！,lekal,起來,a- | lekal | 起來,281 | a- | lekal | 起來 | lekal-a | 起來！,Exact source-form repeat of inventory row 280; represented by AKIW_SZY_2012_TABLE_ROW_280. This row's meaning remains in the ledger and is emitted as an alternate translation when distinct.,AKIW_SZY_2012_TABLE_ROW_280
include,282,124,-a,勸使,table 72,'neng-a,坐下！,'neng,坐,a- | 'neng | 坐,282 | a- | 'neng | 坐 | heng-a | 坐下！,Page-image verified while adding source-table base forms; OCR read the initial glottal mark and n as h.,
include,283,124,-a,勸使,table 72,tizeng-a,請站立,tizeng,站,a- | tizeng | 站,283 | a- | tizeng | 站 | tizeng-a | 請站立,,
include,284,125,-an,處所或地方,table 74,adidem-an,桑樹園,adidem,桑樹,-an | adidem | 桑樹,284 | -an | adidem | 桑樹 | adidem-an | 桑樹園,,
include,285,126,-an,處所或地方,table 74,nacnac-an,所舔之處,nacnac,舔,-an | nacnac | 舔,285 | -an | nacnac | 舔 | nacnac-an | 所舔之處,,
include,286,126,-an,處所或地方,table 74,enep-an,淹沒處,enep,淹沒,-an | enep | 淹沒,286 | -an | enep | 淹沒 | enep-an | 淹沒處,,
include,287,126,-an,處所或地方,table 74,paluma-an,種的地方,paluma,種,-an | paluma | 種,287 | -an | paluma | 種 | paluma-an | 種的地方,,
include,288,127,-an,被動,table 75,alaw-an,被搶,alaw,搶,-an | alaw | 搶,"288 | -an | alaw | 搶 | alaw-an | 被搶""",,
include,289,127,-an,被動,table 75,ales-an,被放棄,ales,放棄,-an | ales | 放棄,289 | -an | ales | 放棄 | ales-an | 被放棄”,,
include,290,127,-an,被動,table 75,asik-an,掃過多,asik,掃,-an | asik | 掃,290 | -an | asik | 掃 | asik-an | 掃過多,,
include,291,127,-an,被動,table 75,azih-an,被看,azih,看,-an | azih | 看,291 | -an | azih | 看 | azih-an | 被看94,,
include,292,127,-an,被動,table 75,balud-an,被綁,balud,綁,-an | balud | 綁,292 | -an | balud | 綁 | balud-an | 被綁,,
