decision	reviewed_id	baseline_ids	baseline_sha256	form	reason	reviewer	review_date	review_source_sha256
accepted	section_16_second_sermon_sentence_074	section_16_second_sermon_sentence_074	5140318d4b2277044c1c8ece6521e2ee28c5036e0119b4866d09a416e17ad088	Mai, tummaam ja ina, alla ta Deos ani-aicho, innai aisas'o inerien o mini tapos ai, tsinummoach o mapan a cho, ta ma-ai-aab maabisse-bissé tsjes anibaas, maibas i ta Abraham, ta Jacob, ta Moses, ta Samuel, ta Jesaias, Jeremias, Ezechiel, Daniel, ṣo-o romaroman, tamasea minaṣini o choa char-ṣar, ṣo-o tsinummaap o atil o boesum, alla maibas o sjam-ṣar o Deos, ṣo-o ma-atil a maba-da tsjes allecho pattil o cho-no baak decho-noë.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_075	section_16_second_sermon_sentence_075	fd96ebfb5fed488088310dc06a217b5f6196bd43173b052d857b6412a3968f29	Rummi-es channumma pinauss'o choa maunis a aukattan a sjiem badda ta Jesus Christus, gagil a isas ṣo-o tat-ṣar ochoa boa, o ai tsinummoach i babo ta mini, kabinodd'o patómammali ta Maria, ṣo-o katsinala gagil o Deos inni isas o babosa, alla pait'i namo ta Deos, ṣo-o pattil o tarran i boesum ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_076	section_16_second_sermon_sentence_076	cb9a5b979728c318df9fc788ac05bb0ba69720e1e88d41322e63d8d5d674cd2a	Ochal pab'o tapos choa airab ṣo-o atillo, patok-ṣar ta Deos, ṣo-o merab, alla tapos o cho poetautat inni choa ranied kabinidoan inni ta maai-aab anibaas, ṣo-o tschiet narroa cho aran o Jesu Christi.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_077	section_16_second_sermon_sentence_077	16b1972463f0889dacbb1ee89f7c8b74e3d82bc322235b89b6d13050ff50466d	Na-a chummod channumma, ja alli macharrieb torroa tsjes a barri?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_078	section_16_second_sermon_sentence_078	28eb98b9598081e36630663f255f20a1fe155bba187a5f45bd1617122846b03a	Ja itan tsjes, ja itan barri?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_079	section_16_second_sermon_sentence_079	f01474867eddb5682b12da4ebb04ca5729e510ed5e02d0b24a93ca918f153ef4	Ṣo-o pagatomma micho, tomma-da cho marmimi ja mautsiri o barri?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_080	section_16_second_sermon_sentence_080	2910594eeea7db35e7a03a6d5f312271120b322178c05bb1ba45e692ebcf4985	Inau de ta mini itan choa barra.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_081	section_16_second_sermon_sentence_081	871dacc7182490d4cae894feaaacb2563f0095e6eef76a3087e3ba506e1b55ad	Todacha mautsiri o tsjes?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_082	section_16_second_sermon_sentence_082	fd915d74c9c3f722b4f1238c05585d98635ce24d3afa1518469d76d6d9e683db	Marmimi ja inni babosa paga tsjes?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_083	section_16_second_sermon_sentence_083	da37289f6d3a0015ae6c3b5cfed38c83c6e88be8eb32d7d8a5059762da644b60	Inau katalan inni bog choa ṣaan a tataap.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_084	section_16_second_sermon_sentence_084	a0028cadfa3aef55a4660ceb131abad952347ff5048ff28537b89e21ad3d4864	Oedan, ja alli papaḡa mato a otsiri maibas o bachor, marmimi ja lummido i ta Deos?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_085	section_16_second_sermon_sentence_085	fa7a5e5a7fba7e6edb6c97fe0439c9ffae0a4514934514f7b4bbc791ca3f1341	Pagatomma macharrieb, ṣo-o pa itan choa boa, inau itan-ṣar choa tataap, torroden ja choa aba, ṣo-o barra inni tassono boesum ṣo-o tapos choa rará, inni tataap o tapos o ta, a abas, ṣo-o mini tapos ai lallum choa baan.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_086	section_16_second_sermon_sentence_086	3fffdebe6633c856f8201e02d2f6fe8441b1415890358ce668b8535a1ec8948c	Kanatorroa, chummod romaroman a chono ai mautsiri i ta Deos, moeda choa boa ja morra?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_087	section_16_second_sermon_sentence_087	2d5b2afa72c610e8a4072d3563821ee0ae5049ca5458d07bb48cf6f1400e9c56	Tummaam ina, alla maunionis a ḡa ta Deos, alli maibas o babosa.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_088	section_16_second_sermon_sentence_088	79e420e0ae294a8b07962b6bfd2376493b13fda34b7ae8e385772dff28f8fb19	Pa ja charri o ai de boesum, lallum rabbo, de ta, ja de abas maibas icho.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_089	section_16_second_sermon_sentence_089	79eaa12288985e429d91a7ecb71e16ad088a9a7a6806e03dd6a9cc659713b3c5	Pa itan, pa ṣiddo-on choa boa maibas o bogṣar, inau tsjes o auchos ta Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_090	section_16_second_sermon_sentence_090	e3ccdd6cf6a71b547ec6f497bf1468def616a46ccec34417f511664a89cbab54	Pa oot, oḡḡach, taḡḡa boa, bog-ṣar icho pa.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_091	section_16_second_sermon_sentence_091	1fb82dac593b34285c7da1ce9401a31a2cfda1ec131d7f0b005b678655ae3628	Aisasa pa ṣisi icho.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_092	section_16_second_sermon_sentence_092	0d6bb15ba1ea20d822ac51a78eea522cf57f5460f45ac943fdd1da7259f9c70d	Pinaga taulaulan tinnaam o mini tapos ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_093	section_16_second_sermon_sentence_093	4907edd30c9155ed0ac505e011612f0d66f40a6c9e27248cf6308e898449429f	Acho ja boesum, pagaga ta, pagaga abas, pagaga cho, pagaga tapos o ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_094	section_16_second_sermon_sentence_094	3f63cf565dd3a8da143082f00e8d75c917941f0a087e6bbcdc62f1cd31613984	Alli inerien-ṣar, alli moribal choa ḡa, machonṣar o taulaulan, pagatomma moribal o mini tapos ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_095	section_16_second_sermon_sentence_095	262ea8496e3836a5c2dd9f8693bd58a023f9e1799fb2df8ead76f801b7a19044	Masini ta Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_096	section_16_second_sermon_sentence_096	38eac96e800f3e5b6f6976a78230cf39c35d291c325e26fc6dab60bef17e6d76	Mai, tomma-da cho mab'o pattite numma ja moud'icho?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_097	section_16_second_sermon_sentence_097	d3688d338cb98fb758ee74a01c0dc4b8ade1583ae615fb1218ea1f0d56127afd	Torroa machá alli mab'o mabaddabadd'o zijsja, masini maso mauchus marotul o tummaap o auchos i ta Deos torroa ṣaan.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_098	section_16_second_sermon_sentence_098	20acfdb4ad3ba7b57f34d256d6717f274a664013fd1f7a2c8b6b5bdbf279fae8	Natta-ṣar a mario a cho mantas chummod o mabá-da ṣaan o sjam, numm'ija ta Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_099	section_16_second_sermon_sentence_099	a59d78179bd3b9869031c029da0888609b8a785b2d778cc08fc884aec6eb3f51	Natorroa rummi-es tump'icho, ṣo-o machonṣar marmimi, sacha-na tummaam, kamaso milip na-a tumpa, maso qua na-a maba-d'ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_100	section_16_second_sermon_sentence_100	3d8fd384c1ad0a954112c0bf24ec6a59201d3be99d76a86e56c9a51336183507	Masini paba alla mauchus maro ṣo-o macharrieb ab'o Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_101	section_16_second_sermon_sentence_101	e4e6d01c8ec8fe19d512ad3279bcc967ff1ac23da172cf09f33292db84ab14c2	Bior taulan kanaspat a chachod ai, dem'ija ta Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_102	section_16_second_sermon_sentence_102	d80f0f50a0f3014360183132ae3247da82001618240ddef4fbc7eafb5dc04905	Abá, alla ta Deos paga de boesum.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_103	section_16_second_sermon_sentence_103	986803c58f4c8b26ecc39671e906fd1525afc1ea6c47fc393c7f884038d22707	Pagaga chaddai, alla choa boa tapen inni boesum.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_104	section_16_second_sermon_sentence_104	c3451688259588a95c54f4e43243253d7f48eeb6d1165022df0c1a4906a76181	Maini.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_105	section_16_second_sermon_sentence_105	9cbbec1d7d5547b5f83f3f7835b4297ffc0ba8ac900f26c385087c6da55ba65e	Boesum ṣo-o boesum o boesum ai alli tummaap ichonoë.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_106	section_16_second_sermon_sentence_106	aef20ce79ad096c449901b5c60db1018e223376e1a8b2a775ec871d4f451b201	Maibas de boesum icho, masini de ta, de abas channumma.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_107	section_16_second_sermon_sentence_107	c169661e1bd85a05fc0c6078510f3192fa46de96fe9912d8d8114f632fc7903f	Pa ṣies o choa ḡa, o ai pariaut o mini tapos ai, ṣo-o maibas o choa rima tummattam o boesum, o ta, a abas.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_108	section_16_second_sermon_sentence_108	52d47501c647c089488970923319da3588a8bdb6eee9a1a88d431646cafda484	Alli maro ja icho innai atatta cho-ṣar.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_109	section_16_second_sermon_sentence_109	66e8ed77cfd3cea0c7dd55327e5b0ca7387e7a9b81d3347ba43ad0f7dea7f029	Torro patapos morich-ṣar, chumṣar ṣo-o paga inni icho-ech.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_110	section_16_second_sermon_sentence_110	034fda0f79a9ed575af790d82766652882889e88bfa0fbde441c32d65bce4fb1	Maibas paba ma-ai-aab ta David: ta Deos, machó, pana dema mamobe ina innai joa micho Auchar-ech, ṣo-o pana dema mamobe ina innai oa morra-dech?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_111	section_16_second_sermon_sentence_111	8b89856f934f6b855f0f0da73af555253894b05b96d2a419036cb8c642c43156	Sja ina pana babo moss'i boesum, paga ijo indecho.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_112	section_16_second_sermon_sentence_112	2fc4c53eaf3f72a5b23bc7ab1336f02aa3094fc15c131041dc45f7aa902dea7d	Ja páṣar-ra na-boa de rapo ta, itá ijo indecho.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_113	section_16_second_sermon_sentence_113	360c611e1c6a24a4ae8818e702642614beb52f270e56d7591a3764edcce9692c	Sja ina morag o chaarṣar o sasaksak o baijan, sja pattodon ina maro de ṣies o abas: indecho channumm'allecho pa-ijor ina joa rima ṣo-o tummattam ina joa kallamas.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_114	section_16_second_sermon_sentence_114	f7f83224b46ad1e07dcf99272831f6f17570d7af8b48776a5bc2b2a6d4fe3d01	Mai, sja paga de ta, de abas channumma ta Deos, annumm'alanni, all'icho paga de boesum?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_115	section_16_second_sermon_sentence_115	99562c1d735ff56bace9f66b66577159d439bb154fddfde7f4225381cc8388fd	Abá, all'icho minerien-ṣar o boesum, maibas choa don o gagil, a mato, mauchus ma-adidden, ṣo-o tapos a ballag de lallum alli moribal.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_116	section_16_second_sermon_sentence_116	12eedb9e55b9eaddc0ae1320dcef62c6e8659159f2f12447dbcd4476d1d2157a	Kasjabaan minerien-ṣar o ta, maibas choa don o ṣassaian, dem'ija paṣos'o babos'o ai moribal, maibas o tapos a ballaḡ de babo ta.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_117	section_16_second_sermon_sentence_117	29e54e1a472871db8ced246f872a30c47f7fa75628cea3247533ee6b294eb1a4	Inau decho pattonan ja o boesum choa ba o rasan, inau ṣummos'i boesum, ṣo-o pait'o choa chachimit matoto; maibas-ṣar pattonan o ta choa tattallas-an o asiel, inau alli pattodon o gagil indecho, pagatomma paga de ta, de abas channumma.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_118	section_16_second_sermon_sentence_118	93c4bcbecca5e3995c08d710ec99e0bb7bc93c7a03dde8a7d533de34e3433b2b	Ka-inipait'o pia tuppo-no pesasa, alla gagil paga, ṣo-o innainumma darrammen ta Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_119	section_16_second_sermon_sentence_119	47e95383be87793574f65067673205325bde8b69fca082cc70a1c2430866c40d	Ummior a-i-jor a nattada tuppo, alla Deos o gagil alli boddo maso paga a natta-da maakammichi-ṣar.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_120	section_16_second_sermon_sentence_120	2c14aa46a45da9c05e69e69f9cb7d3ce26142730f64e8741f652984c3e2ce73b	Paga natta-ṣar a Deos, machó ta Paulus tapos chono ai mautsiri i ta Deos o gagil, poetat o mapan Deos-ṣar.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_121	section_16_second_sermon_sentence_121	b6cccc5d18ea7629f7e6f509e71ed01df62c54ea026ce1fb9cdf4b8c3e1c00e9	Charri o cho poetat o zijsja, o idas ta Deos, charri o roman o chau.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_122	section_16_second_sermon_sentence_122	5e663308cce727cbdafc0b5572faf8aaff742446736a90cdf6aa37da300b1983	Charri o roman mauchus bachorren poetat o bottoos, ja ibien, ja loan ta Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_123	section_16_second_sermon_sentence_123	4ebec96451a6b65828ef28b71869e77eb1ff6657572339208c6eaa87d369e7f2	Molapp'ija patapos, ṣo-o poetat o baak.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_124	section_16_second_sermon_sentence_124	4e4f24489a430b22ec57ffedf8c3e8b4300848b9203a4bccea658e8e475ae1e5	Alli mapan a Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_125	section_16_second_sermon_sentence_125	9c7f4359dc1092000a482873b3c04a1c78c6eab9631074acd23aec6d2e0fe665	Oedan, Deos o gagil kummasjies a mato, a mabarra.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_126	section_16_second_sermon_sentence_126	743126101d1b49b251c2c55fb8af127207146c2bab8e13c574ddd3038df46580	Pa ja roman maso mato, ja maibas icho.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_127	section_16_second_sermon_sentence_127	149a211b1fe4d341a2e4234424a795b1c6c87cca49239a5a7301def7de5c10e1	Choa aba, choa airab, choa barra, choa chachimit kummasjies a mato, o ai alli ilen innaide romanech.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_128	section_16_second_sermon_sentence_128	509b22d0da9a82cd1396b5b948df1cafa0fcd2d4ff21067c481029d1614e523b	Mai, alla Deos o gagil alli boddo maso paga a natta-da ma-akammichi-ṣar, na-a paita taulan masini: Deos o gagil paga natta ja mapan.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_129	section_16_second_sermon_sentence_129	b5ed84baecd18509060f7d893c4d7ef657b7ffde772f19f00d44a650c755fe51	Alli mapan.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_130	section_16_second_sermon_sentence_130	ab5248c19e620b5fd1b73ab536f91a371b4165d308fe162a433559e63b39e31a	Oedan, sja mapan, roman maso mato, roman a-i-jor a mato, ja pagaga tapos maibas-ṣar a mato a ma-abarra.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_131	section_16_second_sermon_sentence_131	d4b53a7f6c5a8766be9689c6f9cc99744df2f609f04b46457543036987434411	Pa ja Deos maso mato, pa ja a-i-jor a mato, inau Deos o masini mamarotul a mamaṣabba maibas o babosa.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_132	section_16_second_sermon_sentence_132	c3514afafa72a5809c53f8a377f3cf74e3343b12b5e0282cfc7d7f409c02e531	Allipa channumma mapan a Deos maibasṣar a mato, a mabarra, inau alli matasas kummasjies a mato, a mabarra.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_133	section_16_second_sermon_sentence_133	44f2933eb4ad6ed5a89474b8f5bf060de006cc2e8d50aa6c44ca504600933df5	Mai, sja nattaṣar kummasjies a mato, a mabarra, a maba-da ṣaan, makammichi mamatsikan o chummimit o mini tapos ai, maibas o zijsja natta-da matsikap o mini tapos o ta; ṣo-o roman masini pagaga baak o Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_134	section_16_second_sermon_sentence_134	24063a3db8321c399fc1c214d18c33d1c69c254f7433fe11d35981e2903b8a4a	Innainumma ummior, alla kummasjies a mato, a mabarra, a maba-da ṣaan paga Deos o gagil, ṣo-o alli boddo maso paga a natta-da ma-akammichi-ṣar, maibas o gagil machó ta Paulus, paga natta-ṣar a Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_135	section_16_second_sermon_sentence_135	6c2e92661565a059456237230f43fe8c9efcf3e42529cb57671c2671d6cc7e88	Me taulan alla na-a ummillaḡ o natorroa-da tuppo ai, tomm'ija Deos o gagil o ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_136	section_16_second_sermon_sentence_136	e1e70e0ae3312fb5bcd2fcf0b54264bd9e9c87aeb9283ededeb853302a0d33db	Alli madarram ja torro i ta Deos o gagil innai autat torroa micho.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_137	section_16_second_sermon_sentence_137	22afed90e047a0eb3377d4b5f5d2841af92153db56956f5e0211aab21777447e	Pagatomma tapos o tataap o mini innai babo pana rapo pait'o choa Airien, alla paga charri obo a ja tsjes, kummasjies a macheer a mabarra, maibas o rará o zijsja paita alla paga zijsja, pagatomma takkoban o rabbo paddabo ja aicho-ech.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_138	section_16_second_sermon_sentence_138	4e6ae02dfa3db3039950f90b12258435f9291772f4df5e7f0d580e5bd6fbeab5	Ka-itan o choa, rará ja aṣiel, pagatomma pa itan cho'achieb.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_16_second_sermon_sentence_139	section_16_second_sermon_sentence_139	f18c4b0d9d970a433c1b208b4e30cad7bbb725adeef71b315b8345fbb9ba1eff	Masini tataap o mini talcho a mato paita alla paga charri o Airien' o ai makkesjap o ummoop o tataap o mini, pagatomma machon-sar o macharrieb icho-ech; ka-itan choa ab'o ṣaan mato, choa barra inni tattorroddaurono choa tataap, pagatomma pa itan choa boa.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
