table_id,page_number_one_based,printed_page_number,chapter_number,section_number,table_title,row_label,column_label,truku_form_raw,truku_form_clean,chinese_meaning_raw,chinese_meaning_clean,morphology_label,word_class_change,cell_raw,cell_clean,parse_confidence,xml_eligible_candidate,notes
p0075_t01,75,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,g-,g-,地瓜,地瓜,,→,2 | g- | bunga | 地瓜 | g-bunga | 專挑地瓜 | 名詞→動詞,2 | g- | bunga | 地瓜 | g-bunga | 專挑地瓜 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0075_t01,75,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,g-,g-,芒草,芒草,,→,3 | g- | bhngil | 芒草 | g-bhngil | 專挑芒草 | 名詞→動詞,3 | g- | bhngil | 芒草 | g-bhngil | 專挑芒草 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0075_t01,75,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,g-,g-,鋤頭,鋤頭,,→,4 | g- | bkaruh | 鋤頭 | g-bkaruh | 專挑鋤頭 | 名詞→動詞,4 | g- | bkaruh | 鋤頭 | g-bkaruh | 專挑鋤頭 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0076_t01,76,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,ke-,ke-,路,路,,→,1 | ke- | elug | 路 | ke-elug | 想開路 | 名詞→動詞,1 | ke- | elug | 路 | ke-elug | 想開路 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0076_t01,76,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,k-,k-,朋友,朋友,,→,2 | k- | lupung | 朋友 | k-lupung | 想交朋友 | 名詞→動詞,2 | k- | lupung | 朋友 | k-lupung | 想交朋友 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0076_t01,76,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,k-,k-,雪；冰,雪；冰,,→,3 | k- | huda | 雪；冰 | k-huda | 變成雪；結冰 | 名詞→動詞,3 | k- | huda | 雪；冰 | k-huda | 變成雪；結冰 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0076_t01,76,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,k-,k-,水,水,,→,4 | k- | qsiya | 水 | k-qsiya | 變成水、融化 | 名詞→動詞,4 | k- | qsiya | 水 | k-qsiya | 變成水、融化 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0077_t01,77,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,m-,m-,看病、求診,看病、求診,,→,1 | m- | sapuh | 看病、求診 | m-sapuh | 醫生、巫婆 | 動詞→名詞,1 | m- | sapuh | 看病、求診 | m-sapuh | 醫生、巫婆 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0077_t01,77,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,m-,m-,飼養、牧養,飼養、牧養,,→,2 | m- | tabug | 飼養、牧養 | m-tabug | 牧羊人、牧師 | 動詞→名詞,2 | m- | tabug | 飼養、牧養 | m-tabug | 牧羊人、牧師 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0077_t01,77,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,m-,m-,跑步,跑步,,→,3 | m- | talang | 跑步 | m-talang | 跑步選手 | 動詞→名詞,3 | m- | talang | 跑步 | m-talang | 跑步選手 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0077_t01,77,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,m-,m-,剪,剪,,→,4 | m- | qarik | 剪 | m-qarik | 理髮師 | 動詞→名詞,4 | m- | qarik | 剪 | m-qarik | 理髮師 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0078_t01,78,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,n-,n-,煮,煮,,→,1 | n- | hapuy | 煮 | n-hapuy | 煮的東西(餐點)；煮過 | 動詞→名詞,1 | n- | hapuy | 煮 | n-hapuy | 煮的東西(餐點)；煮過 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0078_t01,78,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,n-,n-,背,背,,→,2 | n- | apa | 背 | n-apa | 背的東西(背包)；背過 | 動詞→名詞,2 | n- | apa | 背 | n-apa | 背的東西(背包)；背過 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0078_t01,78,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,n-,n-,分配,分配,,→,3 | n- | asug | 分配 | n-asug | 分配的東西；分配過 | 動詞→名詞,3 | n- | asug | 分配 | n-asug | 分配的東西；分配過 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0078_t01,78,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,n-,n-,帶,帶,,→,4 | n- | adas | 帶 | n-adas | 帶的東西；帶過 | 動詞→名詞,4 | n- | adas | 帶 | n-adas | 帶的東西；帶過 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0080_t01,80,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,p-,p-,帳篷,帳篷,,→,1 | p- | kowbu | 帳篷 | p-kowbu | 搭帳篷 | 名詞→動詞,1 | p- | kowbu | 帳篷 | p-kowbu | 搭帳篷 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0080_t01,80,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,p-,p-,棉被；毯子,棉被；毯子,,→,2 | p- | qabang | 棉被；毯子 | p-qabang | 鋪棉被 | 名詞→動詞,2 | p- | qabang | 棉被；毯子 | p-qabang | 鋪棉被 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0080_t01,80,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,p-,p-,魚網,魚網,,→,3 | p- | kaji | 魚網 | p-kaji | 撒魚網 | 名詞→動詞,3 | p- | kaji | 魚網 | p-kaji | 撒魚網 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0080_t01,80,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,p-,p-,芋頭,芋頭,,→,4 | p- | sari | 芋頭 | p-sari | 種、採收芋頭 | 名詞→動詞,4 | p- | sari | 芋頭 | p-sari | 種、採收芋頭 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0080_t01,80,,,,,5,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,p-,p-,碗豆,碗豆,,→,5 | p- | sungut | 碗豆 | p-sungut | 種、採收碗豆 | 名詞→動詞,5 | p- | sungut | 碗豆 | p-sungut | 種、採收碗豆 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0080_t01,80,,,,,6,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,p-,p-,小米,小米,,→,6 | p- | masu | 小米 | p-masu | 種、採收小米 | 名詞→動詞,6 | p- | masu | 小米 | p-masu | 種、採收小米 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0082_t01,82,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,口水,口水,,→,1 | s- | halus | 口水 | s-halus | 流口水 | 名詞→動詞,1 | s- | halus | 口水 | s-halus | 流口水 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0082_t01,82,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,血,血,,→,2 | s- | dara | 血 | s-dara | 流血 | 名詞→動詞,2 | s- | dara | 血 | s-dara | 流血 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0082_t01,82,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,鼻涕,鼻涕,,→,3 | s- | ngusul | 鼻涕 | s-ngusul | 流鼻涕 | 名詞→動詞,3 | s- | ngusul | 鼻涕 | s-ngusul | 流鼻涕 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0082_t01,82,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,膿,膿,,→,4 | s- | nalaq | 膿 | s-nalaq | 流膿 | 名詞→動詞,4 | s- | nalaq | 膿 | s-nalaq | 流膿 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0082_t01,82,,,,,5,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,鬍子,鬍子,,→,5 | s- | ngudus | 鬍子 | s-ngudus | 長鬍子 | 名詞→動詞,5 | s- | ngudus | 鬍子 | s-ngudus | 長鬍子 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0082_t01,82,,,,,6,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,葉子,葉子,,→,6 | s- | rnabaw | 葉子 | s-rnabaw | 長葉子；春天107 | 名詞→動詞,6 | s- | rnabaw | 葉子 | s-rnabaw | 長葉子；春天107 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0082_t01,82,,,,,7,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,雪,雪,,→,7 | s- | huda | 雪 | s-huda | 下雪 | 名詞→動詞,7 | s- | huda | 雪 | s-huda | 下雪 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0082_t01,82,,,,,8,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,風,風,,→,8 | s- | bgihur | 風 | s-bgihur | 刮風；起風 | 名詞→動詞,8 | s- | bgihur | 風 | s-bgihur | 刮風；起風 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0083_t01,83,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,汗,汗,,→,1 | s- | mring | 汗 | s-mring | 有汗味 | 名詞→靜態動詞,1 | s- | mring | 汗 | s-mring | 有汗味 | 名詞→靜態動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0083_t01,83,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,山豬,山豬,,→,2 | s- | bowyak | 山豬 | s-bowyak | 有山豬味 | 名詞→靜態動詞,2 | s- | bowyak | 山豬 | s-bowyak | 有山豬味 | 名詞→靜態動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0083_t01,83,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,牛,牛,,→,3 | s- | kacing | 牛 | s-kacing | 有牛味 | 名詞→靜態動詞,3 | s- | kacing | 牛 | s-kacing | 有牛味 | 名詞→靜態動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0083_t01,83,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,鐵,鐵,,→,4 | s- | xiluy | 鐵 | s-xiluy | 有鐵味 | 名詞→靜態動詞,4 | s- | xiluy | 鐵 | s-xiluy | 有鐵味 | 名詞→靜態動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0084_t01,84,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,腳,腳,,→,1 | s- | papak | 腳 | s-papak | 長腳；大腳 | 名詞→靜態動詞,1 | s- | papak | 腳 | s-papak | 長腳；大腳 | 名詞→靜態動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0084_t01,84,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,嘴巴,嘴巴,,→,2 | s- | quwaq | 嘴巴 | s-quwaq | 大嘴巴；很吵 | 名詞→靜態動詞,2 | s- | quwaq | 嘴巴 | s-quwaq | 大嘴巴；很吵 | 名詞→靜態動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0084_t01,84,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,牙齒,牙齒,,→,3 | s- | gupun | 牙齒 | s-gupun | 大牙；暴牙 | 名詞→靜態動詞,3 | s- | gupun | 牙齒 | s-gupun | 大牙；暴牙 | 名詞→靜態動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0084_t01,84,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,眼睛,眼睛,,→,4 | s- | dowriq | 眼睛 | s-dowriq | 大眼睛 | 名詞→靜態動詞,4 | s- | dowriq | 眼睛 | s-dowriq | 大眼睛 | 名詞→靜態動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0084_t01,84,,,,,5,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,肚子,肚子,,→,5 | s- | buyas | 肚子 | s-buyas | 大肚子 | 名詞→靜態動詞,5 | s- | buyas | 肚子 | s-buyas | 大肚子 | 名詞→靜態動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0085_t01,85,,,,,1,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,逃,逃,,,1 | s- | qduriq | 逃 | s-qduriq | 逃跑的原因,1 | s- | qduriq | 逃 | s-qduriq | 逃跑的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0085_t01,85,,,,,2,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,哭,哭,,,2 | s- | lingis | 哭 | s-lingis | 哭的原因,2 | s- | lingis | 哭 | s-lingis | 哭的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0085_t01,85,,,,,3,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,生氣,生氣,,,3 | s- | bngbing | 生氣 | s-bngbing | 生氣的原因,3 | s- | bngbing | 生氣 | s-bngbing | 生氣的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0085_t01,85,,,,,4,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,鼓掌,鼓掌,,,4 | s- | tapaq | 鼓掌 | s-tapaq | 鼓掌的原因,4 | s- | tapaq | 鼓掌 | s-tapaq | 鼓掌的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0085_t01,85,,,,,5,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,坍方；土石流,坍方；土石流,,,5 | s- | sunu | 坍方；土石流 | s-sunu | 坍方的原因,5 | s- | sunu | 坍方；土石流 | s-sunu | 坍方的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0086_t01,86,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,汗,汗,,→,1 | t- | mring | 汗 | t-mring | 流汗；出汗 | 名詞→動詞,1 | t- | mring | 汗 | t-mring | 流汗；出汗 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0086_t01,86,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,小孩,小孩,,→,2 | t- | laqi | 小孩 | t-laqi | 生小孩 | 名詞→動詞,2 | t- | laqi | 小孩 | t-laqi | 生小孩 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0086_t01,86,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,名字,名字,,→,3 | t- | ngahan | 名字 | t-ngahan | 取名、命名 | 名詞→動詞,3 | t- | ngahan | 名字 | t-ngahan | 取名、命名 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0086_t01,86,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,筍,筍,,→,4 | t- | lxi | 筍 | t-lxi | 長筍 | 名詞→動詞,4 | t- | lxi | 筍 | t-lxi | 長筍 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0086_t01,86,,,,,5,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,煙,煙,,→,5 | t- | qrngul | 煙 | t-qrngul | 冒煙 | 名詞→動詞,5 | t- | qrngul | 煙 | t-qrngul | 冒煙 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0087_t01,87,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,山肉、野獸,山肉、野獸,,→,1 | t- | samat | 山肉、野獸 | t-samat | 打獵(抓野獸) | 名詞→動詞,1 | t- | samat | 山肉、野獸 | t-samat | 打獵(抓野獸) | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0087_t01,87,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,山豬,山豬,,→,2 | t- | bowyak | 山豬 | t-bowyak | 抓山豬 | 名詞→動詞,2 | t- | bowyak | 山豬 | t-bowyak | 抓山豬 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0087_t01,87,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,山羌,山羌,,→,3 | t- | pada | 山羌 | t-pada | 抓山羌 | 名詞→動詞,3 | t- | pada | 山羌 | t-pada | 抓山羌 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0087_t01,87,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,山羊,山羊,,→,4 | t- | mirit | 山羊 | t-mirit | 抓山羊 | 名詞→動詞,4 | t- | mirit | 山羊 | t-mirit | 抓山羊 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0087_t01,87,,,,,5,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,魚,魚,,→,5 | t- | qsurux | 魚 | t-qsurux | 抓魚；捕魚 | 名詞→動詞,5 | t- | qsurux | 魚 | t-qsurux | 抓魚；捕魚 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0088_t01,88,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,鴨,鴨,,→,1 | t- | ruru | 鴨 | t-ruru | 養鴨 | 名詞→動詞,1 | t- | ruru | 鴨 | t-ruru | 養鴨 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0088_t01,88,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,牛,牛,,→,2 | t- | kacing | 牛 | t-kacing | 養牛 | 名詞→動詞,2 | t- | kacing | 牛 | t-kacing | 養牛 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0088_t01,88,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,豬,豬,,→,3 | t- | babuy | 豬 | t-babuy | 養豬 | 名詞→動詞,3 | t- | babuy | 豬 | t-babuy | 養豬 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0089_t01,89,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,背籃,背籃,,→,1 | t- | brunguy | 背籃 | t-brunguy | 製作背籃 | 名詞→動詞,1 | t- | brunguy | 背籃 | t-brunguy | 製作背籃 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0089_t01,89,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,小刀,小刀,,→,2 | t- | yayu | 小刀 | t-yayu | 做刀 | 名詞→動詞,2 | t- | yayu | 小刀 | t-yayu | 做刀 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0089_t01,89,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,鐵,鐵,,→,3 | t- | xiluy | 鐵 | t-xiluy | 打鐵 | 名詞→動詞,3 | t- | xiluy | 鐵 | t-xiluy | 打鐵 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0089_t01,89,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,番刀,番刀,,→,4 | t- | pucing | 番刀 | t-pucing | 製作刀 | 名詞→動詞,4 | t- | pucing | 番刀 | t-pucing | 製作刀 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0089_t02,89,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,膝蓋,膝蓋,,→,1 | t- | bqlit | 膝蓋 | t-bqlit | 跪下 | 名詞→動詞,1 | t- | bqlit | 膝蓋 | t-bqlit | 跪下 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0089_t02,89,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,鏡子,鏡子,,→,2 | t- | lihaw | 鏡子 | t-lihaw | 照鏡子 | 名詞→動詞,2 | t- | lihaw | 鏡子 | t-lihaw | 照鏡子 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0089_t02,89,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,酒,酒,,→,3 | t- | sinaw | 酒 | t-sinaw | 酗酒 | 名詞→動詞,3 | t- | sinaw | 酒 | t-sinaw | 酗酒 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0089_t02,89,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,泥漿,泥漿,,→,4 | t- | gluq | 泥漿 | t-gluq | 黏住 | 名詞→動詞,4 | t- | gluq | 泥漿 | t-gluq | 黏住 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0090_t01,90,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,ci-,ci-,一,一,,→,1 | ci- | kingal | 一 | ci-kingal | 第一；一個一包的 | 基數→序數,1 | ci- | kingal | 一 | ci-kingal | 第一；一個一包的 | 基數→序數,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0090_t01,90,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,ci-,ci-,二,二,,→,2 | ci- | dha | 二 | ci-dha | 第二；兩個一包的 | 基數→序數,2 | ci- | dha | 二 | ci-dha | 第二；兩個一包的 | 基數→序數,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0090_t01,90,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,ci-,ci-,五,五,,→,3 | ci- | rima | 五 | ci-rima | 第五；五個一包的 | 基數→序數,3 | ci- | rima | 五 | ci-rima | 第五；五個一包的 | 基數→序數,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0090_t01,90,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,ci-,ci-,十,十,,→,4 | ci- | maxal | 十 | ci-maxal | 第十；十個一包的 | 基數→序數,4 | ci- | maxal | 十 | ci-maxal | 第十；十個一包的 | 基數→序數,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0091_t01,91,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,sg-,sg-,月亮,月亮,,→,1 | sg- | idas | 月亮 | sge-idas | 靠著月光 | 名詞→動詞,1 | sg- | idas | 月亮 | sge-idas | 靠著月光 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0091_t01,91,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,sg-,sg-,河邊,河邊,,→,2 | sg- | yayung | 河邊 | sg-yayung | 靠著河邊 | 名詞→動詞,2 | sg- | yayung | 河邊 | sg-yayung | 靠著河邊 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0091_t01,91,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,sg-,sg-,飯,飯,,→,3 | sg- | idaw | 飯 | sge-idaw | 討飯 | 名詞→動詞,3 | sg- | idaw | 飯 | sge-idaw | 討飯 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
