example_record_id,sentence_id,page_number_one_based,example_label_clean,form_token_count,gloss_token_count,word_count_emitted,morpheme_count_emitted,alignment_status,reason,form_tokens,gloss_tokens,notes
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0116,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E001C2,55,(1) c.2,2,2,2,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,nkla-an hidaw,上升-LF 太陽,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0117,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E001D,55,(1) d.,2,2,2,2,words_only,word_count_matches_source_gloss_token_count_but_word_level_gloss_not_emitted,asu skiya,船 ∅-飛,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0118,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E001E1,55,(1) e.1,2,2,2,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,pihiq rngay-un,嬰兒 玩耍-PF,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0119,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E001E2,55,(1) e.2,2,2,2,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,sari qluq-un,芋頭 生吃-PF,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0120,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E001F1,55,(1) f.1,2,2,2,2,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,bgihur paru,風 大的,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0121,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E001F2,55,(1) f.2,2,2,2,2,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,kuwi qalux,蟲 黑色,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0122,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E001G1,56,(1) g.1,2,2,2,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,qbhni s-papak,鳥 IF-腳,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0123,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E001G2,56,(1) g.2,2,2,2,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,kacing s-muhing,牛 IF-鼻子,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0124,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E001H1,56,(1) h.1,2,2,2,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,ptas-an tg-bilaq,書寫-LF 較-小的,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0125,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E001H2,56,(1) h.2,2,2,2,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,ptas-an tg-paru,書寫-LF 較-大的,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0126,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E003A,57,(3) a.,3,3,3,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,biyoq unoh kacing,汁 奶 牛,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0127,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E003B,57,(3) b.,3,3,3,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,s-brig-an uq-an mgrbu,IF-買賣-LF 吃-LF 早上,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0128,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E003C,57,(3) c.,3,3,3,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,kacing mrata trkag-an,牛 軍人 斑紋的-LF,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0129,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E003D,57,(3) d.,3,3,3,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,gluq gsgus gupun,泥漿 刷 牙齒,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0130,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E003E,57,(3) e.,3,3,3,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,ptas-an tg-ska tg-babaw,書寫-LF tg-中間 tg-上面,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0131,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E004A,58,(4) a.,4,4,4,8,words_only,word_count_matches_source_gloss_token_count_but_word_level_gloss_not_emitted,jiyax m-eudus paah h-n-qil-an,日子 AF-活 從 死-n-LF,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0132,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E004B,58,(4) b.,4,4,4,8,words_only,word_count_matches_source_gloss_token_count_but_word_level_gloss_not_emitted,patas pg-kla n-hda-an m-atas,書 pg-知道 完成 AF-書寫,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0133,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E005A,60,(5) a.,2,2,2,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,ssang-an lukus,曬-LF 衣服,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0134,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E005B,60,(5) b.,2,2,2,2,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,tdruy bahu,車 箱子,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0135,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C02_E005C,61,(5) c.,2,2,2,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,g-m-arang kari,散播<AF> 話,infix_reanalysis g-m-arang -> g-arang+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0164,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E002A,73,(2) a.,6,6,6,7,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Suyang bi qta-an ka phpah nii,好 很 看-LF 主格 花 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0165,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E002B,73,(2) b.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Nii em-phpah ka phpah nii,正在 AF-花 主格 花 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0166,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E003A,74,(3) a.,4,4,4,4,words_only,word_count_matches_source_gloss_token_count_but_word_level_gloss_not_emitted,Nnita ka ayus nii,屬-我們 主格 界線 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0167,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E003B,74,(3) b.,5,4,5,9,words_only,source_gloss_not_reliably_alignable,Ge-ayus nhari ka q-m-pah-an =su,g-界線 快點 主格 工作<AF>-LF-你,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0168,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E004A,74,(4) a.,4,3,4,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gisu =ku g-m-dara babuy,正在-我 g-AF-血 豬,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0169,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E004B,74,(4) b.,4,3,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gisu =ku p-huqil babuy,正在-我 p-殺 豬,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0170,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E005A,75,(5) a.,4,4,4,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Tatak ka bhngil nii,砍 主格 芒草 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0171,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E005B,75,(5) b.,5,5,5,9,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,G-m-bhngil mniq q-m-pah-an ka Lowking,g-AF-芒草 在 工作<AF>-LF 主格 人名,infix_reanalysis G-m-bhngil -> G-bhngil+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0172,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E006A,76,(6) a.,7,7,7,8,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,L-labang ni bbaraw bi ka elug nii,Red-寬 和 長 很 主格 路 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0173,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E006B,76,(6) b.,3,2,3,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Nii =ku g-m-elug,正在-我 g-<AF>路,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0174,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E006C,76,(6) c.,5,3,5,9,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,K-m-elug =ku minq q-m-pah-an =mu,k-<AF>路-我 在 工作<AF>-LF-我,infix_reanalysis K-m-elug -> K-elug+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0175,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E007A,76,(7) a.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,M-skuy bi ka huda nii,AF-冷 很 主格 雪 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0176,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E007B,76,(7) b.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ini s-huda ka sayang,沒有 IF-雪 主格 現在,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0177,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E007C,76,(7) c.,4,4,4,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,M-k-huda ka qsiya da,AF-k-雪 主格 水 了,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0178,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E008A,77,(8) a.,5,5,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Tayal suyang ka uyas nii,很 好的 主格 歌 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0179,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E008B,77,(8) b.,5,4,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gisu =ku me-uyas ka sayang,正在-我 AF-歌 主格 現在,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0180,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E009A,77,(9) a.,6,5,6,7,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gaga t-m-abug rudux ka tama =mu,正在 飼養<AF> 雞 主格 爸爸-我,infix_reanalysis t-m-abug -> t-abug+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0181,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E009B,78,(9) b.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ima ka m-tabug gaga,誰 主格 AF-牧養 那,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0182,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E010A,78,(10) a.,5,4,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,N-apa =mu ka qhuni nii,n-背-我 主格 木頭 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0183,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E010B,78,(10) b.,4,4,4,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,N-nima ka n-apa nii,屬-誰 主格 n-背 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0184,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E011A,79,(11) a.,5,4,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,N-hapuy =mu ka idaw nii,n-煮-我 主格 飯 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0186,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E012A,79,(12) a.,5,4,5,7,words_only,source_gloss_not_reliably_alignable,S-n-rus =mu ka lihaw nii,擦-n-我 主格 鏡子 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0187,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E012B,79,(12) b.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,N-nima ka srus nii,屬-誰 主格 橡皮擦 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0189,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E013A,80,(13) a.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,N-naku ka kowbu nii,屬-我 主格 帳篷 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0190,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E013B,80,(13) b.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Nii p-kowbu ka Lowking,正在 p-帳篷 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0191,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E014A,80,(14) a.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ga p-qabang ka Yudaw,正在 p-棉被 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0192,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E014B,80,(14) b.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ga m-qabang ka Yudaw,正在 AF-棉被 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0193,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E015A,81,(15) a.,5,5,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Malu uqun ka sari nii,好 吃 主格 芋頭 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0195,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E016A,82,(16) a.,5,4,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Tayal bi ka halus =su,非常 很 主格 口水-你,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0196,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E016B,82,(16) b.,3,2,3,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ini =ku s-halus,沒有-我 s-口水,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0197,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E016C,82,(16) c.,3,2,3,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,S-m-halus =ku da,s-<AF>-口水-我 了,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0198,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E017A,82,(17) a.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,M-skuy bi ka huda nii,AF-冷 很 主格 雪 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0200,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E018A,83,(18) a.,5,5,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Paru bi ka bgihur nii,大 很 主格 風 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0202,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E019A,83,(19) a.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Tjyal-an bowyak ka Tusi,抓-LF 山豬 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0203,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E019B,84,(19) b.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,S-bowyak bi ka wada nii,s-山豬 很 主格 去 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0204,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E020A,84,(20) a.,2,2,2,2,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Lala mring,很多 汗,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0205,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E020B,84,(20) b.,4,3,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ma =su s-mring bi,為什麼-你 s-汗 很,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0206,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E021A,84,(21) a.,5,5,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Paru bi papak ka Lowking,大 很 腳 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0207,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E021B,84,(21) b.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,S-papak bi ka Lowking,s-腳 很 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0208,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E021C,85,(21) c.,7,6,7,9,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ma =su s-quwaq bi Iya s-quwaq hug,為什麼-你 s-嘴巴 很 不要 s-嘴巴 嗎,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0209,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E022A,85,(22) a.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,L-m-ingis kdjiyax ka laqi Lowking,哭<AF> 常常 主格 小孩 人名,infix_reanalysis L-m-ingis -> L-ingis+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0211,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E023A,86,(23) a.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Tayal s-knux ka qrngul nii,非常 s-味道 主格 煙 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0212,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E023B,86,(23) b.,5,5,5,7,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gaga t-m-qrngul ka sapah gaga,正在 t-<AF>-煙 主格 家裡 那,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0213,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E024A,87,(24) a.,3,2,3,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,T-mring =ku da,t-汗-我 了,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0215,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E025A,87,(25) a.,4,3,4,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Niqan =ku kingal bowyak,有-我 一 山豬,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0216,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E025B,87,(25) b.,4,4,4,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gaga t-m-bowyak ka Watan,正在 t-<AF>-山豬 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0217,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E025C,87,(25) c.,5,5,5,7,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gaga t-m-jiyal bowyak ka Watan,正在 t-捕抓<AF> 山豬 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0218,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E026A,88,(26) a.,4,3,4,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,M-ha =ku t-m-abug kacing,AF-去-我 養<AF> 牛,infix_reanalysis t-m-abug -> t-abug+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0219,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E026B,88,(26) b.,3,2,3,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,M-ha =ku t-m-kacing,AF-去-我 t-<AF>-牛,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0221,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E027A,89,(27) a.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,N-naku ka pucing gaga,屬-我 主格 番刀 那,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0222,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E027B,89,(27) b.,4,3,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gisu =ku s-m-alu pucing,正在-我 製作<AF> 番刀,infix_reanalysis s-m-alu -> s-alu+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0223,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E027C,89,(27) c.,3,2,3,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gisu =ku t-m-pucing,正在-我 t-<AF>-番刀,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0224,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E028A,90,(28) a.,4,3,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,M-narux ka bqlit =mu,AF-病 主格 膝蓋-我,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0225,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E028B,90,(28) b.,4,4,4,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,T-m-bqlit dxgal ka Lowking,t-<AF>-膝蓋 地上 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0226,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E029A,90,(29) a.,4,4,4,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Iya imah sinaw kdjiyax,不要 喝 酒 常常,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0227,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E029B,90,(29) b.,4,3,4,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ma =su t-m-sinaw kdjiyax,為什麼-你 t-<AF>-酒 常常,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0228,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E030A,91,(30) a.,5,5,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,rima seejiq ka gaga hiya,五 人 主格 在 那裡,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0229,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E030B,91,(30) b.,6,6,6,8,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ci-kingal ka isu ci-dha ka hiya,ci-一 主格 你 ci-二 主格 他,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0230,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E030C,91,(30) c.,4,4,4,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ngal-i ka ci-rima gaga,拿-i 主格 ci-五 那,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0231,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E031A,91,(31) a.,3,2,3,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Sge-idas =ku m-ksa,sg-月亮-我 AF-走路,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0232,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E031B,92,(31) b.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Sge-idaw knan ka Lowking,sg-飯 我 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0233,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E032A,92,(32) a.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Sn-pila tama ni bubu,sn-錢 爸爸 和 媽媽,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0234,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E032B,92,(32) b.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Msn-kuyuh Lowking ni Watan,msn-女人 人名 和 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0235,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E033A,93,(33) a.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Wada maa-purut ka masu da,助動詞 maa-麻雀 主格 小米 了,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0236,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E033B,93,(33) b.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Aji biyaw maa-tama ka Lowking,不 久 maa-爸爸 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0237,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E033C,93,(33) c.,3,3,3,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Wada maa-malu da,助動詞 maa-好的 了,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0242,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E035A,95,(35) a.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,T-m-gsa kari Truku ka Tusi,教<AF> 話 太魯閣 主格 人名,infix_reanalysis T-m-gsa -> T-gsa+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0243,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E035B,95,(35) b.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ima ka emp-tgsa gaga,誰 主格 emp-教 那,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0244,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E036A,95,(36) a.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gaga t-m-xiluy ka Tusi,正在 打鐵<AF> 主格 人名,infix_reanalysis t-m-xiluy -> t-xiluy+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0245,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A,98,(37) a.,3,2,3,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Taqi =su da,睡-你 了,
