record_id	section	section_title	part	label	printed_page_start	printed_page_end	pdf_object_page_start	pdf_object_page_end	has_translation	form_chars	standard_chars	translation_chars	notes	translation	form	standard
section_10_item_49_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_49_favorlanger	21	22	53	54	True	27	27	23	Favorlanger turn split at printed speaker labels; boundary number and label omitted	What! is haibos wicked?	Numma, ja rapies ta haibos?	Numma, ja rapies ta haibos?
section_10_item_49_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_49_stranger	21	22	53	54	True	170	167	219	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Certainly. Have not your forefathers, who lived many years ago, and do you not yourselves, murmur and grumble about haibos? Do you not complain that he beats you and makes you ill? Do you not call him the wicked haibos?	Oedan, ja oa boeboe-no anibaas, ṣo-o ijo channumma alli makarrichi tallochon i haibos, alli poddodo inau ṣimioch ṣo-o pach'ijo madig, alli pattonan ja icho rapies haibos?	Oedan, ja oa boeboeno anibaas, ṣoo ijo channumma alli makarrichi tallochon i haibos, alli poddodo inau ṣimioch ṣoo pach'ijo madig, alli pattonan ja icho rapies haibos?
section_10_item_50_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_50_favorlanger	22	22	54	54	True	26	26	26	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Perhaps we make a mistake.	Matalam poelakies ja namo.	Matalam poelakies ja namo.
section_10_item_50_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_50_stranger	22	22	54	54	True	145	142	160	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Not at all; he is decidedly wicked and malignant. Therefore haibos is called the wicked one; that is to say, he is a ringleader in rebellion, and the evil-doer.	Maini: pagá gagil arapies icho, ṣo-o o auchos rapies tsjes. Inau micho attonannan ta haibos rapies ai, micho a pattite, ma-akakossi a ma-arapies?	Maini: pagá gagil arapies icho, ṣoo o auchos rapies tsjes. Inau micho attonannan ta haibos rapies ai, micho a pattite, maakakossi a maarapies?
section_10_item_51_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_51_favorlanger	22	22	54	54	True	43	43	33	Favorlanger turn split at printed speaker labels; boundary number and label omitted	We call him also the good haibos.	Torro pattonan icho channumma mario haibos.	Torro pattonan icho channumma mario haibos.
section_10_item_51_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_51_stranger	22	22	54	54	True	174	171	154	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	What! is haibos bad, and is he good too? If he is bad, why do you praise the evil-doer? If he is good, why do you murmur and complain about his malignity?	Numma, ja rapies haibos, ṣo-o mario channumma ta haibos, sja rapies haibos, inaunumma ṣummo-al o rapies ai? Sja mario haibos, inaunumma makarrichi ṣo-o poddodo o cho'arapies?	Numma, ja rapies haibos, ṣoo mario channumma ta haibos, sja rapies haibos, inaunumma ṣummoal o rapies ai? Sja mario haibos, inaunumma makarrichi ṣoo poddodo o cho'arapies?
section_10_item_52_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_52_favorlanger	22	22	54	54	True	86	85	93	Favorlanger turn split at printed speaker labels; boundary number and label omitted	You have just now praised the Creator of heaven, of the earth and sea, for His bountifulness.	Ani tinnaam ijo ṣummoal o Airien o boesum, o ta, a abas inau cho'al-ál a tataap a rio.	Ani tinnaam ijo ṣummoal o Airien o boesum, o ta, a abas inau cho'alál a tataap a rio.
section_10_item_52_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_52_stranger	22	22	54	54	True	188	185	241	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	It is but right and proper that we should praise the Creator, who loves man so dearly, and who constantly thinks of us; who causes the sun to rise, who sends down rain upon the fields, and every year causes the fruits thereof to be abundant.	Mabisse micho, ṣo-o makkesjap alla namo madás i Airien o ai-oë, tamasea masini maukat o babosa, tallochon tump'i namoa, patoach o zijsja, pautas o tsinaap, ṣo-o pabo'o inochan atatta baas.	Mabisse micho, ṣoo makkesjap alla namo madás i Airien o aioë, tamasea masini maukat o babosa, tallochon tump'i namoa, patoach o zijsja, pautas o tsinaap, ṣoo pabo'o inochan atatta baas.
section_10_item_53_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_53_favorlanger	23	23	55	55	True	70	69	63	Favorlanger turn split at printed speaker labels; boundary number and label omitted	We praise haibos in the same way, and call him the good haibos.	Masini namo ṣummoal i haibos channumma, ṣo-o pattonan ja mario haibos.	Masini namo ṣummoal i haibos channumma, ṣoo pattonan ja mario haibos.
section_10_item_53_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_53_stranger	23	23	55	55	True	224	219	240	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	You are quite wrong; just as if you were to say black is white, This name belongs to God alone. In that way, and in your ignorance, you ascribe to haibos the honour which is due to God; and because the blessings of God are not known to you.	Mauchus poelakies imoa; maibas moa pattonan o ma-orum, ma-ausi. Naan o mini makkesjap ta Deos ma-akammichiṣar. Masini inau otsiri, ṣo-o inau acho madarram o tataap o rio o Deos, imo pe'o adas, kamaunis a Deos, ta haibos-ech.	Mauchus poelakies imoa; maibas moa pattonan o maorum, maausi. Naan o mini makkesjap ta Deos maakammichiṣar. Masini inau otsiri, ṣoo inau acho madarram o tataap o rio o Deos, imo pe'o adas, kamaunis a Deos, ta haibosech.
section_10_item_54_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_54_favorlanger	23	23	55	55	True	93	91	99	Favorlanger turn split at printed speaker labels; boundary number and label omitted	According to your declaration, the belief in haibos and in Adam is vain, and a deception of haibos.	Matalam maibas pait'ijo autat inni ta haibos, inni Adam, paga baak, ṣo-o sasall'o haibos-ech.	Matalam maibas pait'ijo autat inni ta haibos, inni Adam, paga baak, ṣoo sasall'o haibosech.
section_10_item_54_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_54_stranger	23	23	55	55	True	467	461	521	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	That is true. I know his deceitfulness, for just as in the beginning, when all things were created, he deceived the first man called Adam, as well as all his posterity, and many more of our sojourners in the world, so, also, has he in former years deceived your forefathers and their posterity, just as he has deceived all the inhabitants of this island, whereby they now believe the words of a lying old slut, and put their confidence in the song of a little bird, bearing, as our first forefather did, the name of Adam.	Gagil micho. Mab'o in'o choa sasalla, maibas inni aisas'o inerien o mini tapos ai, icho pinaulakies o babos'o pesasa tamasea naan ta Adam, ṣo-o choa sjiem o sjiem, tapos roman azjies de babo ta, masini channumm'ani milip icho pinaulakies oa boeboe-no anibaas, ṣo-o choa sjiem, tapos o cho de borroch o ta mini, alla decho poetat inni ranied o maṣini ma-attattosik, alla poetat inni babo o kotsi mampa-dech, o ai marach o naan ta Adam, maibas o torro boeboe-no pesasa.	Gagil micho. Mab'o in'o choa sasalla, maibas inni aisas'o inerien o mini tapos ai, icho pinaulakies o babos'o pesasa tamasea naan ta Adam, ṣoo choa sjiem o sjiem, tapos roman azjies de babo ta, masini channumm'ani milip icho pinaulakies oa boeboeno anibaas, ṣoo choa sjiem, tapos o cho de borroch o ta mini, alla decho poetat inni ranied o maṣini maattattosik, alla poetat inni babo o kotsi mampadech, o ai marach o naan ta Adam, maibas o torro boeboeno pesasa.
section_10_item_55_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_55_favorlanger	24	24	56	56	True	56	55	68	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Haibos has declared that he makes even Adam to sing and to prophesy.	Ka pinala ta haibos all'icho pábo ṣo-o meápab'i ta Adam.	Ka pinala ta haibos all'icho pábo ṣoo meápab'i ta Adam.
section_10_item_55_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_55_stranger	24	24	56	56	True	203	201	239	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	He lies. The birds sing without discrimination. Is, now, such a little bird the prophet of haibos? Perhaps he has even imitated the singing of this little bird in order to deceive the people of Ternern and other inhabitants of this island.	Tummosik icho. Mampa po baakṣar. Ja kotsi mampa masini paga ma-aijaab o haibos? Matalam icho maunis tsinimichier o bábo o kotsi mampa mini, alla summall'i Ternern, ṣo-o roman azjies de borroch o ta mini.	Tummosik icho. Mampa po baakṣar. Ja kotsi mampa masini paga maaijaab o haibos? Matalam icho maunis tsinimichier o bábo o kotsi mampa mini, alla summall'i Ternern, ṣoo roman azjies de borroch o ta mini.
section_10_item_56_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_56_favorlanger	24	24	56	56	True	53	53	82	Favorlanger turn split at printed speaker labels; boundary number and label omitted	What has been the object of haibos in giving the name of Adam to this little bird?	Inonumma ta haibos pinatonan o kotsi mampa mini Adam?	Inonumma ta haibos pinatonan o kotsi mampa mini Adam?
section_10_item_56_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_56_stranger	24	24	56	56	True	64	64	85	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	That by thus mocking the first man the villain might lead him into the path of error.	Masini rapies a mannach'o babos'o pesasa, o ai pinaulabies icho.	Masini rapies a mannach'o babos'o pesasa, o ai pinaulabies icho.
section_10_item_57_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_57_favorlanger	24	24	56	56	True	49	49	48	Favorlanger turn split at printed speaker labels; boundary number and label omitted	If haibos is not the-true God, what is he, then?	Sja pagaga Deos o gagil ta haibos, numm'ija icho?	Sja pagaga Deos o gagil ta haibos, numm'ija icho?
section_10_item_57_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_57_stranger	24	24	56	56	True	35	35	34	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Has haibos not told you who he is?	Ja alli pinab'o choa boa ta haibos?	Ja alli pinab'o choa boa ta haibos?
section_10_item_58_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_58_favorlanger	24	25	56	57	True	88	87	116	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Haibos says that he has formed man, that he causes the sun to rise, and that he fertilises the fruits of the fields.	Machó ta haibos all'icho merien o babosa, patoach o zijsja, pautas, ṣo-o pabo'o inochan.	Machó ta haibos all'icho merien o babosa, patoach o zijsja, pautas, ṣoo pabo'o inochan.
section_10_item_58_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_58_stranger	24	25	56	57	True	160	158	187	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	All lies! Just so the old serpent poisons man. Like an ape he imitates God and deceives men, so that they may believe that he is the true God, that they may fear him and sacrifice to him.	Tapos ja tattosik! Masini raras a ibien aicho sumbach o babosa. Pazigal'i ta Deos, ṣo-o summall'o cho, alla poetat icho Deos o gagil, alla me'il ṣo-o paan icho.	Tapos ja tattosik! Masini raras a ibien aicho sumbach o babosa. Pazigal'i ta Deos, ṣoo summall'o cho, alla poetat icho Deos o gagil, alla me'il ṣoo paan icho.
section_10_item_59_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_59_favorlanger	25	25	57	57	True	48	45	53	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Well, could you now say what kind of being haibos is?	Mai, ja mab'o pattite i-jono-ë numm'i-ja haibos?	Mai, ja mab'o pattite ijonoë numm'ija haibos?
section_10_item_59_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_59_stranger	25	25	57	57	True	7	7	11	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Yes, I can.	Mabána.	Mabána.
section_10_item_60_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_60_favorlanger	25	25	57	57	True	30	28	30	Favorlanger turn split at printed speaker labels; boundary number and label omitted	By what means do you know him?	Innainumm'i-jo mab'o icho-ech?	Innainumm'ijo mab'o ichoech?
section_10_item_60_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_60_stranger	25	25	57	57	True	119	117	133	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	God has depicted haibos in His written Word, and tells us how wicked he is, so that we may be on our guard against his deceitfulness.	Ta Deos pinattas o haibos inni choa ranied kabinidoan, ṣo-o tummassal o cho'arapies, alla torro mame-il o choa sasalla.	Ta Deos pinattas o haibos inni choa ranied kabinidoan, ṣoo tummassal o cho'arapies, alla torro mameil o choa sasalla.
section_10_item_61_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_61_favorlanger	25	26	57	58	True	18	18	23	Favorlanger turn split at printed speaker labels; boundary number and label omitted	How so? I wish to know.	Moedaṣar? Ipabána.	Moedaṣar? Ipabána.
section_10_item_61_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_61_stranger	25	26	57	58	True	955	937	1022	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Well, then, in the beginning, when heaven was finally completed, God created many thousands of incorporeal servitors who were very volatile, quick, strong, and just, giving them a dwelling in heaven, so that they might behold His dominion, and receive His commands. The name of these servitors is Angelus, that is, servants and serving spirits of God. They neither eat, nor drink, nor do they sleep; they have no offspring as man in general has; they are many in number, yea, they are innumerable; they live on for ever, and will never die. To praise God is their desire and delight, so also to obey His word. Haibos was formerly also a good angel, and a just servant of God; but afterwards, he, and many of his fellows, rebelled against God. They envied His vast power and dominion, they desired to become equal with God, endeavoured to establish a dominion of their own, and to follow their own will. It is in this way that haibos and all his followers sinned in the beginning, and still remain malicious and rebellious.	Masiniṣar: ani pesasa, ka-inoob o boesum, ta Deos minerien o aran ma-arotul o bog, mapan mama-achpil a tschiet eis, mauchus ma-acheerna, ma-aamgách, ma-abarra, ma-abisse a tsjes; ṣo-o pinaṣos' inni boesum-ech dechonoë, alia mit'o choa chachimit ṣo-o ummoob o cho'attilo. Naan o aran o mini paga ta Angelus, michoṣar a pattite, aran o Deos baak o tsjes. Alli man, micham, ṣummarra, alli pausjiem decho maibas o babosa, kamatasasna, pa tochen inau mauchus matasas, machonṣar morich, alli mach'ija, choa airab a aukat paga madas i ta Deos, ṣo-o ummior tallochon o cho'atite. Ta haibos ani tinnaam channumma mario Angelus, ṣo-o aran o Deos mabisse a tsjes, kasaghá icho, ṣo-o ma-atasás choa ara pesas'o kummossi i ta Deos choa Airien, masannan o choa chachimit matoto dechonoë, pazigal'i ta Deos, ṣo-o ṣummad'o maunis a chachimit, all'ummior o maunis choa airab. Masini ta haibos ṣo-o tapos choa ara pinarapies ani pesasa, ṣo-o machonṣar rapies a ma-akakossi.	Masiniṣar: ani pesasa, kainoob o boesum, ta Deos minerien o aran maarotul o bog, mapan mamaachpil a tschiet eis, mauchus maacheerna, maaamgách, maabarra, maabisse a tsjes; ṣoo pinaṣos' inni boesumech dechonoë, alia mit'o choa chachimit ṣoo ummoob o cho'attilo. Naan o aran o mini paga ta Angelus, michoṣar a pattite, aran o Deos baak o tsjes. Alli man, micham, ṣummarra, alli pausjiem decho maibas o babosa, kamatasasna, pa tochen inau mauchus matasas, machonṣar morich, alli mach'ija, choa airab a aukat paga madas i ta Deos, ṣoo ummior tallochon o cho'atite. Ta haibos ani tinnaam channumma mario Angelus, ṣoo aran o Deos mabisse a tsjes, kasaghá icho, ṣoo maatasás choa ara pesas'o kummossi i ta Deos choa Airien, masannan o choa chachimit matoto dechonoë, pazigal'i ta Deos, ṣoo ṣummad'o maunis a chachimit, all'ummior o maunis choa airab. Masini ta haibos ṣoo tapos choa ara pinarapies ani pesasa, ṣoo machonṣar rapies a maakakossi.
section_10_item_62_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_62_favorlanger	26	26	58	58	True	38	37	38	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Do they not repent of their rebellion?	Ja alli machi'o kakossi choa tsjes-oë?	Ja alli machi'o kakossi choa tsjesoë?
section_10_item_62_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_62_stranger	26	26	58	58	True	66	65	85	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	No, they persist in their rebellion and wickedness, which are continually increasing.	Maini, kamoddon o tsjes dechonoë, ṣo-o moab tallochon cho'arapies.	Maini, kamoddon o tsjes dechonoë, ṣoo moab tallochon cho'arapies.
section_10_item_63_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_63_favorlanger	26	26	58	58	True	33	33	38	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Has God forgiven them their rebellion?	Ja ta Deos minabono choa kakossi?	Ja ta Deos minabono choa kakossi?
section_10_item_63_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_63_stranger	26	26	58	58	True	46	46	40	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	By no means; He will punish it terribly.	Pagaga chaddai. Kamauchus chummote i dechonoë.	Pagaga chaddai. Kamauchus chummote i dechonoë.
section_10_item_64_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_64_favorlanger	26	26	58	58	True	8	8	12	Favorlanger turn split at printed speaker labels; boundary number and label omitted	In what way?	Masanno?	Masanno?
section_10_item_64_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_64_stranger	26	26	58	58	True	63	62	88	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	On account of his disobedience, haibos and all his fellows have been cast out of heaven.	Inau kakossi initis innai boesum ta haibos ṣo-o tapos choa ara.	Inau kakossi initis innai boesum ta haibos ṣoo tapos choa ara.
section_10_item_65_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_65_favorlanger	26	27	58	59	True	53	53	77	Favorlanger turn split at printed speaker labels; boundary number and label omitted	After those wicked servants had been cast out, have they been set at liberty?	Ka ochal itis rapies aran ai, ja binarrasan dechonoë?	Ka ochal itis rapies aran ai, ja binarrasan dechonoë?
section_10_item_65_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_65_stranger	26	27	58	59	True	96	96	101	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	No, they are all kept in bonds, in order to be eternally punished in the pit of fire, called Gehenna.	Maini: kakoemen ja patapos, inochote-in taulaulan lallum chauch o chau, o ai attonannan gehenna.	Maini: kakoemen ja patapos, ino chotein taulaulan lallum chauch o chau, o ai attonannan gehenna.
section_10_item_66_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_66_favorlanger	27	27	59	59	True	56	56	57	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Does God really threaten to punish haibos in that manner?	Ja gagil ta Deos lummallak o pachote i ta haibos masini?	Ja gagil ta Deos lummallak o pachote i ta haibos masini?
section_10_item_66_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_66_stranger	27	27	59	59	True	8	8	15	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Yes, certainly.	Gagilna.	Gagilna.
section_10_item_67_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_67_favorlanger	27	27	59	59	True	40	39	47	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Oh, frightful! Woe unto haibos and his fellows!	Tanaas! Anana i haibos, ṣo-o choa arada!	Tanaas! Anana i haibos, ṣoo choa arada!
section_10_item_67_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_67_stranger	27	27	59	59	True	56	54	60	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	They are sorely afraid of such frightful anger, and tremble.	Decho mauchus me-il o rais talcho a mato, ṣo-o matirtir.	Decho mauchus meil o rais talcho a mato, ṣoo matirtir.
section_10_item_68_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_68_favorlanger	27	27	59	59	True	37	37	28	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Why do they not appease God?	Talla alli maborr'i ta Deos dechonoë?	Talla alli maborr'i ta Deos dechonoë?
section_10_item_68_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_68_stranger	27	27	59	59	True	29	29	37	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	God refuses to be merciful unto them.	Madaddo mabono decho ta Deos.	Madaddo mabono decho ta Deos.
section_10_item_69_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_69_favorlanger	27	27	59	59	True	10	10	4	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Why?	Inaunumma?	Inaunumma?
section_10_item_69_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_69_stranger	27	27	59	59	True	52	51	57	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	They are stiff-necked, and their wickedness is too great.	Decho maraas a tsjes, ṣo-o mauchus mato cho'arapies.	Decho maraas a tsjes, ṣoo mauchus mato cho'arapies.
section_10_item_70_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_70_favorlanger	27	27	59	59	True	21	21	38	Favorlanger turn split at printed speaker labels; boundary number and label omitted	In what does their wickedness consist?	Numm'ija cho'arapies?	Numm'ija cho'arapies?
section_10_item_70_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_70_stranger	27	27	59	59	True	43	42	40	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	In disobeying God and doing evil to men.	Kummossi i ta Deos, ṣo-o parapies o babosa.	Kummossi i ta Deos, ṣoo parapies o babosa.
section_10_item_71_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_71_favorlanger	27	27	59	59	True	63	62	56	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Is that so? Do they harbour enmity and envy against men?	Tanaas! ja kamazjies ṣo-o masannan o babosa channumma dechonoë?	Tanaas! ja kamazjies ṣoo masannan o babosa channumma dechonoë?
section_10_item_71_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_71_stranger	27	27	59	59	True	117	115	106	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Yes, because they feel enmity against God, they also feel envy that we men love God and obey His commands.	Hena: inau kamazjies i ta Deos choa tsjes-oë, decho masannan torro babosa maukat i ta Deos, ṣo-o ummior o cho'atillo.	Hena: inau kamazjies i ta Deos choa tsjesoë, decho masannan torro babosa maukat i ta Deos, ṣoo ummior o cho'atillo.
section_10_item_72_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_72_favorlanger	28	28	60	60	True	72	70	76	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Perhaps they would much like that he and we should jointly rise against God?	Matalam choa airab alla decho ṣo-o torro babosa karri-kakossi i ta Deos?	Matalam choa airab alla decho ṣoo torro babosa karrikakossi i ta Deos?
section_10_item_72_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_72_stranger	28	28	60	60	True	36	36	36	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Yes, they would very much like that.	Hena mauchus merab o micho dechonoë.	Hena mauchus merab o micho dechonoë.
section_10_item_73_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_73_favorlanger	28	29	60	61	True	124	123	129	Favorlanger turn split at printed speaker labels; boundary number and label omitted	I think that you complained a short time ago of haibos, and accused him that he led Adam, the first man, into error. How is that?	Katumpa ina, ijo poddodo ani naassada, ṣo-o makarrichi i haibos inau icho pinaulakies i ta Adam babos'o pesasa: moeda micho?	Katumpa ina, ijo poddodo ani naassada, ṣoo makarrichi i haibos inau icho pinaulakies i ta Adam babos'o pesasa: moeda micho?
section_10_item_73_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_73_stranger	28	29	60	61	True	965	950	989	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	From the very beginning, haibos has done much harm, and he does so still. His real name is Satan, which means an enemy, one filled with envy. Jesus Christ, the Son of God, calls haibos an enemy, a murderer, and the father of lies. It is haibos, the rebellious ringleader, who has induced man to rebel against Him. Our first forefathers were perfect and righteous. God had made two persons, a man and a woman; the name of the man was Adam, the name of the woman was Eve. From these two persons all men and generations of the earth have sprung. When they first were created, they knew no evil; they did not know what disobedience was; they loved God; they were desirous to do what was right and proper, and to obey God's commands. Haibos, on witnessing the love and peace existing between God and man, became very jealous; he came to tempt our first forefathers; he poisoned their minds like a serpent, and deceived them with his lies, so that they followed in the steps of his disobedience.	Ta haibos mauchus pinarapies o babos'ani pesasa, ṣo-o machonsar parapies. Choa naan o gagil paga ta Ṣaitan, michoṣar a pattite, ázjies-in ṣo-o ma-assannan. Sjiem badd'o Deos ta Jesus Christus pattonan o haibos, ázjies-in maach'o cho, ṣo-o tamau o tattosik. Ta haibos ma-akakossi ai, tamasea linummal'i kakossi o babosa. Kainerienṣar o auchos mario, ma-abisse a tsjes torroa boeboe-no pesasa. Ta Deos minerien decho narroa choṣar, sjam a ṣini, naan o sjam paga Adam, naan o ṣini, Eva. Innai choa boa tsinummoach tapos o cho, ṣo-o tupponodon de ta. Ka bao inerienṣar dechonoë, acho mab'o arapies, acho mab'o kummossi, maukat choa tsjes i ta Deos, maukat o tataap o babisse, ṣo-o ummior o atillono Deos. Ta haibos, inau mit'o aukat ṣo-o aborra tuppach o Deos a babosa, mauchus masannan sai lummall'i ta Eva, ṣo-o Adam torroa micho boeboeno pesasa, maibas ibien sumbach o choa tsjes-oë, ṣo-o summall'i decho o choa tattosik, alla tsimichier o kakossi o haibos dechonoë.	Ta haibos mauchus pinarapies o babos'ani pesasa, ṣoo machonsar parapies. Choa naan o gagil paga ta Ṣaitan, michoṣar a pattite, ázjiesin ṣoo maassannan. Sjiem badd'o Deos ta Jesus Christus pattonan o haibos, ázjiesin maach'o cho, ṣoo tamau o tattosik. Ta haibos maakakossi ai, tamasea linummal'i kakossi o babosa. Kainerienṣar o auchos mario, maabisse a tsjes torroa boeboeno pesasa. Ta Deos minerien decho narroa choṣar, sjam a ṣini, naan o sjam paga Adam, naan o ṣini, Eva. Innai choa boa tsinummoach tapos o cho, ṣoo tupponodon de ta. Ka bao inerienṣar dechonoë, acho mab'o arapies, acho mab'o kummossi, maukat choa tsjes i ta Deos, maukat o tataap o babisse, ṣoo ummior o atillono Deos. Ta haibos, inau mit'o aukat ṣoo aborra tuppach o Deos a babosa, mauchus masannan sai lummall'i ta Eva, ṣoo Adam torroa micho boeboeno pesasa, maibas ibien sumbach o choa tsjesoë, ṣoo summall'i decho o choa tattosik, alla tsimichier o kakossi o haibos dechonoë.
section_10_item_74_favorlanger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_74_favorlanger	29	29	61	61	True	52	52	33	Favorlanger turn split at printed speaker labels; boundary number and label omitted	Well, has man also disobeyed God?	Mai numma, ja babosa channumma kinummossi i ta Deos?	Mai numma, ja babosa channumma kinummossi i ta Deos?
section_10_item_74_stranger	10	Dialogue Between a Favorlanger and a Dutch Stranger	dialogue_turn	item_74_stranger	29	29	61	61	True	71	70	63	Dutch stranger turn split at printed speaker labels; boundary number and label omitted	Yes. Haibos has deceived Adam and Eve, and led them to disobey.	Hena. Ta haibos pinaulakies i ta Adam a Eva, ṣo-o pinakossi o choa boa.	Hena. Ta haibos pinaulakies i ta Adam a Eva, ṣoo pinakossi o choa boa.
