language,ilrdf_headword,branch_sentence_id,sentence
Kanakanavu,tapʉsoo,Kanakanavu_5928,tapʉsoo pa niarikʉrʉ cuma vinaʼʉ.
Kanakanavu,tapʉsoo,Kanakanavu_5929,"tapʉsoo cu pusiam, masii, tavarʉʼʉ cu kasu arapipining sumasimaʼʉ."
Kanakanavu,taraanapʉ,Kanakanavu_5931,"ʼuna kara na tanasʉn mita, makaa tatia　taraanapʉ?"
Kanakanavu,tarakanangʉn,Kanakanavu_5937,"mavica tarucung, tarakanangʉn tia ʼumoʼucan soni."
Kanakanavu,tarakanangʉn,Kanakanavu_5938,pario pa tikuru! tarakanangʉn tia macici taniarʉ soni.
Kanakanavu,tarakanangʉn,Kanakanavu_5939,tarakanangʉn kasu kaʼaan macangcangarʉ!
Kanakanavu,taramanʉʉng,Kanakanavu_5945,"kaʼaan cu tarakanaang kasua tamu　maku, te pa taramanʉʉng."
Kanakanavu,tarapasʉ,Kanakanavu_5952,ʼumuʼututuan! kacaua cau tia tarapasʉ kasua.
Kanakanavu,tarapasʉ,Kanakanavu_5953,ʼumoʼututaan! kacaua cau tia tarapasʉ kasua.
Kanakanavu,tarapʉrʉpʉ,Kanakanavu_5955,ʼapanapa kita masange tumatimana mamarang tamna tarapʉrʉpʉ.
Kanakanavu,tararaka taniarʉ,Kanakanavu_5956,"Naʼaarua ia, ʼesi na tararaka taniarʉ mita."
Kanakanavu,tarasangai,Kanakanavu_5959,"tupurua pa ʼariivatʉ, manasʉ tia maraʼan tarasangai ʼʉcaan isi."
Kanakanavu,tarasangai,Kanakanavu_5960,"tarasangai cu ʼʉcaan, tavarʉʼʉ cu arapipining."
Kanakanavu,tarasangai,Kanakanavu_5961,tia nukanmana tarasangai? mopacai cu kangvang kim.
Kanakanavu,tarasangai,Kanakanavu_5962,"noo mataarava cu tia tarasangai taniara ia, ʼesi cu makariikari, tia makanaan mookusa ʼinia?"
Kanakanavu,tarasangai,Kanakanavu_5963,"tarasangai pa marisinatʉ, te pa ku arapipining."
Kanakanavu,tarasangai,Kanakanavu_5964,tarasangai cu kim putukikio soni.
Kanakanavu,tarasinʉva,Kanakanavu_5972,neen tamna tikuru na tarasinʉva isa?
Kanakanavu,tarasinʉva,Kanakanavu_5973,"noo tarasangai cu ʼʉcaan ia, tavarʉʼʉ kara ku putuʼʉnʉvʉ tarasinʉva?"
Kanakanavu,tarasinʉva,Kanakanavu_5974,"puiri kita toʼonaa tupuru, manmaan ku aracapici na tarasinʉva."
Kanakanavu,taratʉkʉʉtʉkʉ,Kanakanavu_5975,neen tia kari musu ʼikua? miseen kaʼaan tarasangai taratʉkʉʉtʉkʉ ʼikua?
Kanakanavu,taravuracʉ,Kanakanavu_5976,"kaʼaan kim taravuracʉ kasua, iikasu naraavarʉ curu."
Kanakanavu,taraʼavasʉ,Kanakanavu_5978,arakicacʉ nguain taraʼavasʉ.
Kanakanavu,tarikʉra,Kanakanavu_5979,"miana, ʼuna kangvang tantannasa ucani tarikʉra."
Kanakanavu,tarisinata,Kanakanavu_5985,"tacucuo pa kanarua musu tamna sinatʉ, mukusa tarisinata in."
Kanakanavu,taruasʉ,Kanakanavu_5989,"siacʉʼʉra maku, ʼesi na Tai-uan tapinange ia, taruasʉ mastaan maningcaau."
Kanakanavu,tarʉ,Kanakanavu_6004,"ʼesi na tatarʉ matasaʼai cuma, pokario kan noo te cu kumakʉnʉ."
Kanakanavu,tarʉmʉcʉ,Kanakanavu_6005,"masiiraru makasua nguain tamna tarʉmʉcʉ, ʼakia cau nimukʉrʉ ʼinia."
Kanakanavu,tarʉkʉpa,Kanakanavu_6006,"umavica numaan, te kita kamanʉngʉ tarʉkʉpa tarakuka."
Kanakanavu,tarʉʉn,Kanakanavu_6009,tavaraʼʉ kara kasu kamanʉngʉ tarʉʉn?
Kanakanavu,tarʉʉtarʉ,Kanakanavu_6010,"isua ia tamu nikianara tamna nipapona tarʉʉtarʉ, nirupaca toʼomaang kamanʉngʉ."
Kanakanavu,tarʉʉtarʉ,Kanakanavu_6011,"sua kʉvʉ mataa tarʉʉtarʉ ia, serupaca ʼapuca tapinange."
Kanakanavu,tasiiraʼʉ,Kanakanavu_6017,"tasiiraʼʉ curu kasu, maraini cu ku."
Kanakanavu,tasinʉva,Kanakanavu_6018,makai ʼuna cau na tasinʉva.
Kanakanavu,tasinʉva,Kanakanavu_6019,tukucuo tasinʉva!
Kanakanavu,tasinʉva,Kanakanavu_6020,ʼuna ʼinia ucani tasinʉva.
Kanakanavu,tasʉʼʉva,Kanakanavu_6021,"ʼacuu tasʉʼʉva cina maku, tia iaavatu noo matavʉcʉke taniarʉ."
Kanakanavu,tasʉʼʉva,Kanakanavu_6022,"soni ia tarasangara taniara, te kim mookusa tʉsʉʼʉva."
Kanakanavu,tasʉʼʉva,Kanakanavu_6023,te kim mookusa na tasʉʼʉva musuʼʉvʉ .
Kanakanavu,tauraʼʉ,Kanakanavu_6037,"manmaan ku arakukun cinaa Kiua, tauraʼʉ noo maakarin."
Kanakanavu,tavanciarʉ,Kanakanavu_6045,"kacaua cau makasi, naʼaangici kan ʼApio, nakai niarakukun kim mamisa, tavanciarʉ nguain."
Kanakanavu,tavaraʼʉa,Kanakanavu_6048,"manmaan ku arakukunu kasua, sii, ʼituumuru tavaraʼʉa musu."
Kanakanavu,tavarʉʼa,Kanakanavu_6052,makanaan tavarʉʼa musu?
Kanakanavu,tavarʉʼa,Kanakanavu_6053,"pokarikaria pa iikasu Pori, tavarʉʼʉ ku ʼituumuru tavarʉʼa musu."
Kanakanavu,tavarʉʼa,Kanakanavu_6054,"can taniara cu ku pacʉpʉcʉpʉngʉ, koo pa kia takutavarʉʼʉ, tuturoo ku tavarʉʼa musu."
Kanakanavu,tavarʉʼa,Kanakanavu_6055,tuturoo ku urima tavarʉʼa musu marʉkurapʉ tamna nganai?
Kanakanavu,tavarʉʼani,Kanakanavu_6056,tuturoo ku tavarʉʼani.
Kanakanavu,tavarʉʼani,Kanakanavu_6057,makanaan tavarʉʼani? ukusoon kesoni!
Kanakanavu,tavarʉʼʉ,Kanakanavu_6066,maraini ku! kaʼanʉ ku tavarʉʼʉ  cumacapiʼi karu.
Kanakanavu,tavarʉʼʉ,Kanakanavu_6067,"noo cucuru kaʼanʉ tavarʉʼʉ ia, tumatuturua! ʼakia cau tia maacaca kasua."
Kanakanavu,tavarʉʼʉ,Kanakanavu_6068,tavarʉʼʉ kara kasu maritapasʉ?
Kanakanavu,tavarʉʼʉ,Kanakanavu_6069,"noo kaʼaniin ʼumoʼʉcaan caʼaania ia, tavarʉʼʉ cu kita mookusa cuma ʼAvia tamna tanasa rovʉvʉ."
Kanakanavu,tavarʉʼeen,Kanakanavu_6070,ʼuna kara tavarʉʼeen?
Kanakanavu,tavarʉʼeen,Kanakanavu_6071,tanamaan kesoni! manasʉ ʼuna   tavarʉʼeen.
Kanakanavu,tavarʉʼʉn,Kanakanavu_6079,tia kara poiʼi sua ʼAngai? kaʼaan ku tavarʉʼʉn kangvang.
Kanakanavu,tavarʉʼʉn,Kanakanavu_6080,"curoon capain, tavarʉʼʉn ʼesi macangcangarʉ."
Kanakanavu,taʼanna,Kanakanavu_6098,taʼanna kara? anu kara? koo cu ku pakisapatʉ tarakanangʉ.
Kanakanavu,taʼanna,Kanakanavu_6099,"mingangane taʼanna, cucuru mamanʉng cʉʼʉrʉʉn."
Kanakanavu,tavʉnvʉʉn,Kanakanavu_6101,"ʼuna ravatʉ, serituung mataa tavʉnvʉʉn, ʼuna pa ʼituumuru …"
Kanakanavu,taʼavua,Kanakanavu_6105,"miana ia, ʼurupaca vatu kamanʉngʉ taʼavua."
Kanakanavu,taʼavua,Kanakanavu_6106,"karakasua! mapinipini kia arapipining, niroimi cu maʼʉpʉ taʼavua ʼapuru."
Kanakanavu,taʼensu,Kanakanavu_6112,neen tia ʼurupacaa musu kumakʉnʉ?  ʼarating kara taʼensu?
Kanakanavu,taʼuici,Kanakanavu_6122,"makaa ciuman kasu, makaa taʼuici iku."
Kanakanavu,taʼʉrʉm,Kanakanavu_6128,"te ku matikuru taʼʉrʉm tikuru, matikuraa kasu masinang."
Kanakanavu,taʼʉrʉm,Kanakanavu_6129,nguain tamna tikuru ia taʼʉrʉm kara?
Kanakanavu,taʼʉrʉm,Kanakanavu_6130,maritapasaa pa ucani taʼʉrʉm tacau.
Kanakanavu,taʼʉrʉʼʉrʉʉm,Kanakanavu_6131,taʼʉrʉʼʉrʉʉm kangvang tacau maku.
Kanakanavu,taʼʉʉn,Kanakanavu_6132,"aroo taʼʉʉn isi mookusa pipiniing, ʼapatupuru mamarang."
Kanakanavu,taʼʉʉn,Kanakanavu_6133,ʼesi naan taʼʉʉn musu?
Kanakanavu,tensʉ,Kanakanavu_6147,"ʼesi cumacʉʼʉra tensʉ mamanu, arisusunoo noo makisavangʉ cu ucani takananga."
Kanakanavu,tensʉ,Kanakanavu_6148,tavarʉʼʉ kara ku cumacʉʼʉra tensʉ masiin?
Kanakanavu,tenʉn,Kanakanavu_6152,"ʉsʉʼo pa pipiniing ʼucu, tia tenʉn maku nusoon."
Kanakanavu,tikirimʉn,Kanakanavu_6170,"tinuukucu kee tatarin, tia tikirimʉn maku noo poiʼi cu nguain."
Kanakanavu,tikirimʉn,Kanakanavu_6171,"ʼesi tikirimʉn Paʼʉ, namuneʼe cu kasu  mookusa ʼinia! "
Kanakanavu,tinaapʉsa,Kanakanavu_6192,nisʉʼʉ musu naan tinaapʉsa musu pusiam?
Kanakanavu,tinaapʉsa,Kanakanavu_6193,upeen cu tinaapʉsa?
Kanakanavu,tinakusʉrʉ,Kanakanavu_6200,tinakusʉrʉ cu maku tarisi na karu.
Kanakanavu,tinakusʉrʉ,Kanakanavu_6201,tinakusʉrʉ ku arapanaʼʉ makaan.
Kanakanavu,tingasʉ,Kanakanavu_6221,"mooravu kara kasu? ʼuna pa tingasʉ uru na pangka, kuʼupuʼupangaa kʉmʉn!"
Kanakanavu,tinimana,Kanakanavu_6237,"tinimana cu ku, sua riang isua ia, ʼesi umoni tapinange."
Kanakanavu,tinimana,Kanakanavu_6238,"tinimana cu ku kari isi, makai ʼesi potucucuru."
Kanakanavu,tinimana,Kanakanavu_6239,"tinimana cu ku kari ʼAvia, matʉʉtʉa kangvang nguain tamna cʉpʉʉng."
Kanakanavu,tinimana,Kanakanavu_6240,tinimana cu kari isi.
Kanakanavu,tinipurua,Kanakanavu_6248,"nivatu nesi ʼAkori misoni, nguai isi sua tinipurua kee. "
Kanakanavu,tinisaʼʉ,Kanakanavu_6249,"manasʉ takʉkʉa tinisaʼʉ tarakuka,ʼituumuru niaraʼakia."
Kanakanavu,tinisaʼʉ,Kanakanavu_6250,"tinisaʼʉ ku ucani tarakuka, tia ʼapakʉnʉn nguani."
Kanakanavu,tinisaʼʉ,Kanakanavu_6251,"tinisaʼʉ kim ʼapasʉ na nungnung, cucuru mamanʉng sumasimaʼʉ!"
Kanakanavu,tinituru,Kanakanavu_6261,"tinituru cu maku ʼAngai, te kasu muukusa tanaseen rovana."
Kanakanavu,tinituru,Kanakanavu_6262,"tinituru cu ʼikua cuma, tia pakʉnnaan?"
Kanakanavu,tinurʉngʉcʉ,Kanakanavu_6269,"ʼuna ucani tacau tinurungʉcʉ na nungnung, macareen ku ʼinia."
Kanakanavu,tinutapasʉ,Kanakanavu_6270,"tinutapasʉ tacau isa, cucuru mamanʉng avicin ʼumaʼanupu."
Kanakanavu,titiurʉn,Kanakanavu_6287,ʼesi titiurʉn Muʼu.
Kanakanavu,titiurʉn,Kanakanavu_6288,"te ku mon nesi cumacʉʼʉra, titiurʉn nakui!"
Kanakanavu,tivuukarʉ,Kanakanavu_6289,"noo te cu arapitʉʼʉ ia, manmaan meesua umoni sua tivuukarʉ."
Kanakanavu,tomarʉ,Kanakanavu_6308,ʼuruupacaa toomarʉ tumatapʉsʉ pusiam.
Kanakanavu,torʉʉrʉʼʉ,Kanakanavu_6318,miseen kaʼaan kasu tarasangai torʉʉrʉʼʉ?
Kanakanavu,totasiarʉ,Kanakanavu_6319,neen nikʉna mita totasiarʉ? niroimi cu ku.
Kanakanavu,totasiarʉ,Kanakanavu_6320,masiin ia totasiarʉ aru takananga.
Kanakanavu,totasiarʉ,Kanakanavu_6321,neen tia kʉna mita totasiarʉ?
Kanakanavu,totasiarʉ,Kanakanavu_6322,"aranai totasiarʉ mataarava rorovana, nguain ia kaʼaan maamia tarasangai, cucuru mopacai cina."
Kanakanavu,toʼunaa,Kanakanavu_6343,"sua toʼuaa tanasa mia ia, aracan na tantanau."
Kanakanavu,toʼunaa,Kanakanavu_6344,mapunarʉ toʼunaa mu sumasimaʼʉ.
Kanakanavu,toʼunaa,Kanakanavu_6345,mavakan toʼunaa musu marisinatʉ pangka.
Kanakanavu,toʼunaa,Kanakanavu_6346,tʉni kara ku makisavangʉ na toʼonaa mu?
Kanakanavu,toʼurung,Kanakanavu_6353,"niaracakana soni, ucan tourung, urucin takuisi, uturu vavuru."
Kanakanavu,tukucʉn,Kanakanavu_6371,tia tukucʉn kee.
Kanakanavu,tukucʉʉn,Kanakanavu_6372,taa cu kita! tia tukucʉʉn ʼUku siʼinʉva
Kanakanavu,tumataniaraʼʉ,Kanakanavu_6390,"ʼuna can taniara, ngʉkau ia tumataniaraʼʉ kee kaniarumi."
Kanakanavu,tumataniaraʼʉ,Kanakanavu_6391,ʼakia cau manmaan manu paira  tumataniaraʼʉ.
Kanakanavu,tumatapʉsa,Kanakanavu_6396,ivata! tumatapʉsa niarikʉra vinaʼʉ.
Kanakanavu,tumatapʉsa,Kanakanavu_6397,"Muʼu, ivata tumatapʉsaa vinaʼʉ."
Kanakanavu,tumatapʉsʉ,Kanakanavu_6398,te ku tumatapʉsʉ ʼapacʉʼʉra kamua.
Kanakanavu,tumatapʉsʉ,Kanakanavu_6399,ʼesi nesi tumatapʉsʉ Muʼu.
Kanakanavu,tumatukucu,Kanakanavu_6418,karaakasua! niroimi ku tumatukucu siʼinʉva.
Kanakanavu,tumatʉkʉcʉ,Kanakanavu_6434,"ʼesi ku musukʉʉm, kaʼaan pa ku tavarʉʼʉ arakukun kamua, maʼicʉpʉ ku tia tumatʉkʉcʉ kamua."
Kanakanavu,tumaʼinacʉ,Kanakanavu_6437,"noo ʼakia cu cau tumaʼinacʉ kasua ia, manasʉ ʼesi matiipuri cu kasua kangvang cau."
Kanakanavu,tumʉpʉ,Kanakanavu_6440,ʼurupacoo vatu tumʉpʉ.
Kanakanavu,tuturuo,Kanakanavu_6477,"pokariin cina maku ia, tuturuo ʼesi ku tamiaʼaa puʼa nonoman."
Kanakanavu,tʉkʉ,Kanakanavu_6484,macasʉ karavung tamna tʉkʉ.
Kanakanavu,tʉmʉra,Kanakanavu_6488,"tumatimana ku cau misee, sua Taipe ia tʉmʉra tatia, nakai koo pa ku mookusa ʼinia."
Kanakanavu,tʉmʉra,Kanakanavu_6489,"masiin ia ʼuna cu kacaua tatiʼiing cau vuvurung, ʼesi tʉmʉra nikamanumanua mataa aratatia."
Kanakanavu,tʉnʉkai,Kanakanavu_6493,neen ʼesi na tʉnʉkai karu isa? tapinange kara ranʉʉng?
Kanakanavu,tʉnʉʼʉ,Kanakanavu_6495,niaranai naan tʉnʉʼʉ isi? tavarʉʼʉn kara mima?
Kanakanavu,tʉpʉkʉ,Kanakanavu_6496,cinimʉra kara kasu? neen tʉpʉku misoon?
Kanakanavu,tʉskara,Kanakanavu_6498,"mosikaraan na nungnung isa, tʉskara kara?"
Kanakanavu,tʉtan,Kanakanavu_6501,"noo mapitʉʼʉ cu, kaʼicʉpʉn noo araʼakia canumu, te cu mookusa sariingusu canumu cumacʉʼʉra tʉtan."
Kanakanavu,tʉsʉkʉ,Kanakanavu_6502,"nimiaranaau cu kaʼaan ʼumoʼʉcaan, tʉsʉkʉ kangvang canumu nungnung."
Kanakanavu,tʉvʉsʉ,Kanakanavu_6503,nimiaranaau cu ku koo kumakʉnʉ tʉvʉsʉ.
Kanakanavu,uamavici,Kanakanavu_6508,"marisʉʉrʉa ucani toumangʉ, uamaavici taruan."
Kanakanavu,ucani,Kanakanavu_6515,"ʼuna ku ucani karavung, arivicio parekava."
Kanakanavu,ucaniava,Kanakanavu_6517,"maʼicʉpʉ ku, ucaniava noo musucaraʼʉ cu."
Kanakanavu,umangʉrʉ,Kanakanavu_6533,aroo ʼaraam umangʉrʉ.
Kanakanavu,umuvʉʉng,Kanakanavu_6564,avicio umuvʉʉng.
Kanakanavu,umuvʉʉng,Kanakanavu_6565,"noo ʼuneen tia kari musu ia, arapipiningoo! namuneʼe umuvʉʉng!"
Kanakanavu,unʉmʉ,Kanakanavu_6574,unʉmʉ cenana maku.
Kanakanavu,unʉmʉ,Kanakanavu_6575,aramiaʼʉ ku totasiarʉ unʉmʉʉ takananga.
Kanakanavu,unʉmʉ,Kanakanavu_6576,nikʉmʉʉn ku unʉmʉ ringking totasiarʉ.
Kanakanavu,upucʉn,Kanakanavu_6601,"kaʼaan pa ku tia moca, upucʉnnakui nusoon."
Kanakanavu,upucʉn,Kanakanavu_6602,tia upucʉn Angai. 
Kanakanavu,uranʉʉn,Kanakanavu_6610,"noo matavʉcʉke cu taniarʉ koo pa kasu matirupangʉ ia, tia kasu uranʉʉn."
Kanakanavu,uranʉʉn,Kanakanavu_6611,tia uranʉʉn Apio. 
Kanakanavu,usuʼʉvo,Kanakanavu_6615,usuʼʉvo nimoraan kasua cau.
Kanakanavu,usuʼʉvo,Kanakanavu_6616,"ivata kangvang iikamu! usuʼʉvo mamarang isi, nguain paira  mosakasakau moraan kamua."
Kanakanavu,usuʼʉvoon,Kanakanavu_6617,usuʼʉvoon maraang isa! tia macangcangarʉ nguain moraan kitana.
Kanakanavu,usuʼʉvoon,Kanakanavu_6618,"usuʼʉvoon ʼAvia, manasʉ tia  pakiituru. "
Kanakanavu,usuʼʉvʉn,Kanakanavu_6619,tia usuʼʉvʉn kee.
Kanakanavu,usʉʉpatʉ,Kanakanavu_6623,cinimʉʼʉra ku usʉʉpatʉ tapinange na karu isa.
Kanakanavu,usʉʉpatʉ,Kanakanavu_6624,nimavici ku usʉʉpatʉ vaantuku mookusa tarisinata.
Kanakanavu,usʉʼo,Kanakanavu_6625,usʉʼo pa!
Kanakanavu,usʉʼʉn,Kanakanavu_6626,"noo kaʼaan kasu tia ʼuruupaca ia, te cu maku usʉʼʉn."
Kanakanavu,uvʉngani,Kanakanavu_6628,tavarʉʼʉ ku neen ʼesi uvʉngani.
Kanakanavu,uvʉngani,Kanakanavu_6629,nguai kara isi uvʉngani misoon?
Kanakanavu,uvʉngeen,Kanakanavu_6630,neen cu tia uvʉngeen?
Kanakanavu,uvʉngeen,Kanakanavu_6631,nivanga kara ʼesi uvʉngeen?
Kanakanavu,uvʉngo,Kanakanavu_6632,"uvʉngo uturu nivanga, tia kʉna maku rovana. "
Kanakanavu,uvʉngo,Kanakanavu_6633,uvʉngoo pa! arapipiningoo nusoon.
Kanakanavu,uvʉngʉn,Kanakanavu_6635,tia kara uvʉngʉn?
Kanakanavu,uvʉngʉn,Kanakanavu_6636,"noo ʼuneen namasʉ mu nivanga ia, te maku uvʉngʉn, tia ʼapakʉnʉn rʉʼʉvʉ maku. "
Kanakanavu,vakʉrin,Kanakanavu_6645,"kaʼaan tia ʼapatipʉʉn ʼUna, kaʼaan pa mamanʉng vakʉrin."
Kanakanavu,vakʉrʉ,Kanakanavu_6647,"nimusutupuku kanarua saronai maku, ʼuna pa vakʉrʉ navungu in masiin."
Kanakanavu,vakʉrʉ,Kanakanavu_6648,nimoraan ʼikua ʼAngai umupucu vakʉrʉ maku.
Kanakanavu,vinaʼʉ,Kanakanavu_6686,"sua paʼici isi ia, nirupaca vinaʼʉ  kamanʉngʉ."
Kanakanavu,voʼin,Kanakanavu_6697,"sumipʉkʉrʉ voʼin, musuʼʉvʉ tamutamua."
Kanakanavu,voʼin,Kanakanavu_6698,ʼuna na sikara voʼin maku cangkan.
Kanakanavu,vunai tansʉvʉrʉ,Kanakanavu_6717,"noo mitʉvʉʉng na ranʉʉng karu sua vunai tansʉvʉrʉ ia, kaʼicʉpʉn, sii, kaʼaan tarakanangʉn."
Kanakanavu,vunai tapasʉ,Kanakanavu_6718,"paira arapipining vunai tapasʉ, noo te cu arapitʉʼʉ."
Kanakanavu,vʉcʉke,Kanakanavu_6738,"noo mataarava vʉcʉke taniarʉ ia, te cu ku poiʼi."
Kanakanavu,vʉcʉkʉ,Kanakanavu_6741,"noo paira kita kusuru ia, tia kara aratatia vʉcʉkʉ?"
Kanakanavu,vʉcʉkʉ,Kanakanavu_6742,"ʼesi na tanasa nguain, kaʼaan tavarʉʼʉ arapipining, sii, musukʉʉm nguain tamna vʉcʉkʉ."
Kanakanavu,vʉcʉranga,Kanakanavu_6745,"sua nimusucʉkʉna ia, tavarʉʼʉ cu makacarapung vʉcʉranga."
Kanakanavu,vʉkʉ,Kanakanavu_6747,"pakavura ʼapacʉʼʉra ʼiseeng kʉkʉ musu, curoon vʉkʉ cu kangvang."
Kanakanavu,vʉkʉsin,Kanakanavu_6748,vʉkʉsin ia taʼʉrʉm mataa macasʉ.
Kanakanavu,vʉkʉsin,Kanakanavu_6749,cangkan cʉʼʉrʉn vʉkʉsin.
Kanakanavu,vʉkʉsʉ,Kanakanavu_6750,"cina maku tamna vʉkʉsʉ ia, macasʉ,mataa taʼʉrʉm."
Kanakanavu,vʉra,Kanakanavu_6756,"miana mia ʼakia pa vʉra ia, kumakʉnʉ nguani tanmi."
Kanakanavu,vʉra,Kanakanavu_6757,"tumatuuturu ku kasua, pepe ia, nirupaca vʉra parai kamanʉngʉ."
Kanakanavu,vʉrʉka,Kanakanavu_6761,isi kara tia vʉrʉka?
Kanakanavu,vʉrʉke,Kanakanavu_6762,ʼesi naan nguain tamna vʉrʉke?
Kanakanavu,vʉrʉkeen,Kanakanavu_6763,ʼuna kara vʉrʉkeen pania isi?
Kanakanavu,vʉrʉkeen,Kanakanavu_6764,ʼesi nesi vʉrʉkeen.
Kanakanavu,vʉrʉnga,Kanakanavu_6766,nimatisaʼʉ Paʼʉ meroovana ucani tatia vʉrʉnga.
Kanakanavu,vʉrʉvʉrʉʉn,Kanakanavu_6768,vʉrʉvʉrʉʉn kee caʼa karu.
Kanakanavu,vʉrʉʉngana,Kanakanavu_6769,"vʉrʉʉngana cu, nakai ʼesi pa putukikio cina."
Kanakanavu,vʉʉn,Kanakanavu_6770,"ʼuna ku uturu sinatʉ, te maku vʉʉn kanarua saronai maku ucani."
Kanakanavu,vʉʉn,Kanakanavu_6771,vʉʉn nakui!
Kanakanavu,vʉʼʉ,Kanakanavu_6772,sua isa ia vʉʼʉ tamna kava.
Kanakanavu,vʉʼʉrʉ,Kanakanavu_6775,"kaʼaan mamanʉng vʉʼʉrʉ, kaʼaan cu ku tia mima paʼici."
Kanakanavu,vʉʼʉrʉ,Kanakanavu_6776,"paira cina puʼa tutui tamna vʉʼʉrʉ, umangʉrʉ ʼapakʉʉn tamu. "
Kanakanavu,ʼacipi,Kanakanavu_6840,upeen ʼacipi ʼapasʉ?
Kanakanavu,ʼaiakʉ,Kanakanavu_6851,ʼaiakʉ! aka cu ku mopacai.
Kanakanavu,ʼakia,Kanakanavu_6857,miseen ʼakia cau iaavatu?
Kanakanavu,ʼakuni,Kanakanavu_6861,"akuni movua ʼinia vaantuku, campe maku vuʉn."
Kanakanavu,ʼamʉkʉn,Kanakanavu_6885,ʼamʉkʉn sua kari isi.
Kanakanavu,ʼaniacanga,Kanakanavu_6896,"vutuun mataa karavung ia, neen tamna ʼaniacanga mavakan?"
Kanakanavu,ʼanimʉtʉka,Kanakanavu_6900,"manmaan arapipining ʼanimʉtʉka, noo ʼuneen marua ʼaraam."
Kanakanavu,ʼaniura,Kanakanavu_6906,"mataarava cu kanaʼʉcana ia, araʼituumuru ʼaniura."
Kanakanavu,ʼapacakuarʉ,Kanakanavu_6927,kamʉcʉ pa cenana isi ʼapacakuarʉ kʉna.
Kanakanavu,ʼapacakuarʉ,Kanakanavu_6928,"tamuʼiarʉ putukikio, ʼapacakuarʉ araa."
Kanakanavu,ʼapacakʉpoon,Kanakanavu_6931,"mataatʉa ʼesi sian Riau, ʼapacakʉpoon ʼinia tutui isa."
Kanakanavu,ʼapacakʉpoon,Kanakanavu_6932,ʼapacakʉpoon ʼUna!
Kanakanavu,ʼapacakʉpʉ,Kanakanavu_6933,tia ʼapacakʉpʉ kasua tutui.
Kanakanavu,ʼapacakʉpʉ,Kanakanavu_6934,te ku ʼapacakʉpʉ kasua vavuru.   
Kanakanavu,ʼapacangcangarʉ,Kanakanavu_6937,ʼapacangcangarʉ maa ʼikua sua kari isi!
Kanakanavu,ʼapacangcangarʉ,Kanakanavu_6938,tia ʼapacangcangarʉ cau kari isi.
Kanakanavu,ʼapacaruvoo,Kanakanavu_6949,"makungu soni, ʼapacaruvoo manu."
Kanakanavu,ʼapacoʼe,Kanakanavu_6966,"ʼapacoʼe ʼuna vaantuku, nakai kaʼanʉ macangcangarʉ."
Kanakanavu,ʼapacʉkʉna,Kanakanavu_6967,"nikipatʉsʉ ku soni putukikio, nakai koo ʼapacʉkʉna kari musu."
Kanakanavu,ʼapacʉkʉnoo,Kanakanavu_6969,tanama ʼapacʉkʉnoo kari maku.
Kanakanavu,ʼapacʉkʉnoon,Kanakanavu_6971,"ʼapacʉkʉnoon putukikioa mita, noo koo pa matarai taniarʉ."
Kanakanavu,ʼapacʉkʉnoon,Kanakanavu_6972,kipaatʉsa! ʼapacʉkʉnoon rovana.
Kanakanavu,ʼapacʉpʉngoo,Kanakanavu_6973,ʼapacʉpʉngoo pa nguain.
Kanakanavu,ʼapacʉpʉngoo,Kanakanavu_6974,ʼapacʉpʉngoo Kuatʉ. 
Kanakanavu,ʼapacʉpʉngoon,Kanakanavu_6975,"patimanʉngʉo maakari, ʼapacʉpʉngoon tia makananu?"
Kanakanavu,ʼapacʉpʉngoon,Kanakanavu_6976,"ʼapacʉpʉngoon pa nguani, pokariikari cu kita."
Kanakanavu,ʼapacʉpʉngʉ,Kanakanavu_6980,takacicinia iikamu ʼapacupʉngʉ.
Kanakanavu,ʼapacʉvʉrʉ,Kanakanavu_6983,macangcangarʉ ku tavarʉʼʉ ʼapacʉvʉrʉ kamua.
Kanakanavu,ʼapacʉʼʉrʉn,Kanakanavu_6991,neen tia ʼapacʉʼʉrʉn musu?
Kanakanavu,ʼapacʉʼʉrʉʉn,Kanakanavu_6992,"tia ʼapacʉʼʉrʉʉn ʼinia, noo puiʼi  cu."
Kanakanavu,ʼapaicʉʉn,Kanakanavu_6998,te ku ʼapaicʉʉn manu maku Pori tumatuuturu kasua.
Kanakanavu,ʼapaicʉʉn,Kanakanavu_6999,tia ʼapaicʉʉn kamua manu maku.
Kanakanavu,ʼapakamanʉnga,Kanakanavu_7008,neni tia ʼapakamanʉnga ʼinia?
Kanakanavu,ʼapakamanʉnga,Kanakanavu_7009,"noo ʼakia cu tia ʼapakamanʉnga Piʼi ia, te cu kani muca."
Kanakanavu,ʼapakamanʉnga,Kanakanavu_7010,ʼakia cu tia ʼapakamanʉnga kasua.
Kanakanavu,ʼapakamanʉngoo,Kanakanavu_7013,"tamuʼiarʉ Kini, ʼapakamanʉngo ʼinia."
Kanakanavu,ʼapakamanʉngoon,Kanakanavu_7014,"ʼapakamanʉngoon kangvang ʼAvia, paira tatia kariin, ʼesi kara cucuru tavarʉʼʉ kamanʉngʉ."
Kanakanavu,ʼapakamanʉngoon,Kanakanavu_7015,"ʼapakamanʉngoon ʼAngai, te cu nukanmana takutavarʉʼʉ, kaʼaan kamanʉngʉ masiin?"
