corpus,file,s_id,n_quotation,n_ambiguous,n_transl,form_original,transl
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U000300,0,1,2,"Tahira i romi'ad ni Nowa, 'adihayay miedefay ko mari'angay a demak icowacowa.'","事實上,到了挪亞的日子,＂暴行遍及全地＂。 || 事實上,到了挪亞的日子,＂暴行遍及全地＂。"
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U000473,0,1,2,Sanay ko ca'of ni Yis: 'Cowa ko noni hekal ko Hongti Kitakit ako.',耶穌回答說:＂我的王國不屬於這個世界。＂( || 耶穌回答說:＂我的王國不屬於這個世界。＂(
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U000662,0,1,1,"Itini Loma 15:5 somowalay to pairaen ko'harateng ni Kristo Yis,' sanay.",羅馬書15:5也提到要有＂基督耶穌的思想態度＂。
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U000733,0,1,1,Misa'icelay kita tano pinengneng ni Yihofa cangranan han?',我是不是努力以耶和華的觀點看他們?＂
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U000903,0,1,2,"Pakayni i sowal ni Yihofa ato fangcalay saocor, ato misadakan iso a'icel, wa nga'ay padama to wawa iso, 'ira ko taneng nga'ay malidong.'","通過耶和華的話語和聖靈,以及你付出的努力,能幫助你的孩子＂有智慧可以得救＂。 || 通過耶和華的話語和聖靈,以及你付出的努力,能幫助你的孩子＂有智慧可以得救＂。"
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001076,0,2,1,"'Faelohto' ko harateng ita, palahadho to faelohay a pakayraan miharatengan.","我們的思想＂更新＂了,也培養新的思考方式。"
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001107,0,1,2,21 'Nanay Pahemeken no Tamdaw Kiso to Nika Citanengay Kiso!',21頁 ＂願人贊賞你明白事理＂ || 21頁 ＂願人贊賞你明白事理＂
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001234,0,3,2,"19 Pasowalan ni Yis ko nisawawaan: ' Ano micerid kamo midofdof to sowal ako, o so'linayto a nisawawaan ako. Wa mafana' kamo to so'linay kimad, wa pasalaten no so'linay kimad kamo.'","19 耶穌對門徒說:＂你們時刻遵守我的話語,就真是我的門徒了。 你們會認識真理,真理會叫你們自由。＂( || 19 耶穌對門徒說:＂你們時刻遵守我的話語,就真是我的門徒了。 你們會認識真理,真理會叫你們自由。＂("
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001313,0,1,1,"Cowa ko pilengo aca no Taneng 23:23 to mi'aca to so'linay kimad, pasowalayho to mami'aca kita to'taneng, sapirikec, saka cipinang.'","箴言23:23除了提到買真理, 還說我們應該買＂智慧、管教、悟性＂。"
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001317,0,1,1,"Saka 2 Korinto 3:17, sanay ko sowal, 'icowaay ko fangcalay saocor ni Yihofa, iraay ko pasalat itira.'","6 以耶和華的觀點看事情不表示我們不能有任何想法或意見,正如哥林多後書3:17說的:＂耶和華的靈在哪裡,哪裡就有自由。＂"
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001396,0,1,1,"Taneng 3:11, 12 sanay: 'Wawaaw ako, aka mana'ay to sarikec ni Yihofa... samanen o kaolahan ni Yihofa a tamdaw mirikecan Ningra.'","箴言3:11,12說:＂我兒啊,耶和華的管教你不可拒絕......因為耶和華責備他所愛的人。＂"
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001404,0,1,1,Katayni takowanan!',誰就到我這裡來!＂
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001443,2,1,1,"Sowal no Fangcalay Cudad, 'no'adingoan a tamdaw' ato'midoedoay to tireng a tamdaw,' o maanan ko kasasiromaan?",3. 聖經說＂屬靈的人＂和＂順應肉體的人＂有什麼分別?
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001536,0,1,1,"4 Sowal ni Yis ci Akoma Satan'miliyangay to so'linay kimad, samanen awaay ko so'linay kimad ilaloma' ningra.'","4 耶穌說魔鬼撒但＂沒有在真理中站穩,因為真理不在他裡面＂。"
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001709,1,2,1,"Palimo'otay ci Pawlo kitaanan, 'misafaeloh to harateng', samaan ko demak ita nga' matoor konini?","保羅勸勉我們要＂更新思想＂,我們怎樣才能做到這一點?"
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001790,2,0,1,"Saikor, wa milifok kita to miki'okan ni Yihofa kitaanan a''odingaray a pasalat'.","最終,我們會享有耶和華承諾要給我們的＂榮耀的自由＂。"
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U001930,0,1,1,"Palimo'otay ci Yis to nisawawaan padama to tamdaw'malo Krisciyang..., mipaino' cangranan,' sanay.","耶穌吩咐門徒要幫助人做基督徒,＂給他們施浸＂。("
Glosbe,Corpora/Glosbe/XML/ami/Glosbe_ami_zho_tmem.xml,GLOSBE_ami_zho_TMEM_U002107,0,2,1,"4, 5. (1) Itini noka'pica'edong to faelohay capeling,' mafana' a mirikec to harateng, hano o masaka limelaan hani?","甲)為什麼在＂穿上新品格＂的過程中,學習自律很重要?("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2,2,0,1,"Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a 'ma'orip'.","我們像耶和華一樣,衷心盼望別人接受真理而“活下去”。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_123,0,1,1,"Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay.'","當時,他在耶路撒冷對猶太人的“官長、長老、抄經士”說:“拿撒勒人耶穌基督......你們把他掛在柱上,上帝卻使他從死裡復活了。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_165,0,1,1,"So'lin ano caka pasowal cangra, latek mamatira ci Tafitian ko harateng nangra: 'Nanay pahemeken no tamdaw kiso to nika citanengay kiso!'","即使別人沒有說出口,說不定他們很想對我們說:“願人贊賞你明白事理。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_166,0,1,1,'Ayaw no somowal ci Yis to kilang no fadisoso'a sapatinako pasowalay to tarokos: 'Pafelien ako kamo to dipayal no mako.',耶穌在講葡萄樹的比喻前對使徒說:“我......把我的平安賜給你們。”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_227,2,0,1,"Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a 'ma'orip'.","我們像耶和華一樣,衷心盼望別人接受真理而“活下去”。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_252,2,0,1,"Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a 'ma'orip'.","我們像耶和華一樣,衷心盼望別人接受真理而“活下去”。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_342,0,2,1,"Mihaenay, wa mikitini kita i cowa ko kalimlaan a demak 'mi'aca' to toki.","因此,我們需要從不重要的活動中“買”時間。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_351,0,1,1,"Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay.'","當時,他在耶路撒冷對猶太人的“官長、長老、抄經士”說:“拿撒勒人耶穌基督......你們把他掛在柱上,上帝卻使他從死裡復活了。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_384,0,3,1,3 'Itini i saikoray lintad o pasangaray a si'ayawen a 'awaled' sanay ci Pawlo.,"3 保羅寫到,“最後的日子”會是個“難以應付的非常時期”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_393,0,1,1,"Tahira i romi'ad ni Nowa, 'adihayay miedefay ko mari'angay a demak icowacowa.'","事實上,到了挪亞的日子,“暴行遍及全地”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_409,0,2,1,"Pasifana' ko tarokos ci Pawlo to Krisciyang mapakalalok i , hano pasowal cangranan to 'tongalen ko pihaen to demak' hani?","使徒保羅教導基督徒要彼此鼓勵時,為什麼對他們說“就更要這樣做”?"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_576,0,3,1,3 'Itini i saikoray lintad o pasangaray a si'ayawen a 'awaled' sanay ci Pawlo.,"3 保羅寫到,“最後的日子”會是個“難以應付的非常時期”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_582,0,2,1,"O roma mihongyakan a Fangcalay Cudad, o 'cango'otay' mihongyakan to ""awaay ko kapo"", ""awaay ko epoc,"" ""cowa ko kalimelaan.""",有些聖經譯本將“貧乏”翻譯為“無用”、“無意義”、“乏用”。
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_680,0,1,1,Sanay ko ca'of ni Yis: 'Cowa ko noni hekal ko Hongti Kitakit ako .',耶穌回答說:“我的王國不屬於這個世界。”(
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_693,0,1,1,'Ayaw no somowal ci Yis to kilang no fadisoso'a sapatinako pasowalay to tarokos: 'Pafelien ako kamo to dipayal no mako.',耶穌在講葡萄樹的比喻前對使徒說:“我......把我的平安賜給你們。”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_750,0,1,1,'Ayaw no somowal ci Yis to kilang no fadisoso'a sapatinako pasowalay to tarokos: 'Pafelien ako kamo to dipayal no mako .',耶穌在講葡萄樹的比喻前對使徒說:“我......把我的平安賜給你們。”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_757,2,0,1,"Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a 'ma'orip'.","我們像耶和華一樣,衷心盼望別人接受真理而“活下去”。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_826,0,2,1,Samaan a malo 'hafay' iso ci Yihofa?,怎樣讓耶和華成為你的“產業”?
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_828,0,1,1,"Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay.'","當時,他在耶路撒冷對猶太人的“官長、長老、抄經士”說:“拿撒勒人耶穌基督......你們把他掛在柱上,上帝卻使他從死裡復活了。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_858,0,1,1,"So'lin ano caka pasowal cangra, latek mamatira ci Tafitian ko harateng nangra: 'Nanay pahemeken no tamdaw kiso to nika citanengay kiso!'","即使別人沒有說出口,說不定他們很想對我們說:“願人贊賞你明白事理。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_859,0,3,1,3 'Itini i saikoray lintad o pasangaray a si'ayawen a 'awaled' sanay ci Pawlo.,"3 保羅寫到,“最後的日子”會是個“難以應付的非常時期”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_860,0,1,1,'Ayaw no somowal ci Yis to kilang no fadisoso'a sapatinako pasowalay to tarokos: 'Pafelien ako kamo to dipayal no mako.',耶穌在講葡萄樹的比喻前對使徒說:“我......把我的平安賜給你們。”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_891,0,2,1,"Pasifana' ko tarokos ci Pawlo to Krisciyang mapakalalok i, hano pasowal cangranan to 'tongalen ko pihaen to demak' hani?","使徒保羅教導基督徒要彼此鼓勵時,為什麼對他們說“就更要這樣做”?"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_946,0,2,1,"29 'O Moecelay Tamdaw, Pakayniay ci Yihofaan a Lipahak'",29 “義人要因耶和華而歡喜”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_985,0,1,1,Sanay ko ca'of ni Yis: 'Cowa ko noni hekal ko Hongti Kitakit ako.',耶穌回答說:“我的王國不屬於這個世界。”(
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1034,0,1,1,"Tahira i romi'ad ni Nowa, 'adihayay miedefay ko mari'angay a demak icowacowa.'","事實上,到了挪亞的日子,“暴行遍及全地”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1122,0,1,1,"Itini Loma 15:5 somowalay to pairaen ko 'harateng ni Kristo Yis,' sanay.",羅馬書15:5也提到要有“基督耶穌的思想態度”。
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1138,0,2,1,"Itini Yohani 15:4-10 toni pina sinael, kinapinaay masowal ni Yis ko 'mararid' sanay a tilid, paihekal to kalimelaan ko mihadidiay.","在約翰福音15:4-10這短短的幾節經文中,耶穌多次用“時刻”一詞來強調忍耐的必要性。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1142,2,0,1,Hano misa'icel kita a palahad to 'harateng ni Kristo'?,為什麼我們要努力培養“基督的思想”?
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1216,0,1,1,Misa'icelay kita tano pinengneng ni Yihofa cangranan han ?',我是不是努力以耶和華的觀點看他們?”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1296,0,1,1,"Itini Loma 15:5 somowalay to pairaen ko 'harateng ni Kristo Yis,' sanay.",羅馬書15:5也提到要有“基督耶穌的思想態度”。
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1352,2,0,1,"Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a 'ma'orip'.","我們像耶和華一樣,衷心盼望別人接受真理而“活下去”。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1427,0,2,1,Samaan a malo 'hafay' iso ci Yihofa?,怎樣讓耶和華成為你的“產業”?
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1491,0,1,1,"Pakayni i sowal ni Yihofa ato fangcalay saocor, ato misadakan iso a 'icel, wa nga'ay padama to wawa iso , 'ira ko taneng nga'ay malidong.'","通過耶和華的話語和聖靈,以及你付出的努力,能幫助你的孩子“有智慧可以得救”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1671,2,0,1,"Kawra, masowalay ni Pawlo, sasinanoten ita a 'misafaeloh to harateng'.","不過,保羅也說我們必須“更新思想”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1694,2,0,1,"Mikitini i sakayat no 'madimadiay inanengay a koli', wa samaan mahapinang ita to ciharatengay ci Yis to no'adingoan a pakayraan ita hani?",我們怎樣從“忠信睿智的奴隸”的指示看出耶穌關心我們的屬靈情況?
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1754,0,2,1,"'Faelohto' ko harateng ita , palahadho to faelohay a pakayraan miharatengan.","我們的思想“更新”了,也培養新的思考方式。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1794,0,1,1,"So'lin ano caka pasowal cangra, latek mamatira ci Tafitian ko harateng nangra: 'Nanay pahemeken no tamdaw kiso to nika citanengay kiso !'","即使別人沒有說出口,說不定他們很想對我們說:“願人贊賞你明白事理。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1826,0,1,1,21 'Nanay Pahemeken no Tamdaw Kiso to Nika Citanengay Kiso !',21頁 “願人贊賞你明白事理”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1917,0,1,1,"23 Kaemangay Tamdaw —Ka 'Padotoc Misa'icel, Milahecito Sakalidong Namo a Tayal '","23頁 年輕人要“不斷努力,完成使你們得救的工作”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1930,0,1,1,"Kaemangay Tamdaw —ka 'Padotoc Misa'icel, Milahecito Sakalidong Namo a Tayal '","年輕人要“不斷努力,完成使你們得救的工作”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1931,0,1,1,'Ayaw no somowal ci Yis to kilang no fadisoso'a sapatinako pasowalay to tarokos: 'Pafelien ako kamo to dipayal no mako.',耶穌在講葡萄樹的比喻前對使徒說:“我......把我的平安賜給你們。”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_1964,0,1,1,"So'lin ano caka pasowal cangra, latek mamatira ci Tafitian ko harateng nangra: 'Nanay pahemeken no tamdaw kiso to nika citanengay kiso!'","即使別人沒有說出口,說不定他們很想對我們說:“願人贊賞你明白事理。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2085,0,3,1,"19 Pasowalan ni Yis ko nisawawaan: ' Ano micerid kamo midofdof to sowal ako, o so'linayto a nisawawaan ako. Wa mafana' kamo to so'linay kimad, wa pasalaten no so'linay kimad kamo.'","19 耶穌對門徒說:“你們時刻遵守我的話語,就真是我的門徒了。 你們會認識真理,真理會叫你們自由。”("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2186,2,0,1,"Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a 'ma'orip'.","我們像耶和華一樣,衷心盼望別人接受真理而“活下去”。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2194,0,2,1,17 Misamanay Hano 'Papadotoc a Ciheci' Kita Hani?,17頁 為什麼我們要“不斷多結果實”?
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2275,0,1,1,"Cowa ko pilengo aca no Taneng 23:23 to mi'aca to so'linay kimad, pasowalayho to mami'aca kita to 'taneng, sapirikec, saka cipinang.'","箴言23:23除了提到買真理, 還說我們應該買“智慧、管教、悟性”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2279,0,1,1,"Saka 2 Korinto 3:17, sanay ko sowal, 'icowaay ko fangcalay saocor ni Yihofa, iraay ko pasalat itira.'","6 以耶和華的觀點看事情不表示我們不能有任何想法或意見,正如哥林多後書3:17說的:“耶和華的靈在哪裡,哪裡就有自由。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2314,0,2,1,"Itiniay i saka cecay hahekalan, o roma tamdaw hano 'pa'aca' to so'linay kimad hani?","在1世紀,為什麼有些人“賣”掉真理?"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2429,0,1,1,"14 Palimo'otay ko Loma 12:2 kitaanan: ' Aka madenga nonini a hekal, safaelohen ko harateng a mifalic to niyah, ho cipinang to nga'ayay no Kawas, o malefotay kahemekan Ningra a araaw.'","14 羅馬書12:2勸勉我們:“不要被這個制度同化,倒要更新思想而改變自己,好察驗上帝那良善、完美而又蒙他悅納的旨意。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2433,0,1,1,"15 Ano makalimay kita ira ko mahecaday ni Yihofa a harateng, ' aka madenga nonini a hekal.'","15 我們想跟耶和華有一樣的看法,就不可以讓自己“被這個制度同化”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2437,0,1,1,"Taneng 3:11, 12 sanay: 'Wawaaw ako, aka mana'ay to sarikec ni Yihofa . . . samanen o kaolahan ni Yihofa a tamdaw mirikecan Ningra.'","箴言3:11,12說:“我兒啊,耶和華的管教你不可拒絕......因為耶和華責備他所愛的人。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2447,0,1,1,Katayni takowanan !',誰就到我這裡來!”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2535,2,1,1,"Sowal no Fangcalay Cudad, 'no'adingoan a tamdaw' ato 'midoedoay to tireng a tamdaw,' o maanan ko kasasiromaan?",3. 聖經說“屬靈的人”和“順應肉體的人”有什麼分別?
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2553,0,2,1,"3 Mitadtaday ci Pawlo to kasasiroma 'no'adingoan a tamdaw' ato 'midoedoay to tireng a tamdaw,' padamaay konini kitanan cipinang to o maanan ko tatodong no no'adingoan a tamdaw.","3 使徒保羅說明瞭“屬靈的人”和“順應肉體的人”有什麼分別,這幫助我們明白做屬靈的人是什麼意思。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2676,0,2,1,"23 Kaemangay Tamdaw — Ka 'Padotoc Misa'icel, Milahecito Sakalidong Namo a Tayal'","23頁 年輕人要“不斷努力,完成使你們得救的工作”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2690,0,1,1,"Itini ta'angayay kaemingay a demak no ka'orip, o so'linay Krisciyang wa ' ka sasiso'lin ko sowal'.","在生活的大小事上,真基督徒會“彼此說真實的話”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2721,0,2,1,"Kaemangay Tamdaw — ka 'Padotoc Misa'icel, Milahecito Sakalidong Namo a Tayal'","年輕人要“不斷努力,完成使你們得救的工作”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2727,0,2,1,"O roma mihongyakan a Fangcalay Cudad, o 'cango'otay' mihongyakan to "" awaay ko kapo"", "" awaay ko epoc,"" ""cowa ko kalimelaan.""",有些聖經譯本將“貧乏”翻譯為“無用”、“無意義”、“乏用”。
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2737,0,3,1,"4 Sowal ni Yis ci Akoma Satan 'miliyangay to so'linay kimad, samanen awaay ko so'linay kimad ilaloma' ningra.'","4 耶穌說魔鬼撒但“沒有在真理中站穩,因為真理不在他裡面”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2738,0,2,1,"Misamanay hano 'o misa'adaay ci Yihofaan, awaay ko taneng' hani?","為什麼“跟耶和華對立,就毫無智慧”?"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2780,0,2,1,"Mihaenay, wa mikitini kita i cowa ko kalimlaan a demak 'mi'aca' to toki.","因此,我們需要從不重要的活動中“買”時間。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2803,0,1,1,"Tahira i romi'ad ni Nowa, 'adihayay miedefay ko mari'angay a demak icowacowa.'","事實上,到了挪亞的日子,“暴行遍及全地”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2814,0,1,1,"Pasifana' ko tarokos ci Pawlo to Krisciyang mapakalalok i, hano pasowal cangranan to 'tongalen ko pihaen to demak ' hani?","使徒保羅教導基督徒要彼此鼓勵時,為什麼對他們說“就更要這樣做”?"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_2998,0,1,1,"Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay.'","當時,他在耶路撒冷對猶太人的“官長、長老、抄經士”說:“拿撒勒人耶穌基督......你們把他掛在柱上,上帝卻使他從死裡復活了。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3139,0,1,1,"Pakayni i sowal ni Yihofa ato fangcalay saocor, ato misadakan iso a 'icel, wa nga'ay padama to wawa iso, 'ira ko taneng nga'ay malidong.'","通過耶和華的話語和聖靈,以及你付出的努力,能幫助你的孩子“有智慧可以得救”。"
