source_locator,reader_page,example_label,target_text,translation,gloss_or_segmentation,method,confidence_review_note,included,exclusion_reason,final_xml_path,final_s_id
page-128,128,10-6c,koo Paicʉ manmaan Pani.,Paicʉ未曾喜歡Pani。（否定發生：Paicʉ沒有喜歡Pani）,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0205
page-128,128,10-7a,’akia cau tia kumakʉnʉ.,沒有人要吃。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0206
page-128,128,10-7b,’akia makai mamarang mastaan marʉ’ʉ na manu.,沒有人比父母更愛小孩。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0207
page-128,128,10-7c,’akia tarisinata sian.,這裡沒有學校。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0208
page-128,128,10-7d,’akia vántuku maku.,我沒有錢。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0209
page-128,128,10-7e,’akia cau iávatu.,沒有人來。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0210
page-129,129,10-8a,’akuni ’uma’anupu.,別去狗獵！,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0211
page-129,129,10-8b,’akuni kʉnʉʉn sua tammi.,不要把地瓜吃掉（尚未吃）。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0212
page-129,129,10-8c,’akuni siakamanʉngʉ tarʉ sua karu isi.,這個木頭不要用來做床。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0213
page-129,129,10-9,’akuni’e roimi mavici carapung maku!,絕對不要忘記帶我的帽子！,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0214
page-130,130,10-10a-question,tia kara kasu múkusa na Taipe?,你要去台北嗎？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed question,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0215
page-130,130,10-10a-answer1,ka’anʉ.,不會（去）。,,Direct comparison against official page image and positioned text XML,Recovered complete standalone answer omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0216
page-130,130,10-10a-answer2,ka’anʉ ku tia múkusa ’inia.,我不會去那裡。,,Direct comparison against official page image and positioned text XML,Recovered complete answer omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0217
page-130,130,10-10b-question,tavara’ʉ kara ku arapipining sumasima’ʉ?,我可以出去玩嗎？,,Direct comparison against official page image and positioned text XML,Recovered printed question omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0218
page-130,130,10-10b-answer1,’akuni!,不要！,,Direct comparison against official page image and positioned text XML,Recovered complete standalone answer omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0219
page-130,130,10-10b-answer2,ka’anʉ!,不行！,,Direct comparison against official page image and positioned text XML,Recovered complete standalone answer omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0220
page-131,131,10-10b-answer3,aka!,不好！,,Direct comparison against official page image and positioned text XML,Recovered cross-page standalone answer omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0221
page-131,131,10-11,ka’anʉ cucuru sua ka’anʉ ku manmaan ’inia.,我不喜歡他不是真的,,Direct comparison against official page image and positioned text XML,Restored printed spacing and terminal punctuation while preserving source translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0222
page-131,131,10-12,ka’anʉ Pani pacʉpʉngʉ sua ka’anʉ tia aracakanʉ ’inmámia ’esi mupacai sua nguain.,Pani不是不想去打獵，只是他有點累。,,Direct comparison against official page image and positioned text XML,Restored printed spacing and line-wrap continuity,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0223
page-131,131,10-13,ka’anʉ ’akia vántuku sua Mu’u.,Mu’u不是沒有錢。,,Direct comparison against official page image and positioned text XML,Restored printed spacing and punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0224
page-133,133,11-1,’esi tumatang manu musu?,你的孩子在哭嗎？,,Direct comparison against official page image and positioned text XML,Removed metalinguistic non-falling intonation symbol and retained question punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0225
page-133,133,11-2a,macangcangarʉ kara kasu?,你開心嗎？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample; metalinguistic falling intonation arrow removed,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0226
page-133,133,11-2b,’esi kara tumatang manu musu?,你的孩子在哭嗎？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and removed footnote marker,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0227
page-133,133,11-2-footnote29,’esi tumatang kara manu musu?,,,Direct comparison against official page image and positioned text XML,Reviewed directly against footnote 29,no,No aligned Chinese translation is printed,,
page-134,134,11-2c,nikʉmʉʉn kara Pani mamíriki?,Pani吃李子了嗎？,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample and retained the grammatical kara placement while omitting starred alternate placement,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0228
page-134,134,11-2d,’esi kara marivura’ʉ ’uva nguain tamna manu?,’uva在打她的孩子嗎？,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample and retained base grammatical kara placement while omitting parenthetical placement variants,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0229
page-134,134,11-3a,"te kara kasu pokaríkari, saa te kara kasu putukikio?",你要說話，還是你要工作？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0230
page-134,134,11-3b,"tacau isi ia, mintasʉ kara, saa moiarʉ kara?",這隻狗跑得快，還是跑得慢？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0231
page-134,134,11-3c,"tacau isi ia, mintasʉ kara, saa moiarʉ?",這隻狗跑得快，還是跑得慢？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0232
page-135,135,11-4a,"te kara kasu kumakʉnʉ ’uru, saa kamsia?",你要吃飯，還是（吃）糖果？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0233
page-135,135,11-4b,"te kasu kumakʉnʉ kara, saa ka’aan?",你要吃，還是不（吃）？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0234
page-136,136,11-5a,neni sua cau isi?,這人是誰？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0235
page-136,136,11-5b,neni sua cau tinípuru isa?,那個坐著的人是誰？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0236
page-136,136,11-5c,neni sua tia muranʉ Paicʉ?,誰要幫忙Paicʉ？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0237
page-136,136,11-5d,neni ka’anmana musu arakukunu sumasima’ʉ?,你喜歡跟誰一起玩？（你喜歡一起玩的（人）是誰？）,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0238
page-136,136,11-5e,neni nivua musu sinatʉ?,你把書給誰了？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0239
page-136,136,11-6a,neni tamna manu sua ka’anmana musu?,你喜歡的是誰的小孩？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0240
page-136,136,11-6b,neni tamna sua sinatʉ isi?,這書是誰的？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0241
page-137,137,11-7a,neni tia kʉna tarukuka?,雞要吃的是什麼？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0242
page-137,137,11-7b,neni sua siarupaca musu kamanʉngʉ pepe?,你用什麼來製作麻糬？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0243
page-137,137,11-8a,papeni nguain tamna manu?,他有幾個孩子？（屬他的孩子是多少個？）,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0244
page-137,137,11-8b,upeni sua nikʉna musu tammi?,你所吃的地瓜有多少個？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0245
page-137,137,11-8c,upeni tacau musu?,你有幾隻狗？（你的狗是多少隻？）,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0246
page-137,137,11-8d,upeni sua tia avicia musu?,你要帶幾個？（你所要帶的是多少個？）,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0247
page-138,138,11-8e,nimaripusiam kasu miʉra upeni takananga?,你昨天花多少時間收割稻米？,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample and removed footnote marker,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0248
page-138,138,11-8-footnote30,upeni takananga kasu miʉra nimaripusiam?,,,Direct comparison against official page image and positioned text XML,Reviewed directly against footnote 30,no,No aligned Chinese translation is printed,,
page-138,138,11-9a,niaranai kasu nanu iávatu?,你從哪裡來？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0249
page-138,138,11-9b,te kasu múkusa nanu?,你要去哪裡？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0250
page-138,138,11-9c,nipoon kasu nanu kumakʉʉn tammi isi?,你在哪裡吃這地瓜？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0251
page-138,138,11-9d-no-na,te ku musʉ’ʉ nanu sinatʉ isi?,這書我要放哪裡？,,Direct comparison against official page image and positioned text XML,Split the source's optional parenthetical locative marker into the variant without na,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0252
page-138,138,11-9d-with-na,te ku musʉ’ʉ na nanu sinatʉ isi?,這書我要放哪裡？,,Direct comparison against official page image and positioned text XML,Split the source's optional parenthetical locative marker into the variant with na,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0253
page-139,139,11-9e,’esi kasu nanu si’icʉpʉ?,你在哪裡睡覺？,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0254
page-139,139,11-10a,inanuin ka’anmana musu tapi?,你喜歡哪一個背簍？（你喜歡的背簍是哪一個？）,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0255
page-139,139,11-10b,inanuin tapi ka’anmana musu?,你喜歡哪一個背簍？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0256
page-139,139,11-10c,te ku tonanuin toopara tanasa mucaca?,我要搭乘哪一台車？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0257
page-140,140,11-11a,makananu kasu masini?,你現在怎樣？（詢問生活狀況、身體狀況）,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and aligned translation recovered,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0258
page-140,140,11-11b,tia makananu ’angai múkusa na Taipe?,’angai要怎麼去台北的？（詢問交通工具）,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0259
page-140,140,11-12a,’esi kasu pakʉnnanu ’akori?,你對’akori做了什麼？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0260
page-140,140,11-12b,tia pakʉnnanu musu kamanʉngʉ cunuku?,你怎麼做麻糬的？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0261
page-140,140,11-12c,te musu pakʉnnanu tingami isi?,你要怎麼處理這（些）信件？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0262
page-140,140,11-12d,tia pakʉnnanu pusu’aan karu isi?,這些木頭要怎麼搬運？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0263
page-141,141,11-13a,nimikiananu ’angai múkusa na Taipe?,’angai怎麼去台北的？（詢問交通工具）,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0264
page-141,141,11-13b,nimikiananu sua Pori?,Pori怎麼了？（平常很活潑，今天有異狀）,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0265
page-141,141,11-14a-question,cau makananu sua nanmarua isi?,這個年輕人是個怎麼樣的人？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed question,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0266
page-141,141,11-14a-answer,cau mamanʉng.,（他是個）好人。,,Direct comparison against official page image and positioned text XML,Recovered complete printed answer omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0267
page-141,141,11-14b,tia masinang makananu tikuru isi?,這衣服要怎樣的紅？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0268
page-141,141,11-15a,makananu sika’icunu nipinarupua vutuukuru Pani miʉra?,Pani昨天釣到的魚多重？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0269
page-142,142,11-15b,makananu sikamasinang nipatikurua Paicʉ miʉra?,Paicʉ昨天穿的衣服多紅？,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0270
page-142,142,11-16-question,kinamananu sua ’angai mataa ’uva?,’angai和’uva之間的關係是什麼？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed question and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0271
page-142,142,11-16-answer,kinvavara sua ’angai mataa ’uva.,’angai和’uva是手足。,,Direct comparison against official page image and positioned text XML,Recovered complete printed answer omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0272
page-142,142,11-17,te cu makananu!,要怎麼辦啊！,,Direct comparison against official page image and positioned text XML,Retained complete printed exclamation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0273
page-143,143,11-18a,nukunmana kita múkusa na Taipe?,我們什麼時候去台北？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0274
page-143,143,11-18b,tia nukanmana nguain pui’i?,他什麼時候要回來？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0275
page-143,143,11-18c,minmana kasu cinimʉ’ʉra ’inia?,你什麼時候看到他的？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0276
page-143,143,11-19a,amiseni tamu sarunai?,祖父怎麼說？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0277
page-143,143,11-19b,amiseni kasua cina?,媽媽對你怎麼說？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0278
page-143,143,11-19c,miseni muruvakʉ kʉkʉ musu?,你的腿為什麼腫了？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0279
page-143,143,11-19d,miseni múkusa ’inia?,為什麼要去那邊？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0280
page-144,144,11-20a,miseni kasu makásua!,你怎麼那樣！,,Direct comparison against official page image and positioned text XML,Split the machine-combined example into its first independently translated sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0281
page-144,144,11-20b,cucuruana kasu natutu!,你真是頑皮啊！,,Direct comparison against official page image and positioned text XML,Split the machine-combined example into its second independently translated sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0282
page-144,144,11-21a-question1,nikaranómani kasu?,你喝了什麼？,,Direct comparison against official page image and positioned text XML,Split the printed pair into its first independently translated question,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0283
page-144,144,11-21a-question2,miseni mavucʉrʉkʉ cu kasu?,為什麼你飽了？,,Direct comparison against official page image and positioned text XML,Split the printed pair into its second independently translated question and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0284
page-144,144,11-21b,konómani kamu tammi?,你們吃怎樣的地瓜？（詢問哪一種類的，水煮的或烤的）,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0285
page-145,145,11-22a,te kasu makapeni pupui’i?,你要來回幾趟？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0286
page-145,145,11-22b,’urupeni cu kasu tuku?,你使用了幾次鋤頭？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0287
page-145,145,11-22c,te kamu kopeni tammi?,你們要吃幾次地瓜？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0288
page-145,145,11-22d,pirapeni nguain angírisi na Paicʉ?,他分幾次豬肉給Paicʉ？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0289
page-148,148,12-1a,te ku múkusa tamia’aa camai pu’a vutúkuru.,我要去菜市場買魚。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by complete serial-verb sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0290
page-148,148,12-1b-clause1,te ku múkusa tamia’aa camai.,我要去菜市場。,,Direct comparison against official page image and positioned text XML,Split the non-serial comparison into its first independent clause and aligned translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0291
page-148,148,12-1b-clause2,te ku pu’a vutúkuru.,我要買魚。,,Direct comparison against official page image and positioned text XML,Split the non-serial comparison into its second independent clause and aligned translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0292
page-148,148,12-2a,ka’anʉ ku tia múkusa tamia’aa camai pu’a vutuukuru.,我不要去菜市場買魚。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by complete serial-verb sentence and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0293
page-149,149,12-2b-clause1,ka’anʉ ku tia múkusa tamia’aa camai.,我不要去菜市場。,,Direct comparison against official page image and positioned text XML,Split the non-serial comparison into its first independent clause and aligned translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0294
page-149,149,12-2b-clause2,ka’anʉ ku tia pu’a vutuukuru.,我不（是）要買魚。,,Direct comparison against official page image and positioned text XML,Split the non-serial comparison into its second independent clause and aligned translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0295
page-149,149,12-3a,nimuranʉ cu ’apio na Kuatʉ marisiki.,’apio幫過Kuatʉ打掃。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0296
page-149,149,12-3b-starred,*muranʉ ’apio na Kuatʉ nimarisiki cu.,,,Direct comparison against official page image and positioned text XML,Reviewed directly; source marks the form with an asterisk,no,Starred ungrammatical form has no aligned translation,,
page-150,150,12-4a-no-sua,’acuu aracakanʉ nguain miʉra.,他昨天去打獵了。,,Direct comparison against official page image and positioned text XML,Split optional parenthetical subject marker into variant without sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0297
page-150,150,12-4a-with-sua,’acuu aracakanʉ sua nguain miʉra.,他昨天去打獵了。,,Direct comparison against official page image and positioned text XML,Split optional parenthetical subject marker into variant with sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0298
page-150,150,12-4b-no-sua,tia iávatu Pi’i ’utori.,Pi’i要來跳舞。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample and split optional subject marker into variant without sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0299
page-150,150,12-4b-with-sua,tia iávatu sua Pi’i ’utori.,Pi’i要來跳舞。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample and split optional subject marker into variant with sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0300
page-150,150,12-5a,mucaca ku pui’i tanasa.,我走路回家。,,Direct comparison against official page image and positioned text XML,Retained complete printed sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0301
page-151,151,12-5b,’esi tumataang cina po’ucipi camai.,媽媽哭著煮菜。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0302
page-151,151,12-6a-no-sua,mara’an Riau arapana’ʉ.,Riau跑得快。,,Direct comparison against official page image and positioned text XML,Machine heading replaced and optional subject marker split into variant without sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0303
