source_locator,reader_page,example_label,target_candidate,translation_candidate,method,review_status,review_note
page-148,148,12-1,a�te ku múkusa tamia’aa camai pu’a vutúkuru,我要去菜市場買魚。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Retained serial 12-1a and split non-serial 12-1b into two independently translated clauses
page-148,148,12-1a,是標準的連動結構，兩個動詞串連，共同組成的單一謂語，講的,場」，可是（12-1a）強調的是單一事件。,Official positioned text XML; must be checked against page image,REVIEWED_REJECTED,Chinese explanatory prose false positive
page-148,148,12-2,a�ka’anʉku tia múkusa tamia’aa camai pu’a vutuukuru,我不要去菜市場買魚。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Retained serial 12-2a and split cross-page non-serial 12-2b into two independently translated clauses
page-149,149,12-3,a�nimuranʉcu’apio na Kuatʉmarisiki,’apio幫過Kuatʉ打掃。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Restored complete 12-3a and explicitly excluded starred untranslated 12-3b
page-150,150,12-4,a�’acuu aracakanʉ(sua) nguain miʉra,他昨天去打獵了。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded 12-4a-b and split each optional sua into with-marker and without-marker variants
page-150,150,12-5,a�mucaca ku pui’i tanasa,我走路回家。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Retained 12-5a and recovered cross-page 12-5b
page-151,151,12-6,a�mara’an (sua) Riau arapana’ʉ,Riau跑得快。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded 12-6a-b and split optional sua into explicit variants
page-151,151,12-7,tavara’ʉ(sua) Vanau makananguru,Vanau會游泳。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Split optional sua into explicit with-marker and without-marker variants
page-151,151,12-8,a�múciri kita kumakʉnʉ,（因為沒有椅子）我們站著吃。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to both printed subexamples 12-8a-b
page-152,152,12-9,nimakaturu cu ku mururu pangka isi,我已經擦這桌子擦三次了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Retained complete printed sentence
page-152,152,12-10,a�’esi cu ku matiananai sumasʉpʉrʉ,我已經在開始唸這本書了。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Completed continuation line in 12-10a and recovered 12-10b
page-152,152,12-11,a�ma’icʉpʉku marisinatʉ,我害怕寫字。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to both printed subexamples 12-11a-b
page-153,153,12-12,muiri’ikua sua takituturua marisinitʉ,老師勉強我寫字。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored printed spacing and punctuation and completed chapter 12
page-155,155,13-1,cinimʉ’ʉra kim manu isa tamna kavangvang tacau,我們看過那個小孩全部的狗。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Retained complete printed sentence and began chapter 13
page-156,156,13-2,a�cinimʉ’ʉra ku Rangui tinitaini kʉna,我看過Rangui丟過食物。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to all three printed subexamples 13-2a-c
page-156,156,13-3,a�tinimana ku Cimseeng paracani,我聽過Cimseeng唱歌。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded to 13-3a-d across pages 156-157 and split optional miʉra in 13-3c into two variants
page-157,157,13-4,tavara’ʉkara kasu Kanakanavu tamna niurina?,你知道卡那卡那富族的習俗傳統嗎？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored printed spacing and punctuation
page-158,158,13-5,a�tavara’ʉkara kasu tia nukanmana nguain muru’ucangʉ?,你知道她什麼時候要結婚嗎？,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to both printed subexamples 13-5a-b
page-158,158,13-6,a�potucucuru ku tia iávatu nguain,我相信他會來。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to both printed subexamples 13-6a-b
page-159,159,13-7,a�tavara’ʉku nimu’anupu nguain miʉra,我知道他昨天有去狗獵。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to all three printed subexamples 13-7a-c
page-159,159,13-8,tavara’ʉku rumaringai,我會設陷阱（我有能力設陷阱）。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored printed spacing and punctuation
page-159,159,13-9,miana ka’anʉtavara’ʉkumakʉnʉ’angírisi,以前是不能吃豬肉的（以前的環境不允許吃豬肉）。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored printed spacing and punctuation
page-160,160,13-10,"a�makasi sua’avia,“ka’anʉku tia múkusa’akuan tamna tanasa sumasima’ʉ�”",’avia說：「我不要去’akuan家玩。」。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded to all six printed subexamples 13-10a-f across pages 160-161 and restored quote boundaries
page-161,161,13-10a,或（13-10d）的ku「我」是最明顯直接引語的呈現。,某人）說」如（13-10b）。,Official positioned text XML; must be checked against page image,REVIEWED_REJECTED,Chinese explanatory prose false positive
page-161,161,13-10f,，有時可以表達「（心）想、以為」如下面（13-11）。,所示。,Official positioned text XML; must be checked against page image,REVIEWED_REJECTED,Chinese explanatory prose false positive
page-162,162,13-11,koo kee usʉ’ʉn na cʉpʉngʉ�tia aramamanʉng nusoni misee,,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored clause boundary and aligned translation from page image
page-162,162,13-12,"a�nakai niaranai nanu sua nganai Namásia isi? matárava masini, makai’akia",術）。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Split multi-sentence 13-12a into question and statement and recovered complete 13-12b
page-163,163,13-13,tavara’ʉkara Pori masiKanakanavu?,Pori會講卡那卡那富語嗎？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored printed spacing and punctuation
page-163,163,13-14,a�pakasiin maku’avia’apu’iara kumakʉnʉ,我跟’avia說慢慢吃。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to all four printed subexamples 13-14a-d and restored quote boundaries
page-164,164,13-15,"matárava cu taniara, pasiin kee cina in,“te cu ku muca�”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Completed cross-page 13-14e then restored full quoted 13-15 and aligned translation
page-164,164,13-16,a�pasoo mamanuísua makanangurua na macikarʉcanumu,跟那些小孩說要在水淺的地方游泳。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded to all three printed subexamples 13-16a-c across pages 164-165
page-165,165,13-17,"Rapinipinia kisʉʉn mita, sii’itúmuru pini’inia",我們叫做Rapinipinia（地名）是因為那邊有很多咬人貓。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored printed spacing and punctuation
page-165,165,13-18,nguain tamna cina nimatanganai’inia Kiua kisʉʉn,他媽媽為他取名為Kiua。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored printed spacing and punctuation
page-166,166,13-19,a�makaríkari pa cau mataa marʉkurapʉ,人與獸類一起討論。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to all six printed subexamples 13-19a-f and completed chapter 13
page-167,167,14-1,a�me’icunu kara (sua) niava musu nonoman?,用力拉你握著的繩子！,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Corrected machine translation from 14-1a and expanded 14-1a-b into explicit optional-sua variants
page-168,168,14-1,"c�maká’ʉna nguain rumariu’u, nakai sua tinaini kee sanapisapiísua ia,’acuu",很多情況之下是可以被省略的。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Completed line-wrapped 14-1c and replaced prose fragment with aligned translation
page-168,168,14-2b,。中心語位置在關係子句之外的句型，關係子句大多出現在中心語之,連接。,Official positioned text XML; must be checked against page image,REVIEWED_REJECTED,Chinese explanatory prose false positive
page-168,168,14-2,a�’esi nanu Cakʉrʉsua nipapuciria Kanakanavu?,卡那卡那富所立的聚會所在哪裡？,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded to both center-position variants 14-2a-b across pages 168-169
page-169,169,14-3,主事焦點關係子句,拿走我的書的人來了。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Replaced heading with all three focus-specific relative-clause examples 14-3a-c
page-170,170,14-4,"a�miaa upitu takananga miaróvana,’esi ku kumakʉnʉ",昨天晚上七點的時候，我正在吃飯。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to both printed subexamples 14-4a-b
page-171,171,14-5,"a�miaa koo pa ku iávatu ia,’ace cu nguain",,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded to both printed subexamples 14-5a-b and recovered complete translations
page-171,171,14-6,"marivivini,’apucanʉn cau tarukuka mákari taniarʉ",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored complete sentence and aligned translation
page-171,171,14-7,"niara kee tumatini na nguain tamna vuku�makásua cu, pui’i cu na tanasa",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored clause boundaries and aligned translation
page-172,172,14-8,aranai’inia cau mavuvuarʉmataa marʉkurapʉ,用noo，如（14-9b），亦可不用noo，單用依附詞=in及主題標記ia如（14-9c）。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored complete sentence and replaced machine prose translation with aligned source translation
page-172,172,14-9,"a�noo’unain vavuru tamna’anuka ia, kamanʉnga vavuru tamna ringai",如果有（看到）山豬的足跡，就要做山豬的陷阱。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to all three conditional structures 14-9a-c
page-173,173,14-10,’apangʉrʉʉn kee nivanga móvua na nguain tamna kinvavara,他把香蕉分半給他的兄弟姊妹。假如不分的話，或許兄弟姐妹會肚子餓。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Split source example into two independently translated sentences
page-173,173,14-11,"a�’urunómani kamu pa’ici, noo kasisi Mikongu?",在米貢祭的時候，你們（究竟）用什麼酒？,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to both temporal noo examples 14-11a-b
page-173,173,14-12,"a�ucaniava’umu’ʉcanʉin ia, ka’anʉcu ku tavara’ʉiávatu",如果下雨，我就不能來。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded to both conditional-marker variants 14-12a-b across pages 173-174
page-174,174,14-13,所示。masii「（因…，）才」提供主要事件一個結果的框架，表達前後,兩個子句或兩個事件的因果關係，如（14-14）所示。,Official positioned text XML; must be checked against page image,REVIEWED_REJECTED,Chinese explanatory prose false positive
page-174,174,14-13,"a�vanai sii’umu’ʉcanʉmacaru cacanʉ, nimusucaru ku",因下雨路滑，所以我滑倒了。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded to all four cause-clause subexamples 14-13a-d across pages 174-175
page-175,175,14-14,patimanʉngoo musʉ’ʉvántuku musu; masii ka’anʉko’uʉn cau,把你的錢放好，別人才不會偷走。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored printed spacing and punctuation
page-175,175,14-15,"maraa taningninga sua tapaicaa Nancʉsiensii tamna cunumu,ímua maraa",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Completed line-wrapped sentence and recovered aligned translation
page-176,176,14-16,"a�’apaco’e ka’anʉcu tavara’ʉcumacʉ’ʉra tamu nanakʉmaku, nakai ka’an",我的祖母雖然眼睛無法看了，但她沒有耳聾。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded to 14-16a plus explicit optional-’apaco’e variants of 14-16b
page-176,176,14-17,"nakai sii tinituruʉn cu kee cau, nimu’uru’uru arávari na ka’anʉ’apitarʉ",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Completed line-wrapped sentence and recovered aligned translation; completed chapter 14
page-177,177,15-1,a�aratʉkʉnʉPani mataa Na’u,Pani和Na’u分開（離婚）了。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded to all four printed subexamples 15-1a-d across pages 177-178
page-178,178,15-2,"a�(sua) Savoo mataa Rangui tamna mamanu ia, Kanakanavu tamna",Savoo和Rangui的孩子是優秀的卡那卡那富青年。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded 15-2a into optional-sua variants and recovered 15-2b
page-178,178,15-3,"a�vanai tia’apacangcangarʉʉn’aree, paracani mataa’utori Piori",為了讓’aree開心，Piori唱歌又跳舞。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded to all three printed subexamples 15-3a-c across pages 178-179
page-179,179,15-4,如下：,,Official positioned text XML; must be checked against page image,REVIEWED_REJECTED,Chinese explanatory prose false positive
page-179,179,15-4,"a�miaa campe kim’arupara mataa Miciko ia, ka’anʉku tavara’ʉtupuru na",在我剛剛和Miciko結婚的時候，我無法在家裡坐著。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to all three printed subexamples 15-4a-c
page-180,180,15-5,"a�sii’akia cau tarakanangʉnanakʉísua,’una kesoni’inia niaranai nanu mataa",他要生火，要煮東西，還要梳洗。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Completed cross-page 15-4d and expanded 15-5a-b with correct aligned translations
page-181,181,15-6,"mataa paira noo karanana cau tumatúturu’ʉna ia, karanana kangvang kari in",兩個，連接詞通常置放在最後一個詞組前，如（15-7e）所示。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Replaced machine prose translation with aligned source translation and restored spacing
page-181,181,15-7,"a�noo tatia cu’avia mataa Pori ia, manasʉtia tuRa’ani,’avia kara saa Pori?",如果’avia跟Pori長大後，很可能會成為領導，是’avia呢或是Pori呢？,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to all five printed subexamples 15-7a-e across pages 181-182
page-182,182,15-8,a�tavara’ʉkasu mukʉrʉtarimu nukai tuku ti’ingai múkusa‘umó’uma,你可以拿著大鋤頭或小鋤頭到田裡。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded machine heading to both printed subexamples 15-8a-b
page-183,183,15-9,"a�vanai tia’apacangcangarʉʉn Pi’i, tia paracani Pani nukai’utori",為了讓Pi’i開心，Pani要唱歌或者跳舞。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded to affirmative nukai and interrogative saa variants 15-9a-b
page-183,183,15-10,Pani masini marʉngʉcai kara nukai manʉkʉpai?,Pani現在是高或者矮呢？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored printed spacing and punctuation
page-183,183,15-11,a�tia kara kasu mu’uru’uru komumuarʉnukai tia mu’uru’uru marʉmʉcʉ?,你要先吃點心或者先洗澡？,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Retained 15-11a and split multi-sentence 15-11b into statement and question
page-184,184,15-12,’angai kara sua tia maramʉnonoman nukai Vanau tia maramʉnonoman?,是’angai要撿東西，還是Vanau要撿？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Restored printed spacing and punctuation
page-184,184,15-13,a�maraa ta’uici’angai saa/sua na Pani,’angai比Pani瘦。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Expanded 15-13a-c and split each saa/sua slash alternative into explicit variants; completed chapter 15
page-187,187,1,用來分開具同等地位,之詞或詞組。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Recovered period example and comma list plus two-sentence ownership dialogue from punctuation appendix table
page-187,187,2,用於直接引用的句子之 múkusa’inia!”,前。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Recovered complete translated direct-quotation example from punctuation appendix table
page-187,187,3,"用於隔開複雜句內各分 （b）’esi makananguru’akori, ’esi sumasapuarʉsua’angai,",的停頓。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Recovered both complete translated clause-separation examples from punctuation appendix table
page-187,187,4,"用於「主題標記」ia之 Kini, koo pa nguain’ai’i ’ikua",了，他還沒拿來還我。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Recovered all three complete translated topic-marker punctuation variants from appendix table
page-188,188,1,用於分隔地位平等的,嗇。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Recovered all six complete translated semicolon examples from appendix table
page-188,188,2,用分號來附加說明前,一句之內容。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Recovered explanatory-semicolon example and both quotation-mark examples from appendix table
page-190,190,1,用在進一步說明。,常會惱羞成怒。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Recovered and split two complete translated dash-example sentences
page-190,190,2,用以舉例。,A：誰偷了Paicʉ所曬的肉？,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Recovered complete translated dash dialogue as separate question and answer
page-190,190,1,用在述說未完，還有 cucuruana’una’incu!,例子未舉出。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Recovered complete translated ellipsis example
page-190,190,2,用在述說未完或述說 …’aa!’esacu nguain,不清楚、語帶含糊。,Official positioned text XML; must be checked against page image,REVIEWED_EXPANDED,Split second ellipsis example into sentence interjection and final sentence and retained song hyphenation example
page-221,221,1,"miana ’ʉnai mamane=mita ia, u-rucin=kani meesua taniarʉ",以前我們（卡那卡那富族）大地，那時有兩個太陽。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-221,221,2,"’apa-puiri u-rucin taniarʉ ara-pi-piningi, ímua tan-taniara ma-ciasʉ taniara, ’akia mapitʉ’ʉ",兩個太陽輪流出現，所以每天都是白晝，沒有夜晚。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-221,221,3,"muru’inasʉ cau meesua, sii ka’anʉ tavara’ʉ tia nukanmana aramia’ʉ?",當時的人類很困擾，因為不知道要何時起床？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-222,222,4,tia nukanmana putukikio?,何時要工作？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-222,222,5,tia nukanmana tarasangai?,何時可以休息？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-222,222,6,ma-rápusu kavangvang ’ʉnai mamane,大地非常的混亂。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-222,222,7,’akia cau tavara’ʉ te=cu makananu nuari,沒有人知道未來將如何。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-223,223,8,"meesua, ’una tacini nanmarua nanakʉ",當時有一位少女。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-223,223,9,"nanara=kani, miacicini c<um>a-cʉvʉrʉ",據說是個孤兒，獨自一人生活。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-223,223,10,"’una=kani cani taniara, m-ukusa cakʉran sua nanakʉ",據說有一天，那位少女去河流。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-223,223,11,tia r<um>a-riu’u vutúkuru,（她）想撈魚。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-223,223,12,"campe tia r<um>a-riu’u, ni-riu’u=kee u-cani sanapisapi",才剛要撈魚，（就）撈到一個木片。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-223,223,13,ni-ara=kee t<um>aini,她拿起來丟棄。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-223,223,14,"ma-ka-’ʉna nguain r<um>a-riu’u, nakai sua t<in>aini=kee sanapisapi ísua ia, ’acuu ma-ka-’ʉna musikarʉ na nguain tamna sapuarʉ",她繼續撈魚，但是那被丟棄的木片，又再次的進入她的撈網。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-224,224,15,"ara-kuracʉ nanakʉ ísua, sii pa-rápusu ’inia r<um>a-riu’u vutúkuru",那少女很生氣，因為擾亂了她撈魚。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-224,224,16,"pa-cʉpʉngʉ nanakʉ, “ʉʉ’ʉ kʉcʉ! te=maku avici-ʉn na tanasa sia-rupaca=maku matuapuru” misee",女的心想說，「好吧！我要帶到家裡，用來生火」。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-224,224,17,ni-ara=kee t<um>atini na nguain tamna vuku,他拿起來掛在他的腰帶。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-224,224,18,"makásua=cu, pui’i=cu na tanasa",之後就回家了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-224,224,19,"matárava rovana, te=cu matuapuru",到了晚上想要起火。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-224,224,20,te=kani po’ucipi ’uru,據說要煮飯。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-224,224,21,tikirimi-ʉn=kee sanapisapi ísua,他要找那個木片。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-225,225,22,’akia na nguain tamna vuku,（但）不在他的腰帶上。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-225,225,23,"ti<kiri>kirimi-ʉn=kee na namuriungu tanasa, ’akia!",他家裡四周找找，沒有（找到那個木片）！,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-225,225,24,"pa-cʉpʉ-cʉpʉngʉ nanakʉ, cu-curu nínparu!",少女心想，真是怪事！,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-225,225,25,"nakai ka’anʉ kasakʉnʉ-ʉn, makenanu ma-roka",但這也不是什麼很重要的事，不見了也無所謂。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-225,225,26,ma-tasa’ai na ta-tarʉ,,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-225,225,27,’acuu s<in>i’icʉpʉ,睡著了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-226,226,28,aramia’ʉ akini taniara,隔天醒來。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-226,226,29,ukʉrʉ-ʉn nanakʉ nguain tamna vʉcʉkʉ,少女摸著肚子。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-226,226,30,miseni makai ’una karanana,怎麼好像有點怪怪的。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-226,226,31,koo=kee usʉ’ʉ-ʉn na cʉpʉngʉ tia ara-ma-manʉng nusoni misee,她沒放在心上，心想待會兒會好起來的。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-226,226,32,"miaranau=cu, ara-surumu ni-pívura nanakʉ ísua",但是過了一段時間，那少女突然懷孕了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-226,226,33,koo miaranau ni-ka-manu-manu ’a’ai sarunai,過沒多久就生出男嬰。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-226,226,34,cu-curu ma-cangcangarʉ nanakʉ ísua,少女高興極了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-226,226,35,pati-manʉngʉ-ʉn=kee ’apa-cʉvʉrʉ,用心的養育那位男孩。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-226,226,36,pata-nganai-ʉn=kee Parumaci kisa-ʉn,為他取名為Parumaci。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-227,227,37,ara-tatia=cu sua manu sarunai na-Parumaci,那位名為naParumaci的男孩長大了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-228,228,38,"’apaco’e ka’anʉ=pa ni-mararupang, nakai mintasʉ=cu mataa ’una ’íntasʉ",雖然還沒有成年，但是力量與膽識都已經足夠。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-228,228,39,’esi=cu ki<pa>papa sa-sarunai aracakanʉ,可以跟隨成年的男士出獵。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-228,228,40,"paira noo c<in>i’ʉra=cu=kee tapinange ia, rangrang=cu m-anguru",每次只要被他看到的鳥類，（鳥類）都很難逃走。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-228,228,41,"iacu’u-ʉn=kee, mu-pana’ʉ, matapari’i=cu",他瞄準、射擊，（鳥）就掉下來了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-228,228,42,"kavangvang marʉkurapʉ, makai vutunu, vavuru, takuisi, to’urung, ’apaco’e ’anuka maa c<in>i’ʉra-a=kee, mátʉa tavara’ʉ nguain ’ap-maica ni-maica-a marʉkurapʉ páriku",足跡追上去。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-228,228,43,atʉnʉ-ʉn=kee mu-pana’ʉ um-ara,他找到獵物射擊捕獲。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-229,229,44,mamumʉkʉ nguain tamna kʉkʉnang,他的同伴們非常的疑惑。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-229,229,45,’esi pakʉnnanu=kee m-ara sua marʉkurapʉ ísua?,究竟怎樣獲得那些獵物？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-229,229,46,tia tinara’ʉ-ʉn kʉkʉnangʉ=in,他的同伴們想對他搗蛋。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-229,229,47,"’una cani taniara, ’esi na rʉmʉra aracakanʉ, pasi-ʉn kʉkʉnangʉ=in, “Parumaci! mu-canumu-a=pa=kasu�”",挑水」。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
