id,verdict,fragment,source
Atayal_b960fb08-b90a-f011-bd65-00155db40116,resolved,,"hera / hera ga, sinsiy maras llaqi matas bih qnryang."
Atayal_3cf7dfb5-c116-ff31-3d14-3a19b0dffe32,resolved,,"hga ga ini sami nha tqrgi, kwara/kora ke wal nha skayal ga balay balay sa."
Atayal_24f40203-b90a-f011-bd65-00155db40116,resolved,,"hilaw / helaw balay hminas kisya, ini kzinga lga ini ktay qu kisyaʼ la."
Atayal_19fa0203-b90a-f011-bd65-00155db40116,resolved,,"hiya cyux tmugun la, baha hmswa hiya ga ini abi hera / heraʼ / shera."
Atayal_d65efb08-b90a-f011-bd65-00155db40116,resolved,,hiya ga aring hngan / lhngan hera / shera mxal tunux ru mutaq uzi.
Atayal_27f50203-b90a-f011-bd65-00155db40116,resolved,,hiya ga cyux mtama gleng na kktan kitaʼ / klihaw.
Atayal_1479ed30-9400-e2b1-95b0-3a19b0e1922a,resolved,,hiya ga kmnyut sebwal wal nya san mtbaziy lnamu/namu nya sasan.
Atayal_22f50203-b90a-f011-bd65-00155db40116,dropped,"hiya ga, aring sasan si ini hngaw kmal muc / mha kinmxal tunux nya","hiya ga, aring sasan si ini hngaw kmal muc / mha kinmxal tunux nya"
Atayal_addd1fd4-8a33-f011-8fad-000d3a8250a0,resolved,,"hiya ga, ini soyaʼ squci sqcyan beh / bih tanux."
Atayal_1cfb0203-b90a-f011-bd65-00155db40116,dropped,hiyaʼ / hiya ga mqum / qtamum qutux yal na yabaʼ tluling hopa nqu biluk.,hiyaʼ / hiya ga mqum / qtamum qutux yal na yabaʼ tluling hopa nqu biluk.
Atayal_f3b40afd-b80a-f011-bd65-00155db40116,resolved,,hiyaʼ / hiya ga sinsiy maku / makuʼ.
Atayal_d35efb08-b90a-f011-bd65-00155db40116,resolved,,"hiʼ / hi na squliq ga, cingay qu mumuʼ / mumu nyaʼ / nya."
Atayal_f9b40afd-b80a-f011-bd65-00155db40116,dropped,hm-yapas / mno / mnaw sami squ pqwasan biruʼ ki rangiʼ / rangi makuʼ.,hm-yapas / mno / mnaw sami squ pqwasan biruʼ ki rangiʼ / rangi makuʼ.
Atayal_02b50afd-b80a-f011-bd65-00155db40116,resolved,,hminas sakuʼ ngasal ni yaki / yakiʼ makuʼ.
Atayal_054217da-8a33-f011-8fad-000d3a8250a0,resolved,,hminas sakuʼ ngasal ni yaki/yakiʼ makuʼ.
Atayal_1d17904e-afa7-4ae4-12a7-3a1bf26cd30e,resolved,,hmit balay sbaziy ana nanu qeqaya qu bziran/bbiran qani.
Atayal_8c406cad-1527-b799-6d94-3a19b0dcf669,resolved,,hmit bziran hi/he bzywak/bzyok misuw qani la!
Atayal_0bcf3996-a130-f011-8fad-000d3a8250a0,dropped,hmswaʼ / hmswa qu swsay / sswe kneril shiraʼ?,hmswaʼ / hmswa qu swsay / sswe kneril shiraʼ?
Atayal_1dfb0203-b90a-f011-bd65-00155db40116,resolved,,hmut magal qqayaʼ / qeqayaʼ squliq ga mquriq son nha la .
Atayal_0f60fb08-b90a-f011-bd65-00155db40116,dropped,hopa / hopaʼ / krahuʼ / cyaba tnuxan qani ga rwa na qbsuyan mu / muʼ / makuʼ.,hopa / hopaʼ / krahuʼ / cyaba tnuxan qani ga rwa na qbsuyan mu / muʼ / makuʼ.
Atayal_a161fb08-b90a-f011-bd65-00155db40116,resolved,,hopa / hopaʼ balay rnguʼ / rngu nya / nyaʼ mlikuy qani.
Atayal_83b30afd-b80a-f011-bd65-00155db40116,dropped,hopa / krahu ru mtumaw balay qu byacing.,hopa / krahu ru mtumaw balay qu byacing.
Atayal_11fc0203-b90a-f011-bd65-00155db40116,resolved,,"hopa iyal puniq la, cyux mtkalux snuling ta ngahiʼ / ngahi la."
Atayal_abf40203-b90a-f011-bd65-00155db40116,dropped,hopaʼ / hopa / krahuʼ / krahu balay kacing qani.,hopaʼ / hopa / krahuʼ / krahu balay kacing qani.
Atayal_0bf40203-b90a-f011-bd65-00155db40116,resolved,,"hopaʼ / hopa iyal syam qani la, ani cipoq hmobing."
Atayal_ebb20afd-b80a-f011-bd65-00155db40116,resolved,,hopaʼ / hopa ru sbing balay qu qwirux qani.
Atayal_16f40203-b90a-f011-bd65-00155db40116,dropped,hopaʼ / krahu balay btunux qani.,hopaʼ / krahu balay btunux qani.
Atayal_18f40203-b90a-f011-bd65-00155db40116,resolved,,"hrhul kayal tanux la, msqun ta mhkani / mhkangi tanux ma."
Atayal_51f70203-b90a-f011-bd65-00155db40116,resolved,,htngi qu llyuw na qhuniq ru lomaw / lawmaw taʼ.
Atayal_76291af1-b80a-f011-bd65-00155db40116,resolved,,htngi qu llyuw na qhuniq ru lomaw/lawmaw taʼ.
Atayal_8ac4e64f-91ef-378a-48fc-3a1bf1cf904e,resolved,,"huqan abaw ga, mhuqil/mhoqil yutak la."
Atayal_b4a3da2b-f225-ec92-2338-3a1c1c68cacb,resolved,,"hzyaq/ghzyaq hazi kayal, qeri/qiri mnbuw qsya kilux."
Atayal_385ffb08-b90a-f011-bd65-00155db40116,dropped,ima / imaʼ qu nisan mnwah ngasal taʼ squliq / tayal qasa?,ima / imaʼ qu nisan mnwah ngasal taʼ squliq / tayal qasa?
Atayal_2362fb08-b90a-f011-bd65-00155db40116,resolved,,ima qu betunx / baytunux na sinsiy / (sinsi pcbaq biruʼ ) qani hiya / hiyaʼ?.
Atayal_ec261af1-b80a-f011-bd65-00155db40116,resolved,,ima qu betunx/baytunux na sinsiy/(sinsi pcbaq biruʼ ) qani hiya/hiyaʼ?.
Atayal_18fc0203-b90a-f011-bd65-00155db40116,dropped,"imaʼ / ima qu cyux mtquciʼ / tpik, swaʼ / swa nyux sknux balay sokan?","imaʼ / ima qu cyux mtquciʼ / tpik, swaʼ / swa nyux sknux balay sokan?"
Atayal_0ff40203-b90a-f011-bd65-00155db40116,resolved,,imaʼ qu gwagun / yagun suʼ hmut mita / mitaʼ kyaʼ nanak.
Atayal_1ff40203-b90a-f011-bd65-00155db40116,dropped,imaʼ qu kneril cyux msʼurux tay / te sqasa?,imaʼ qu kneril cyux msʼurux tay / te sqasa?
Atayal_d6f50203-b90a-f011-bd65-00155db40116,dropped,ini / iniʼ saku / sakuʼ kpyux iyal maniq kmsyaʼ / maru / maruʼ kuzing.,ini / iniʼ saku / sakuʼ kpyux iyal maniq kmsyaʼ / maru / maruʼ kuzing.
Atayal_23442efa-251f-54a9-9500-3a1bf21f6865,dropped,"ini baqi minnbu nenanu qu hiya, pongan ga cyux mbuluq/mzitux roziq nya lma.","ini baqi minnbu nenanu qu hiya, pongan ga cyux mbuluq/mzitux roziq nya lma."
Atayal_8b656373-e00f-57d3-cbc2-3a19b0e26138,resolved,,ini baqi swa mhuqil/mhoqil qu hozil/huzil maku la .
Atayal_f1f80203-b90a-f011-bd65-00155db40116,resolved,,ini baqi swaʼ mhukil / mhoqil qu hozil / huzil maku la .
Atayal_8f587928-971a-6d93-0b5f-3a1bf70354c8,resolved,,"ini ktohiq/ktwahiq iyal ki eki qu ngasal mama mu, sobih/sawbih balay tpan turuy lga tehuk la."
Atayal_e65efb08-b90a-f011-bd65-00155db40116,resolved,,ini nya / nyaʼ suqiy / suqi qu zywaw / mtzywaw nya / nyaʼ na / naʼ.
Atayal_28601fbb-26b4-c70b-e4df-3a19b0dc548d,dropped,ini si xiryu/xiryo/ttexi kwara/kora qu pinuhi/pnuhi/pnuya/pinuya pinbahuw myan qmayah/mayah.,ini si xiryu/xiryo/ttexi kwara/kora qu pinuhi/pnuhi/pnuya/pinuya pinbahuw myan qmayah/mayah.
Atayal_38b40afd-b80a-f011-bd65-00155db40116,resolved,,ini soya maniq giriʼ / girl qu sswe kneril.
Atayal_23f40203-b90a-f011-bd65-00155db40116,resolved,,"iniʼ / ini kzingaʼ / kzinga lga, mqwalax la."
Atayal_12062fc8-8a33-f011-8fad-000d3a8250a0,resolved,,iniʼ sakuʼ / saku sawyaʼ / soya maniq topu / tawpuʼ.
Atayal_f2b40afd-b80a-f011-bd65-00155db40116,dropped,iniʼ si xiryu / xiryo / ttexi kwara qu pinuhiʼ / pnuhi / pnuyaʼ pinbahu myan mayah.,iniʼ si xiryu / xiryo / ttexi kwara qu pinuhiʼ / pnuhi / pnuyaʼ pinbahu myan mayah.
Atayal_fafb26b6-8a33-f011-8fad-000d3a8250a0,dropped,iniʼ si xiryu/xiryo/ttexi kwara qu pinuhi/pnuhi/pnuyaʼ pinbahu myan mayah.,iniʼ si xiryu/xiryo/ttexi kwara qu pinuhi/pnuhi/pnuyaʼ pinbahu myan mayah.
Atayal_77291af1-b80a-f011-bd65-00155db40116,dropped,iniʼ si xiryu/xiryo/ttexi kwara qu pinuhiʼ/pnuhi/pnuyaʼ pinbahu myan mayah.,iniʼ si xiryu/xiryo/ttexi kwara qu pinuhiʼ/pnuhi/pnuyaʼ pinbahu myan mayah.
Atayal_d4eb7ba3-b80a-f011-bd65-00155db40116,resolved,,"iniʼ suʼ bleqi kmahang/mlahang hiʼ suʼ lga, pʼyangiʼ suʼ babaw nyaʼ ay."
Atayal_a3f40203-b90a-f011-bd65-00155db40116,resolved,,inu / inuʼ qu sqani hiya / hiyaʼ
Atayal_a464fb08-b90a-f011-bd65-00155db40116,dropped,"ita / itaʼnyux mqwas biru ga siki qnzyat balay, yal qani lga mosa / musaʼ thuyay mblaq mspngan.","ita / itaʼnyux mqwas biru ga siki qnzyat balay, yal qani lga mosa / musaʼ thuyay mblaq mspngan."
Atayal_79291af1-b80a-f011-bd65-00155db40116,dropped,"ita/itaʼnyux mqwas biru ga siki qnzyat balay, yal qani lga mosa/musaʼ thuyay mblaq mspngan.","ita/itaʼnyux mqwas biru ga siki qnzyat balay, yal qani lga mosa/musaʼ thuyay mblaq mspngan."
Atayal_1df50203-b90a-f011-bd65-00155db40116,resolved,,"itaʼ / ita cikay khiʼ / khi na gasil son mu qu hiya, ana ga qthuy gasil sbiq saku / sakuʼ nya / nyaʼ."
Atayal_0b6430bc-8a33-f011-8fad-000d3a8250a0,resolved,,itaʼ ga mggaluʼ / gmaluʼ taʼ ru prraw taʼ.
Atayal_c6dd1fd4-8a33-f011-8fad-000d3a8250a0,dropped,"iyat baq / qbaq / pqbaq mwah mgluw ita / itaʼ mlahuy kira qu hiya, hazi cyux / maki binah / szywagan bzinah zyway nya / nyaʼ.","iyat baq / qbaq / pqbaq mwah mgluw ita / itaʼ mlahuy kira qu hiya, hazi cyux / maki binah / szywagan bzinah zyway nya / nyaʼ."
Atayal_4fb40afd-b80a-f011-bd65-00155db40116,dropped,"iyat baq / qbaq / pqbaq mwah mgluw ita / itaʼ mlahuy kira qu hiya, hazi cyux / maki binah / szywagun bzinah zyway nya / nyaʼ.","iyat baq / qbaq / pqbaq mwah mgluw ita / itaʼ mlahuy kira qu hiya, hazi cyux / maki binah / szywagun bzinah zyway nya / nyaʼ."
Atayal_7a291af1-b80a-f011-bd65-00155db40116,dropped,"iyat baq/qbaq/pqbaq mwah mgluw ita/itaʼ mlahuy kira qu hiya, hazi cyux/maki binah/szywagun bzinah zyway nya/nyaʼ.","iyat baq/qbaq/pqbaq mwah mgluw ita/itaʼ mlahuy kira qu hiya, hazi cyux/maki binah/szywagun bzinah zyway nya/nyaʼ."
Atayal_b3fa0203-b90a-f011-bd65-00155db40116,resolved,,"iyat makuʼ / maku lukus lga, lukus na ssway makuʼ / maku knayril / kneril qu mqalux lukus qani la."
Atayal_b1f40203-b90a-f011-bd65-00155db40116,dropped,"iyat nya / nyaʼ sinpyangun / sinpyangan / sinpiyang / spzyang mkaʼ / mka kopuʼ / kopu, kana su / suʼ kusa kya smayuʼ / smayu / (kbkaʼ smʼang).","iyat nya / nyaʼ sinpyangun / sinpyangan / sinpiyang / spzyang mkaʼ / mka kopuʼ / kopu, (kana su / suʼ kusa kya) / (kana su / suʼ uci kyaʼ ) smayuʼ / smayu / (kbkaʼ smʼang)."
Atayal_b1f40203-b90a-f011-bd65-00155db40116,dropped,"iyat nya / nyaʼ sinpyangun / sinpyangan / sinpiyang / spzyang mkaʼ / mka kopuʼ / kopu, kana su / suʼ uci kyaʼ smayuʼ / smayu / (kbkaʼ smʼang).","iyat nya / nyaʼ sinpyangun / sinpyangan / sinpiyang / spzyang mkaʼ / mka kopuʼ / kopu, (kana su / suʼ kusa kya) / (kana su / suʼ uci kyaʼ ) smayuʼ / smayu / (kbkaʼ smʼang)."
Atayal_7b291af1-b80a-f011-bd65-00155db40116,dropped,"iyat nya/nyaʼ sinpyangun/sinpyangan/sinpiyang/spzyang mkaʼ/mka kopuʼ/kopu, kana su/suʼ kusa kya smayuʼ/smayu/(kbkaʼ smʼang).","iyat nya/nyaʼ sinpyangun/sinpyangan/sinpiyang/spzyang mkaʼ/mka kopuʼ/kopu, (kana su/suʼ kusa kya)/(kana su/suʼ uci kyaʼ ) smayuʼ/smayu/(kbkaʼ smʼang)."
Atayal_7b291af1-b80a-f011-bd65-00155db40116,dropped,"iyat nya/nyaʼ sinpyangun/sinpyangan/sinpiyang/spzyang mkaʼ/mka kopuʼ/kopu, kana su/suʼ uci kyaʼ smayuʼ/smayu/(kbkaʼ smʼang).","iyat nya/nyaʼ sinpyangun/sinpyangan/sinpiyang/spzyang mkaʼ/mka kopuʼ/kopu, (kana su/suʼ kusa kya)/(kana su/suʼ uci kyaʼ ) smayuʼ/smayu/(kbkaʼ smʼang)."
Atayal_fa5ffb08-b90a-f011-bd65-00155db40116,resolved,,"iyat nyaʼ / nya ptrang cyux squ babaw hanray qasa lga, rwa imaʼ / ima lpi?"
Atayal_742a6126-22dc-857b-f629-3a19b0e060e2,dropped,"iyat saku pkaki/pʼaki ngasal/ciwal cyugal ryax qani, khangi cikay/cikah qnyatan mu.","iyat saku pkaki/pʼaki ngasal/ciwal cyugal ryax qani, khangi cikay/cikah qnyatan mu."
Atayal_53b40afd-b80a-f011-bd65-00155db40116,resolved,,"iyat, hiya ga Sinsiy pcbaq/psbaq biru."
Atayal_54b40afd-b80a-f011-bd65-00155db40116,resolved,,"iyat, lalu nya ga Maray Lesa/Laysa."
Atayal_9bfb0203-b90a-f011-bd65-00155db40116,dropped,"kabang sswe mu kneril ga, memaw msuʼun / sʼunan snyan nya biru.","kabang sswe mu kneril ga, memaw msuʼun / sʼunan snyan nya biru."
Atayal_4afec25b-f797-f329-3dbb-3a19b0e19dc3,resolved,,kahul babaw kayal mbzyaq mlaka kwali mwah kmzyap/kmzyak nyux mhkani/mhkangi rhzyal qu mqu.
Atayal_a3490aad-b1b7-0019-e9e1-3a19b0df9c1d,resolved,,kahul babaw kayal mbzyaq/mbiyaq mlaka kwali mwah kmzyap/kmzyak nyux te rhzyal/rhiyal qu mqu.
Atayal_3261fb08-b90a-f011-bd65-00155db40116,resolved,,kahul kayal mlakaʼ / mlaka qu kwaliʼ / kwali ru mbzyaq ru kmzyap mquʼ.
Atayal_1563fb08-b90a-f011-bd65-00155db40116,resolved,,kahul suʼ / su inu / inuʼ ?
Atayal_3b6bfb08-b90a-f011-bd65-00155db40116,resolved,,kakay na zo ga giwal balay lwax kinthuy nyaʼ / nya.
Atayal_88b30afd-b80a-f011-bd65-00155db40116,dropped,kawas qani ga wal muya / muhi / muhiʼ cikay / cikah sehuy qu yaba / yabaʼ mu.,kawas qani ga wal muya / muhi / muhiʼ cikay / cikah sehuy qu yaba / yabaʼ mu.
Atayal_b9f40203-b90a-f011-bd65-00155db40116,resolved,,"kaxaʼ / kaxa nqun ga, kntan myan hiya / hiyaʼ beh hngawan kisya ."
Atayal_b8f40203-b90a-f011-bd65-00155db40116,resolved,,"kaxaʼ nqun ʼnyal ga, musa saku shriq qalang musa mtzyaw / mtzyuwaw la ."
Atayal_7f291af1-b80a-f011-bd65-00155db40116,resolved,,"kaxaʼ nqun ʼnyal ga, musa saku shriq qalang musa mtzyaw/mtzyuwaw la ."
Atayal_80291af1-b80a-f011-bd65-00155db40116,resolved,,"kaxaʼ/kaxa nqun ga, kntan myan hiya/hiyaʼ beh hngawan kisya ."
Atayal_a261fb08-b90a-f011-bd65-00155db40116,resolved,,khiʼ / khi balay rom qani.
Atayal_a962fb08-b90a-f011-bd65-00155db40116,dropped,khmay balay / iyal snonux / snawnux nya laqi / laqiʼ qani.,khmay balay / iyal snonux / snawnux nya laqi / laqiʼ qani.
Atayal_3764fb08-b90a-f011-bd65-00155db40116,resolved,,khmay iyal prahum / trahum na laqiʼ / laqi qani.
Atayal_82291af1-b80a-f011-bd65-00155db40116,resolved,,khmay iyal prahum/trahum na laqiʼ/laqi qani.
Atayal_1e63fb08-b90a-f011-bd65-00155db40116,resolved,,khmay iyal syam nyaʼ / nya bzywak / bzyok qani.
Atayal_467ff4c3-5eba-1d14-ecd7-3a1c1c4a366f,resolved,,"kinhngzyang na yaya ssʼang nya laqi ga, ana lingay ngasal pongan kwara/kora squliq."
Atayal_8187af17-3bf2-ff56-8f19-3a19b0dcb4eb,resolved,,kinntan mu bzywak/bzyok qnhyun wal mgyay te ruma/rrima sqasa la.
Atayal_5ff80203-b90a-f011-bd65-00155db40116,dropped,kintari / mbiyaqʼ tama ta kwara.,kintari / mbiyaqʼ tama ta kwara.
Atayal_83291af1-b80a-f011-bd65-00155db40116,dropped,kintari/mbiyaqʼ tama ta kwara.,kintari/mbiyaqʼ tama ta kwara.
Atayal_c660fb08-b90a-f011-bd65-00155db40116,dropped,klokah / klawkah mnbuw qsyaʼ mha sinsi pkitaʼ nbuʼ / sinsi phgup / sinsang .,klokah / klawkah mnbuw qsyaʼ mha sinsi pkitaʼ nbuʼ / sinsi phgup / sinsang .
Atayal_2df50203-b90a-f011-bd65-00155db40116,resolved,,klosan ga cyux mlakaʼ / mlaka babaw kʼman.
Atayal_c6b00afd-b80a-f011-bd65-00155db40116,resolved,,"kmal/kmayal Sinsiy mha,"
Atayal_d5f50203-b90a-f011-bd65-00155db40116,resolved,,kmraw / rmaw sakuʼ / saku yaya qmwax pyatuʼ krryax.
Atayal_7c63fb08-b90a-f011-bd65-00155db40116,resolved,,knalay makuʼ / maku nanak thawak qani.
Atayal_52f70203-b90a-f011-bd65-00155db40116,resolved,,knalay ni yayaʼ / yaya qu lmamuʼ cininun qasa.
Atayal_50b20afd-b80a-f011-bd65-00155db40116,dropped,knalay qhuniq ni yabaʼ qu sazing / rusaʼ batul qasa.,knalay qhuniq ni yabaʼ qu sazing / rusaʼ batul qasa.
Atayal_e2f50203-b90a-f011-bd65-00155db40116,resolved,,knwan minhtuw su / suʼ tanux hera / shiraʼ?
Atayal_9b62fb08-b90a-f011-bd65-00155db40116,resolved,,kragi saku cikay smpung kinhopaʼ na lwax / lwox binah.
Atayal_4eb40afd-b80a-f011-bd65-00155db40116,resolved,,"kraqiy sakuʼ cikay hmaw / haw qsyaʼ, musaʼ ku pqsyaʼ phpah."
Atayal_ae61fb08-b90a-f011-bd65-00155db40116,resolved,,ksos sakuʼ / saku qutux ramat ryuhing.
Atayal_3964fb08-b90a-f011-bd65-00155db40116,resolved,,"ktan maku qu hiya / hiyaʼ ga, cyux trang meng ruku / rukuʼ."
Atayal_9e3af599-7106-4346-ee39-3a19b0e24a83,resolved,,ktan maku sbihiy nya laqi qu mehibung/mhibung ruku.
Atayal_e3f80203-b90a-f011-bd65-00155db40116,resolved,,ktan makuʼ / maku sbihi nyaʼ / nya laqiʼ / laqi qu mhibung / mehibung rukuʼ / ruku.
Atayal_85b30afd-b80a-f011-bd65-00155db40116,resolved,,ktan mu bzyok / bzywak qnhyun wal mgyay la .
Atayal_295ffb08-b90a-f011-bd65-00155db40116,resolved,,ktwaʼ nerang / nirang nya / nyaʼ bzyok / bzywak mwani la?
Atayal_6df60203-b90a-f011-bd65-00155db40116,dropped,kun / kuzing ga seto / mqbaq biru.,kun / kuzing ga seto / mqbaq biru.
Atayal_8af90203-b90a-f011-bd65-00155db40116,resolved,,kun ga nyux ku si kaki ngasal kmahan / mlahang llaqiʼ.
Atayal_0e6612f7-b80a-f011-bd65-00155db40116,resolved,,kun ga nyux ku si kaki ngasal kmahan/mlahang llaqiʼ.
Atayal_3062fb08-b90a-f011-bd65-00155db40116,dropped,"kun ki qsuyan kneril ga, nyux sami smapuh / kmagaw sahuy ngasal.","kun ki qsuyan kneril ga, nyux sami smapuh / kmagaw sahuy ngasal."
Atayal_e963fb08-b90a-f011-bd65-00155db40116,resolved,,kuzing ki qsuyan / qbsuyan maku / makuʼ kneril msqun sami musa / musaʼ mqbaq tminun.
Atayal_fc5ffb08-b90a-f011-bd65-00155db40116,dropped,kya / cyux qutux hopaʼ / hopa na bzywak / bzyok qnhyun tniriq myan rusaʼ / brusa / mrusaʼ sheraʼ / shera.,kya / cyux qutux hopaʼ / hopa na bzywak / bzyok qnhyun tniriq myan rusaʼ / brusa / mrusaʼ sheraʼ / shera.
Atayal_73f60203-b90a-f011-bd65-00155db40116,dropped,kya / cyux qutux mariʼ / mari te / tay kyahuʼ haray.,kya / cyux qutux mariʼ / mari te / tay kyahuʼ haray.
Atayal_47b20afd-b80a-f011-bd65-00155db40116,dropped,kya / cyux qutux qbhniq ru / ki ubuʼ / kawbuʼ cyux maki te / tay babaw qhuniq / qhoniq.,kya / cyux qutux qbhniq ru / ki ubuʼ / kawbuʼ cyux maki te / tay babaw qhuniq / qhoniq.
Atayal_1260fb08-b90a-f011-bd65-00155db40116,dropped,kya / cyux qutux qbubuʼ / qbubu makuʼ / maku.,kya / cyux qutux qbubuʼ / qbubu makuʼ / maku.
Atayal_39b40afd-b80a-f011-bd65-00155db40116,dropped,kya / cyux qutux qhuniq / qhoniq te / tay gleng ngasal nyaʼ / nya.,kya / cyux qutux qhuniq / qhoniq te / tay gleng ngasal nyaʼ / nya.
Atayal_f463fb08-b90a-f011-bd65-00155db40116,dropped,kya / kyan tokeʼ / toke / tukiʼ / sspngan qba nya.,kya / kyan tokeʼ / toke / tukiʼ / sspngan qba nya.
Atayal_cd5efb08-b90a-f011-bd65-00155db40116,dropped,kya / maki mtzyul biru / biruʼ lpgun na sswe / ssweʼ kneril / knayril.,kya / maki mtzyul biru / biruʼ lpgun na sswe / ssweʼ kneril / knayril.
Atayal_1060fb08-b90a-f011-bd65-00155db40116,dropped,kya / maki qbsuyan su / suʼ kneril / knayril ?,kya / maki qbsuyan su / suʼ kneril / knayril ?
Atayal_1160fb08-b90a-f011-bd65-00155db40116,dropped,kya / maki qutux qbsuyan mu / makuʼ mlikuy.,kya / maki qutux qbsuyan mu / makuʼ mlikuy.
Atayal_4ef80203-b90a-f011-bd65-00155db40116,dropped,kya / nyux / cyux / maki qutux plquy / plqwiʼ na ngyaw mu / makuʼ.,kya / nyux / cyux / maki qutux plquy / plqwiʼ na ngyaw mu / makuʼ.
Atayal_7963fb08-b90a-f011-bd65-00155db40116,dropped,kya krahuʼ / hopa ru betunux na tgliq beh zik rgyax.,kya krahuʼ / hopa ru betunux na tgliq beh zik rgyax.
Atayal_e263fb08-b90a-f011-bd65-00155db40116,resolved,,kya mopuw tluling mu / maku .
Atayal_a7fa0203-b90a-f011-bd65-00155db40116,dropped,kya mpatul squliq nya / nyaʼ te / tay kyokay / kyukay.,kya mpatul squliq nya / nyaʼ te / tay kyokay / kyukay.
Atayal_b9fa0203-b90a-f011-bd65-00155db40116,resolved,,kya mqeru / mqeruʼ pgan seto / setoʼ nya / nyaʼ qu sinsiy / sinsi.
Atayal_106612f7-b80a-f011-bd65-00155db40116,resolved,,kya mqeru/mqeruʼ pgan seto/setoʼ nya/nyaʼ qu sinsiy/sinsi.
Atayal_8eb10afd-b80a-f011-bd65-00155db40116,resolved,,kya qu baqun maniq ru iniʼ / ini baqi maniq na aburaʼ / abura hiyaʼ / hiya.
Atayal_14f40203-b90a-f011-bd65-00155db40116,resolved,,kya qutux hongu / hawnguʼ qalang myan. qalang myan ga maki qutux hongu.
Atayal_4361fb08-b90a-f011-bd65-00155db40116,dropped,kya qutux ngyaw cyux te / tay babaw na rnamuw.,kya qutux ngyaw cyux te / tay babaw na rnamuw.
Atayal_366bfb08-b90a-f011-bd65-00155db40116,dropped,kya qutux ngyaw te / tay zik thekan / thikan.,kya qutux ngyaw te / tay zik thekan / thikan.
Atayal_4061fb08-b90a-f011-bd65-00155db40116,resolved,,kya qutux rgrgyax nya / nyaʼ sqasa.
Atayal_2f61fb08-b90a-f011-bd65-00155db40116,dropped,kya qutux seng / syan pila / pilaʼ babaw hanray / lalan.,kya qutux seng / syan pila / pilaʼ babaw hanray / lalan.
Atayal_116612f7-b80a-f011-bd65-00155db40116,dropped,kya qutux seng/syan pila/pilaʼ babaw hanray/lalan.,kya qutux seng/syan pila/pilaʼ babaw hanray/lalan.
Atayal_9d64fb08-b90a-f011-bd65-00155db40116,dropped,kya zmagal mqalux ru sazing mtalah na wayay cyux sa waya / yawaʼ.,kya zmagal mqalux ru sazing mtalah na wayay cyux sa waya / yawaʼ.
Atayal_7d0711a9-e803-86bb-23ba-3a19b0e1be50,dropped,kya/cyux qutux mari te/tay kyahu hanray.,kya/cyux qutux mari te/tay kyahu hanray.
Atayal_136612f7-b80a-f011-bd65-00155db40116,dropped,kya/maki qbsuyan su/suʼ kneril/knayril ?,kya/maki qbsuyan su/suʼ kneril/knayril ?
Atayal_146612f7-b80a-f011-bd65-00155db40116,dropped,kya/maki qutux qbsuyan mu/makuʼ mlikuy.,kya/maki qutux qbsuyan mu/makuʼ mlikuy.
Atayal_079c2bb0-8a33-f011-8fad-000d3a8250a0,dropped,kya/nyux/cyux/maki qutux plquy/plqwiʼ na ngyaw mu/makuʼ.,kya/nyux/cyux/maki qutux plquy/plqwiʼ na ngyaw mu/makuʼ.
Atayal_10f40203-b90a-f011-bd65-00155db40116,resolved,,"kyalun sami na sinsi / sinsiy mha, laxi hmut musaʼ / musa ngasal na ssquliq."
Atayal_11fa0203-b90a-f011-bd65-00155db40116,dropped,kyalun sami yaya mha qiri nbuw qsyaʼ / qsya sblaq hiʼ / he.,kyalun sami yaya mha qiri nbuw qsyaʼ / qsya sblaq hiʼ / he.
Atayal_1ee81262-67be-3b93-7e26-3a19b0e29748,resolved,,"kyalun sami yaya mha, qeri/qiri nbuw qsya sblaq hi/he."
Atayal_345ffb08-b90a-f011-bd65-00155db40116,dropped,kyaʼ / kya / cyux nguzyaq babaw qhuniq.,kyaʼ / kya / cyux nguzyaq babaw qhuniq.
Atayal_126612f7-b80a-f011-bd65-00155db40116,dropped,kyaʼ/kya/cyux nguzyaq babaw qhuniq.,kyaʼ/kya/cyux nguzyaq babaw qhuniq.
Atayal_9efb0203-b90a-f011-bd65-00155db40116,resolved,,laqi qasaʼ / qasa cyux msulung hngzyang ni yabaʼ nyaʼ / nya.
Atayal_90fb0203-b90a-f011-bd65-00155db40116,dropped,lawkah / lokah iyal / balay msluhi / msluhiy qu tuqi qani.,lawkah / lokah iyal / balay msluhi / msluhiy qu tuqi qani.
Atayal_166612f7-b80a-f011-bd65-00155db40116,dropped,lawkah/lokah iyal/balay msluhi/msluhiy qu tuqi qani.,lawkah/lokah iyal/balay msluhi/msluhiy qu tuqi qani.
Atayal_4db40afd-b80a-f011-bd65-00155db40116,resolved,,laxi gali enpit qu cyux babaw hanray muʼ / mu.
Atayal_04b50afd-b80a-f011-bd65-00155db40116,dropped,laxi hiriq iyal pila / ʼ.,laxi hiriq iyal pila / ʼ.
Atayal_d25efb08-b90a-f011-bd65-00155db40116,dropped,laxi hmut / hmciʼ muling / gmuling / mbuling syup.,laxi hmut / hmciʼ muling / gmuling / mbuling syup.
Atayal_d81d28ce-8a33-f011-8fad-000d3a8250a0,resolved,,laxi hmut smayu/smayuʼ squliq.
Atayal_4a152ac2-8a33-f011-8fad-000d3a8250a0,resolved,,laxi hmut tmring qqaya / qeqeqaya squliq.
