token,count,category,in_attestation_dict,n_files,example_file,example_sentence_id,example_context
utux',2,final,no,2,Mauritus.xml,0,"…ap Malheureux,sdurux snbarah u 'Hungun Naqah Utux') ka Fransi, mniq kngkawas 1810 idas 12 diyax …"
taw',2,final,no,2,Mauritus.xml,0,"…3 'Qnlangan knmalu bay ssanan rmiwaw ucilung taw', kiya mi wada mangal 'Qnlangan mndungus bay b…"
ucilung',2,final,no,2,Mauritus.xml,0,"…mi wada mangal 'Qnlangan mndungus bay bbnaqi ucilung' uri. Kngkawas 2013 idas 10 diyax 31 prading,…"
meayotako(m'yutak,2,internal,no,1,M’yutak.xml,0,"…a 1%, Saysiyat 1%, ni rahuq na o 1%. = Alang Meayotako(M'yutak) = Ngayan alang: Alang Meayotako(M'yutak) Niq…"
p'anoh,2,internal,no,2,Nanzhuang.xml,0,"…oe'an , ray'in , haboeh , Ciupus , Sinpitu , P'anoh , rareme:an , hororok , walo' , Raysinay . p…"
nworu'cngfu,2,internal,no,2,Nauru.xml,0,"…y ksun, eseisil klwaan seejiq ga marig Hucaw Nworu'Cngfu. Manu ka mhtur sminaw pila Kwoci ga rmngaw sa…"
'mccbu,2,initial,no,2,Nepal.xml,0,"…alay daw wada htran Cingcaw, rikisi u splawa 'Mccbu Kuruk'. Babaw mnhdu mccbu Kuruk daw mtuhuy C…"
'jnmin,2,initial,no,1,Nepal.xml,0,"…89 dhuq kngkawas 1990, pspuruq knbeyhing bay 'Jnmin Undo' ka Nepal, ngalan bukung qnlhangan ka P…"
sng',2,final,no,2,Netherlands.xml,0,"…aul' Sng han, hiti daw wada 'mnGermanic Sing Sng'. Nniqan tudaya u niqan hbaraw bay alang Germa…"
hawke's,2,internal,no,1,New_Zealand.xml,0,…Bay of Plenty 豐盛灣 Gisborne 吉斯伯恩 (Gisborne) * Hawke's Wan 豪克斯灣 (Hawke's Bay) Taranaki 塔拉納奇 (Tarana…
'pākehā',2,both-edges,no,1,New_Zealand.xml,0,… splawa dha 'Kiwi'. Maori knbalux kari dmuwi 'Pākehā' (Bhuway sediq New Zealand) tmiyu 'Llutuc O C…
niae',2,final,no,1,Niae’_ucna.xml,0,= Niae' ucna = Gaga mniq Cyaiseyn Arisansyang ka ala…
qmlahang',2,final,no,1,Nigeria.xml,0,…daya Nigeria pa wada mnIngkoku na 'Qnlhangan Qmlahang'; kngkawas 1914 daw wada pspuwan dxral qnlhang…
d'udekem,2,internal,no,1,Philippe_of_Belgium.xml,0,"…ip pa mniq kngkawas 1999 cida tuhuy Mathilde d'Udekem d'Acoz msturung, kiya mi msupu tnquli 4 laqi…"
d'acoz,2,internal,no,1,Philippe_of_Belgium.xml,0,"…q kngkawas 1999 cida tuhuy Mathilde d'Udekem d'Acoz msturung, kiya mi msupu tnquli 4 laqi. Kndus…"
ay'ar-ran,2,internal,no,2,Poland.xml,0,"…oran, kiya deri we ani dehuk saya Poran daka Ay'ar-ran nii ka alang qnlhangan eguw bale snpegan Ten…"
caw'an,2,internal,no,2,Poland.xml,0,"… ali 16, cung-hu Poran we wada pooda sen-hwa caw'an, ptpusu totang-cu. Dehuk hini de, qmnlahang 4…"
company's,2,internal,no,2,QSAN_Technology.xml,0,"…in Taiwan, established on July 28, 2004. The company's main business includes the design of storage…"
rahu',2,final,no,1,Rahu’.xml,0,= Rahu' = Gaga mniq Tawyuensu Fusingcyu ka alang Rah…
səit'afrikɑː,2,internal,no,1,South_Africa.xml,0,"…ka: Republiek van Suid-Afrika (rɛpɵ'blik fan səit'afrikɑː), kari Ingkoku: Republic of South Africa),spla…"
cusu',2,final,no,1,South_Sudan.xml,0,"…yaw Cngco"" patas keyngkyo ciko 'Qnlangan hwa Cusu' pkla kngkawas 2013 qnlangan 'Ini Baka Qnlhan…"
soto',2,final,no,2,South_Sudan.xml,0,… seyhu ka wada phiyu 'Tuhunac Sudan tu1 huku soto' na burah qqpahun. Hiya u mniq kngkawas 2013 …
sngkaro',2,final,no,1,Sri_Lanka.xml,0,"… Telu lmawa Srilanka pa pusu balay ka 'Sediq Sngkaro', kari dha ka splawa dha 'Kari Sngkaro'. Kari …"
'silan錫蘭',2,both-edges,no,1,Sri_Lanka.xml,0,"… hnang niya u 'Silan細蘭' Mingtay u splawa dha 'Silan錫蘭'. Mniq kcka prpatas Bukyo pa, cbiyaw u splawa …"
tun'uri,2,internal,no,1,Thailand.xml,0,"…rux Ayitoye-wangcaw. Menten Kongpan-wangcaw. Tun'uri wangkwo Knkawas 1767, kmremux Senro ka Mente…"
'mtrawah',2,both-edges,no,2,Uhuru_Kenyatta.xml,0,"…huru mniq kcka kari Kiswahili dungus niya ka 'Mtrawah', smatang spuda hiya madas rdax mtrawah hiti q…"
'nita,2,initial,no,1,Ukraine.xml,0,…' Yoriya Timosnko Ryeynmong Ritwen Ryeynmong 'Nita Ukraine' Jnmin Ryeynmong Ticyu Tang Jnmin Ta…
'yayung,2,initial,no,1,Uruguay.xml,0,"…1 hangan u ou ini pntna dungus niya, mray so 'yayung qduda' (Kari Caruya 'yayung Ura', kcka 'urú'…"
'tiping,2,initial,no,1,Venezuela.xml,0,"…gan dha pa snpeyyah kari Italy dungus niya u 'Tiping Venice', pusu niya ka snpeyyah Italy tansyey…"
venice',2,final,no,1,Venezuela.xml,0,"…pa snpeyyah kari Italy dungus niya u 'Tiping Venice', pusu niya ka snpeyyah Italy tansyeyncya Amir…"
'weynso',2,both-edges,no,1,Yang_di-Pertuan_Agong.xml,0,"…w 'Qnlhangan Weynso'. Mniq kcka kari Telu u, 'Weynso' u ida kiya 'Knbaraw bay', 'Qnlhangan Weynso'…"
keykaku',2,final,no,1,Yemen.xml,0,"…nlhangan ka Yemen, Taiwan u ngalan dha 'Tamo Keykaku' sunca ka ang niyi, Sauti Arapo daw splawa dh…"
edmund's,1,internal,no,1,Abdullah_II_of_Jordan.xml,0,"…sein brah niya han pa mnusa muyas Ingkoku St Edmund's School han, bukuy daw musa muyas smluhay Ami…"
pskuxul',1,final,no,1,Abdullah_II_of_Jordan.xml,0,"…niya ka muda smnrnu, ddha cida ka 'Wada Kasi Pskuxul' Babaw 2 idas balay daw, wada pusa kari ka dh…"
'gambia,1,initial,no,1,Adama_Barrow.xml,0,"…17 idas 1, Adama Barrow pa wada niya pryuxan 'Gambia Konghkwo' ka hangan qnlhangan."
ˌalɛ'ksandɐ,1,internal,no,1,Alexander_Van_der_Bellen.xml,0,"…lexander Van der Bellen, pnhnang kari Doicu: (ˌalɛ'ksandɐ fan dɛɐ̯ 'bɛlən); kngkawas 1944 idas 1 diyax…"
'bɛlən,1,initial,no,1,Alexander_Van_der_Bellen.xml,0,"…n, pnhnang kari Doicu: (ˌalɛ'ksandɐ fan dɛɐ̯ 'bɛlən); kngkawas 1944 idas 1 diyax 18-) hiya u taxa …"
'dmkuh,1,initial,no,1,Almazbek_Atambayev.xml,0,… u Kyrgyazstan Czechbayev msuou ppssli phiyu 'Dmkuh Knpriyux' hantay pay ryeynmong. Kngkawas 200…
knpriyux',1,final,no,1,Almazbek_Atambayev.xml,0,…yazstan Czechbayev msuou ppssli phiyu 'Dmkuh Knpriyux' hantay pay ryeynmong. Kngkawas 2007 idas 3 d…
dxral',1,final,no,1,Almazbek_Atambayev.xml,0,"…a Mqnaqah, Umluk Biyax mi Smliq WayaKnpriyux Dxral' ka Almazbek Sharshenovich Atambayev, wada ht…"
xia'eseo,1,internal,no,1,Ana_Sumida.xml,0,…ın Kangxia Wikipedia hın sumida kunmida. Mın xia'eseo Wikipedia'e sungbal sangxi-ru yichun hın mın…
wikipedia'e,1,internal,no,1,Ana_Sumida.xml,0,…a Wikipedia hın sumida kunmida. Mın xia'eseo Wikipedia'e sungbal sangxi-ru yichun hın mın sumida'e aj…
sumida'e,1,internal,no,1,Ana_Sumida.xml,0,…Wikipedia'e sungbal sangxi-ru yichun hın mın sumida'e ajidae. Hangdekeinjida!
d'urgell,1,internal,no,1,Andorra.xml,0,…prhulan Ukerga( kari Cyatayrungniya o Bisbat d'Urgell) kiya ka pdudul prhulan(Hwoan. Enrike.Piweys.…
n'dalatando)entaratantwo,1,internal,no,1,Angola.xml,0,…a)Patan(Ankra) (Uige)Weyje (Luachimo)Ruasimo (N'Dalatando)entaratantwo (Malanje)Maranje (Saurimo)Sawrimu (Porto Amb…
john's,1,internal,no,1,Antigua_and_barbuda.xml,0,"…a ka sejiqun o niqan 93,581 hiyi. Gaga Saint John's ka pusu alang paru, jiyax 1 idas 11 ka jiyax…"
a'siro'ay,1,internal,no,1,Asiroay.xml,0,"…Shangan dha 柑仔林, dungus bi kndadax kari Amis A'siro'ay, pnhmaan pusu qhuni mudu kana ka dungus na ba…"
g'day,1,internal,no,1,Australia.xml,0,"…naq ni wana hini niqan ka kari hyaan. Saw bi ""G'day mate"",""Ta"" ririh na o ""Mhuway su balay"",""Swa…"
i/bɑː'reɪn/,1,internal,no,1,Bahrain.xml,0,"…amlakat al-Baḥrayn), sunca dha Parin(mbahang i/bɑː'reɪn/; kari Arapo:‏البحرين‎ quri so hnang bnatas al…"
'baŋladeʃ,1,initial,no,1,Bangladesh.xml,0,"…ri Bangladesh)splawa koka Mongcyara(বাংলাদেশ ('baŋladeʃ) mbahang), koka Trahuc Asia, wa mniq tudaya M…"
biełaruś；ipa:(bʲɛla'rusʲ)；kari,1,internal,no,1,Belarus.xml,0,"…okwo (Kari Payorosu:Беларусь, brnahun matas: Biełaruś；IPA:(bʲɛla'rusʲ)；Kari Orosu:Беларусь,IPA:(bʲɪlɐ'rusʲ)) plwanan ""Pa…"
"orosu:беларусь,ipa:(bʲɪlɐ'rusʲ",1,internal,no,1,Belarus.xml,0,"…rnahun matas: Biełaruś；IPA:(bʲɛla'rusʲ)；Kari Orosu:Беларусь,IPA:(bʲɪlɐ'rusʲ)) plwanan ""Payorosu"" mi lxanun lmawa ""Paye""spa…"
people's,1,internal,no,1,Belize.xml,0,"…: cka mquri hari irin u Jenmingrenhetan kiya ""People's United Party "" mcka mquri narac u Renhemincu…"
'tsũ',1,both-edges,no,1,Bell_Chung.xml,0,"… rupuðun niã Atipit ni vlatãmoriã Atayalayã. 'Tsũ' wĩra Amoŋ miayãðuñu."". Ivun kamo Kokoðun Kan…"
ula'i,1,internal,no,1,Bell_Chung.xml,0,…i PAY- yisrin idayanma iakuat 20190409 kwyan ula'i wongluyaw 20190514 kwyan wongluyaw 20190611 …
weli-mi'uri,1,internal,no,1,Bell_Chung.xml,0,"… kaosyong 20190821 kwyan wongluyaw, tukid ni Weli-mi'uri, Legacy Mini 20190928 Xinpei poka'ah usi sira…"
poka'ah,1,internal,no,1,Bell_Chung.xml,0,"… ni Weli-mi'uri, Legacy Mini 20190928 Xinpei poka'ah usi sira kuwan sin tuzi, idayanma iakuat 202…"
nimha'ay,1,internal,no,1,Bell_Chung.xml,0,"…uyaw, susra usi idayanma iakuat Sankawuniyan Nimha'ay tu kawasunan Chongchi Bell Facebook mulurun …"
hla'alua1%,1,internal,no,1,Bubun.xml,0,"…ediq/Seejiq/Seejiq/Sediq1%, Bunun1%, Amis2%, Hla'alua1%. Pusu nniqan alang Tgkingal bi bgurah ka kmla…"
d'ivoire,1,internal,no,1,Burkina_faso.xml,0,"…a ""sang-Syang-hayan"" (kari Fakwo: Haute-Côte d'Ivoire) . Knkawas 1956, wada pooda kingal faan ka Fa…"
sralagn',1,final,no,1,Cambodia.xml,0,… pnhegan congkwo sanghwe. Pawcu patis Kawmen Sralagn' Kawmen. Singbung-kawcinwun Kawcin Sralagn.(S…
monaw'u,1,internal,no,1,Cameron.xml,0,"… rcilung Awnisu Sipe-sung, kingal ge rcilung Monaw'u ga Sipu-sung, rcilung so nii cmeriq naq qsiy…"
l'emploi,1,internal,no,1,Cameron.xml,0,"…a. Kwocya rawtong kwanripu(Fonds National de l'Emploi) ga meniq tunux daha alang Yasuto we, 7 ka ra…"
kwang'ure,1,internal,no,1,Cameron.xml,0,"…5 caw conghwe-hwarang, bbriqan daha we niqan kwang'ure, duma yenryaw ma pancungping, kongye syawping…"
'tu-ku-bey-cu,1,initial,no,1,Cayingun.xml,0,"…alan Kwo-an-huy C-syun Wey-weyn, pusu bnatas 'Tu-ku-bey-cu Pnluban Niya Qnlhangan Mi Qnlhangan' pusu ka…"
'sng-weyn',1,both-edges,no,1,Cayingun.xml,0,… daw thdil dhuq Yangminsan to-tyeyn sapah ti 'Sng-weyn'. Ida bay muru bnkuwan hangan llutuc dha pusa …
'tjuku',1,both-edges,no,1,Cayingun.xml,0,"…iwan joku u Tjuku, dungus niya tnhangan niya 'Tjuku' u, dungus niya u mttuku baya mtumun niya ka …"
wonpera-mpokosun(ombella-m'poko,1,internal,no,1,Central_african_republic.xml,0,…ngan 10 bang pseun tuboru lancio. Sincuncifa Wonpera-mpokosun(Ombella-M'Poko) Ropasun(Lobaye) Wakaciasun(Vakaga) Paminci-p…
n'djamena,1,internal,no,1,Chad.xml,0,"…ana ka sejiqun o niqan 11,852,462 hiyi. Gaga N'Djamena ka pusu alang paru, jiyax 11 idas 8 ka jiyax…"
"ci'alopalay""o",1,internal,no,1,Ciamengan.xml,0,"…ruku 1%, ni rahuq na o 1%. Pusu nniqan alang ""Ci'alopalay""o dungus bi ""egu bi nangan dha apu qpahan"". Ni…"
"cikasuwan(cikaso'an),dungus",1,internal,no,1,Cikasuwan.xml,0,"…ncucyaw. Pnaah alang Hangan Taycang seuxal o Cikasuwan(Cikaso'an),dungus na o keegu bi ka ""柴薪很多"", mnrmuxan Tanax Tunu…"
kwo'u-hweyi,1,internal,no,1,Dominican_Republic.xml,0,"…-twanti. Cwekaw-fayen we mosa suupu mpprengo kwo'u-hweyi, ani si uka pyawcecen, qqpahun na tafakwan we…"
tanho'an,1,internal,no,1,Dominican_Republic.xml,0,"…, qqpahun na tafakwan we pqlahang sufa-turi, tanho'an na congtong, tongyi-cen na kwohwe, gmexan ce…"
men's,1,internal,no,1,Egypt.xml,0,"…ris dnii, saw ka mbiyax Musrin seyhwey(Young Men's Muslim Association), tlxan bi rmnaw ni asi k…"
'mtltu,1,initial,no,1,Elizabeth_II.xml,0,"… Wangfey cida, mnuda Wangs u wada dha srngaw 'Mtltu lnglungan' kiya ka wada mlih ka kndkuhan sse…"
lnglungan',1,final,no,1,Elizabeth_II.xml,0,"…y cida, mnuda Wangs u wada dha srngaw 'Mtltu lnglungan' kiya ka wada mlih ka kndkuhan ssediq uri, hi…"
da',1,final,no,1,Elizabeth_II.xml,0,"…da pa, wada na pniqan kcka qcahur ka snhiyan da'. Kngkawas 2019 idas 3 diyax 7, Bukung Qridin …"
'e',1,both-edges,no,1,Elizabeth_II.xml,0,"…hiya. Kcka niya splawa u to bay niqan spatas 'E' kana, kiya ka ririh na Elizabeth. Hnyuwan ni…"
'dhiya,1,initial,no,1,Ellen_Johnson_Sirleaf.xml,0,"…aman msupu mangal snadu Nobel Msblayaq, alaw 'Dhiya u dmuwi uxay biyax mtdiyal miyah qmlahang an…"
biyax',1,final,no,1,Ellen_Johnson_Sirleaf.xml,0,…u mnduwa balay tumal msblayaq phiyu mndungus biyax' Kndusan 生平 Quri tnsapah niya Ellen Johnson S…
'johnson',1,both-edges,no,1,Ellen_Johnson_Sirleaf.xml,0,"…bay snpruwan niya, kiya ka wada niya pryuxan 'Johnson' ka kcka hangan niya, kiya mi mniq tnsapah dh…"
'snadu,1,initial,no,1,Ellen_Johnson_Sirleaf.xml,0,…gan(榮譽 Kngkawas 1988 Roosevelt Keyngkyoso na 'Snadu Mtrawah Rmngaw Kari'. Ralph Bunch Snadu Buku…
kari',1,final,no,1,Ellen_Johnson_Sirleaf.xml,0,…oosevelt Keyngkyoso na 'Snadu Mtrawah Rmngaw Kari'. Ralph Bunch Snadu Bukung Kwoci. Dmuwi Bawa L…
l'ordre,1,internal,no,1,Ellen_Johnson_Sirleaf.xml,0,…Liberia) Togo Sring Syuncang. (Commandeur de l'Ordre du Togo) Kngkawas 2006 Pnsliyan Meysa Mntna …
'knpriyux',1,both-edges,no,1,Enrique_Peña_Nieto.xml,0,…e Pena Nieto pusu balay kari niya seyngkyo u 'Knpriyux' ka quri pusu balay- Mpquri qnlhangan icil pt…
'eːsti,1,initial,no,1,Estonia.xml,0,"…niya (kari Aysaniya: Eesti, hengak Aysaniya: ('eːsti)), kingal alang ga Porotihay, tunux alang daha …"
pay'u-cyaw,1,internal,no,1,Estonia.xml,0,… snhei Cung-cyawhwe. Niqan nanaq ka ga snhei Pay'u-cyaw pnsltudan cbeyo cbeyo riyung duri. Ttgesa Sp…
ye'ītiyop'iya,1,internal,no,1,Ethiopia.xml,0,"…piya renpang mingcu konghokwo (kari Amuhara: ,ye'ītiyop'iya federalawī dīmokirasīyawī rīpebilīki), asi d…"
'sqerun',1,both-edges,no,1,Ethiopia.xml,0,"…ungus na), patis nii we pneeyah ""αἴθω (aitho 'sqerun' ma ὤψ (ops 'dqeras'), snpuwan daha patis Sir…"
'dqeras',1,both-edges,no,1,Ethiopia.xml,0,"… we pneeyah ""αἴθω (aitho 'sqerun' ma ὤψ (ops 'dqeras'), snpuwan daha patis Sira, dungus na we ""qarux…"
'ḥbs,1,initial,no,1,Ethiopia.xml,0,"… mesa Ḥabasha di ma, kari Saypa de wada mesa ""'ḥbs"" ('Aḥbāsh) di. Ri-su Congku ma cinsu Hwangti …"
'aḥbāsh,1,initial,no,1,Ethiopia.xml,0,"…abasha di ma, kari Saypa de wada mesa ""'ḥbs"" ('Aḥbāsh) di. Ri-su Congku ma cinsu Hwangti na Isopiya…"
ticin-hu'u,1,internal,no,1,Ethiopia.xml,0,"…Hweco, 15 ka komngsu sapah skiya ga na biqan ticin-hu'u. Cyun-su Kwohwang-cyun na Isopiya we supi na …"
wət',1,final,no,1,Ethiopia.xml,0,"…a hmanguc eguw ""woto"" (kari Amuhara:ወጥ, IPA: (wət')). Ado qnlhangan Itari, mekan isu mensu klaali …"
'prrudu,1,initial,no,1,Evo_Morales.xml,0,"…mi Rinji Seyhu u tmiyu Juan Evo Morales Ayma 'Prrudu Pspaux' mi Pstali Cuyi', kiya mi Tase Kwoci,…"
pspaux',1,final,no,1,Evo_Morales.xml,0,"… Seyhu u tmiyu Juan Evo Morales Ayma 'Prrudu Pspaux' mi Pstali Cuyi', kiya mi Tase Kwoci, Jncweyn…"
'pnsupu,1,initial,no,1,Evo_Morales.xml,0,"…koku, Juan Evo Morales Ayma tuhuy wauwa kiya 'Pnsupu Pnluban Dha' u hmrinas 5 knkawas. OK Diario …"
'skxlun,1,initial,no,1,Evo_Morales.xml,0,"…pila Amirika, rmngaw ka Hwaens Tiyusng Cusi: 'Skxlun bay Soto ka mtur boru, malu bay ka bntran ni…"
hiya.',1,final,no,1,Evo_Morales.xml,0,"…nanaq ka muda uwau, mptumal pnsung knuwan ka hiya.' Pnyahan pnatas Tnhjil kari seejiq Watan Diro…"
'iraq,1,initial,no,1,Fuad_Masum.xml,0,"…chili daw mniq kcka cicehuy, rmngaw ka hiya: 'Iraq saya pa wisu snturung smtali kndusan, so mud…"
rahu'(下宇內,1,internal,no,1,Fuxing.xml,0,"…inyawpan , Rangay , Kawbu' , Khpan , Raga' , Rahu'(下宇內 部落), Qapu' , Qus , Yubang , Triqan , Zihing …"
'goltang,1,initial,no,1,Gabon.xml,0,"…snalu dha qqringan dqras uri, so Hwang jokun 'Goltang mi Kota joku ka Relicary figures. Knkingal a…"
i/'ɡɑːnə/,1,internal,no,1,Ghana.xml,0,"…Cha-na = Chana konghoko(eygo: Ghana mbah ang i/'ɡɑːnə/) ngalan dha Chana, koka wa mniq tuiril Ahuyri…"
it's,1,internal,no,1,Gmarang_kari_utux.xml,0,"… = Gmarang paah quwaq pusu rudan,pniyahan ta it's sejiq Truku u mnseupu paah mntucing qhuni mi…"
sira:(elini'ci,1,internal,no,1,Greece.xml,0,"…nghokwo(kari Sira:Ελληνική Δημοκρατία,hengak Sira:(elini'ci ðimokra'ti.a)), Sira kesun daha(kari sira: Ε…"
ðimokra'ti.a,1,internal,no,1,Greece.xml,0,"…ra:Ελληνική Δημοκρατία,hengak Sira:(elini'ci ðimokra'ti.a)), Sira kesun daha(kari sira: Ελλάς,hengak Sira…"
e'las,1,internal,no,1,Greece.xml,0,"…ira kesun daha(kari sira: Ελλάς,hengak Sira: (e'las), kari Sira: Ελλάδα,hengak Sira: (e'laða)),ga …"
"e'laða)),ga",1,internal,no,1,Greece.xml,0,"…ira: (e'las), kari Sira: Ελλάδα,hengak Sira: (e'laða)),ga meniq tghunac hhreyan hido, alang ga smdayak…"
hay'an,1,internal,no,1,Greece.xml,0,"…gpu ka mdoi beyax na. Quri toma ma we, niqan hay'an cingwetwe. Qqpahun daha we rmuyuk ma, pdayo …"
cyoyen-zun'u,1,internal,no,1,Greece.xml,0,"… cingwetwe. Qqpahun daha we rmuyuk ma, pdayo cyoyen-zun'u. Wun-hwa Tgparu ba pnhyegan sapah nSira we su…"
taiwan',1,final,no,1,Gukut.xml,0,…Bnkuwan Kluwanan Sediq. 'Ndanan Sediq Tnpusu Taiwan' – Patas Bnkuwan Ndanan Tayal. Cyeynswo siton…
"u-ra-ri-se,""tara'aran""(mniq",1,internal,no,1,Haciliwan.xml,0,"…si dhuq mnrmuxan Tanah Tunux siida nyahan ka U-ra-ri-se,""Tara'aran""(mniq daya 1km U-row sayang) na seejiq mniq pnhiyu…"
ni'mduuy,1,internal,no,1,Hadur_Mdkrang.xml,0,…usa mssli empprngaw bbuyu ka dsnaw mmowsa na ni'mduuy qsiya 'o srbug na qsiya ka rnabaw ni daan na…
'psisil',1,both-edges,no,1,Hadur_Mdkrang.xml,0,…iya ni malu ka spi dha o asi klutut mn3 musa 'psisil'. Nasi naqih ka pnssilan dha o asi alax embrin…
'prnabaw'dhyaan,1,initial+internal,no,1,Hadur_Mdkrang.xml,0,…xgal ssaun dha ka kngkingal knegrbuan o muda 'prnabaw'dhyaan ka mduuy qsiya quri ddgiyal dha. Pdalih hari…
rowan'tneetu'(lubuy,1,internal,no,1,Hadur_Mdkrang.xml,0,"…ya ka luqi tunux , babaw snagan do psaun dha rowan'tneetu'(lubuy kaji)ni speapa dha risaw. Hmdhik mqaras ni m…"
'brqiya'(pnllutut,1,initial+internal,no,1,Hadur_Mdkrang.xml,0,… tunux bgurah ni psrgun sirug kdang. Spteetu 'brqiya'(pnllutut smais tneetu bruling o spqiya dudux djima)ka…
l'espoi,1,internal,no,1,Haiti.xml,0,"…ti. Dobuna; Siwancunsen(Fwon Lespwa/Front de l'Espoi) , Kociamincu cinputafe(Rassemblement des Dém…"
d'aviano,1,internal,no,1,Hans-Adam_II.xml,0,"…Hans"" Adam Ferdinand Aloys Josef Maria Marko d'Aviano Pius; hangan seyhu: Hans Adam II von and zu …"
'mincu,1,initial,no,1,Hashim_Thaçi.xml,0,"…cu Kosovo"". Pnkla kari niyi u pkla Kosovo ka 'Mincu, Mbabaw Dxral, Kiya mi Knou Kluwanan Minjoku'…"
minjoku',1,final,no,1,Hashim_Thaçi.xml,0,"… 'Mincu, Mbabaw Dxral, Kiya mi Knou Kluwanan Minjoku' na qnlhangan, kiya mi muda smdhu kari kasi k…"
'mnrbuq,1,initial,no,1,Hashim_Thaçi.xml,0,"…aw qnlhangan Serbia uri, muda snrnu Serbia u 'Mnrbuq Mi Kndux Ka Rikisi, Qqpahan Smbari, Ppwaluk …"
syakay',1,final,no,1,Hashim_Thaçi.xml,0,"… Mi Kndux Ka Rikisi, Qqpahan Smbari, Ppwaluk Syakay' kiya u musa mbiyax balay lmutuc pkrana pnlub…"
'htngayan,1,initial,no,1,Hassan_Rouhani.xml,0,"… kana. Wada rmngaw ka hiya psli phiyu kingal 'Htngayan Knkla mi Sntangan' na seyhu, tuhuy qnlangan …"
sntangan',1,final,no,1,Hassan_Rouhani.xml,0,"…ka hiya psli phiyu kingal 'Htngayan Knkla mi Sntangan' na seyhu, tuhuy qnlangan syakay phiyu mdhu b…"
'nmk2,1,initial,no,1,Hassan_Rouhani.xml,0,"…i, ya bay knhbrawan hiyi musa mniq byoying u 'Nmk2 knhbrawan hiyi mnuda 150 diyax brah niya'. S…"
"alang""heku'""o",1,internal,no,1,Heku’.xml,0,"…%, Saysiyat 3%, Amis 2%. Thiyan alang Hangan alang""Heku'""o ga mniq dungus na kari Atayal o""pungu baga""m…"
"dha""heku'""ka",1,internal,no,1,Heku’.xml,0,"…U-fung alang Taw-san 4 rin, kiya ni thnganan dha""Heku'""ka seejiq Atayal, gaga mniq daya alang Cing-cyu…"
stman',1,final,no,1,Hery_Rajaonarimampianina.xml,0,"…26, Gikay u spuda 'Smliq waya keyngpo mi uka stman' meytaq hyo mi wada muda plaxan qpahun Soto k…"
on'duɾas,1,internal,no,1,Honduras.xml,0,"…Honduras ka ngayan pntbale, Honduras""Spuuyas (on'duɾas)"". Kari Telu ka Hongtulasu Konghokuo, splawa Ho…"
seykeys.',1,final,no,1,Htin_Kyaw.xml,0,…beyhing Yangkwang Ciswan Congsin ngalan Cngs Seykeys.' Kngkawas 1971-1972 mniq Pyasan Tubeyhing Lon…
'myanmar,1,initial,no,1,Htin_Kyaw.xml,0,"…qmita ssediq nganguc u balay bay mndungus na 'Myanmar Congri'. Kngkawas 2018 idas 3 diyax 21, Soto…"
congri',1,final,no,1,Htin_Kyaw.xml,0,"…diq nganguc u balay bay mndungus na 'Myanmar Congri'. Kngkawas 2018 idas 3 diyax 21, Sotohu Myanma…"
khama's,1,internal,no,1,Ian_Khama.xml,0,…a Seretse Khama Ian Khama u mniq Sir Seretse Khama's ka ngalan Soto iyax cida u phyuwan Cwencyang…
seyyicancng'',1,final,no,1,Iceland.xml,0,…iyaw klwaan. ruwan na niqan mi hangan bay '' seyyicancng'' ka lngkwo. Cnduray nii pa. adaw ka ou bay hb…
kyisya',1,final,no,1,Ilham_Aliyev.xml,0,…pnssliyan seyhu 'Uka Ayus Qnlhangan Singbung Kyisya' u wada dha pniqun hangan 'Umpluk Singbung Mt…
'umpluk,1,initial,no,1,Ilham_Aliyev.xml,0,…an Singbung Kyisya' u wada dha pniqun hangan 'Umpluk Singbung Mtrawah Niya' ka İlham Heydar Oglu …
''tgz,1,initial,no,1,India.xml,0,"… Intu ) ,kiya ka kiya ni ida dha pniqan mtna ''tgz sqpahan kari klwaan'' sprun qmita, ida djiyu…"
klwaan'',1,final,no,1,India.xml,0,"…ya ni ida dha pniqan mtna ''tgz sqpahan kari klwaan'' sprun qmita, ida djiyun balay rmnyan kana kl…"
shi'aul,1,internal,no,1,Isaias_Afwerki.xml,0,"… mntuting Eritrea Asmara(sotu) na nniqan Aba Shi'Aul, mnuyas Pyasan Tukcka Makonnen (PMSS). Mniq k…"
italiana',1,final,no,1,Italy.xml,0,"…a kari Itari ga saw ka ""Bel Disegno ni Linea Italiana' ida wada maa kari seci qyqaya sapah uri da. …"
muta(mo'tah,1,internal,no,1,Jordan.xml,0,"…beyhing pyasan keci Yetan , tubeyhing pyasan Muta(Mo'tah University), tubeyhing pyasan Are Peyta, tub…"
oɾ'lando,1,internal,no,1,Juan_Orlando_Hernández.xml,0,"…ernández Alvarado; pnhnang kari Spain: (xwan oɾ'lando eɾ'nandes alβa'ɾaðo), slxan dha matas JOH; k…"
eɾ'nandes,1,internal,no,1,Juan_Orlando_Hernández.xml,0,"…Alvarado; pnhnang kari Spain: (xwan oɾ'lando eɾ'nandes alβa'ɾaðo), slxan dha matas JOH; kngkawas 19…"
alβa'ɾaðo,1,internal,no,1,Juan_Orlando_Hernández.xml,0,"…pnhnang kari Spain: (xwan oɾ'lando eɾ'nandes alβa'ɾaðo), slxan dha matas JOH; kngkawas 1968 idas 10 d…"
