token,count,category,in_attestation_dict,n_files,example_file,example_sentence_id,example_context
caykaasu',4,final,no,2,asu'.xml,0,…u' 很好吃 asu'ay1 好吃的 asu'ay2 營養的 asu'en 覺得好吃命令 caykaasu' 難吃 paasu'ay 講大話的 saasu'ay 最好吃的 siasu'ay 有好吃的…
su',4,final,no,4,atikak.xml,0,"… pasentu, siliwan sa kaidawan tu adidingay a su', mahida ya linh, kay, muking, ciya, sing, tun…"
milisawada',4,final,no,4,atimesi.xml,0,"…ip nu babalaki. yadah ku siyanwey , kapah tu milisawada' . mukan kami tu langaway nu papah. u papah n…"
abesa',4,final,no,4,auw.xml,0,== auws == yadah ku auws i laku. kabi abesa' ku kabi nu auws.
niyanu',4,final,no,4,ayzasa_katuuday_a_tademaw_nu_Sakizaya_a_niyazu’(現在較多撒奇萊雅族人的部落).xml,0,"…nis . izaw ku tuuday a tademaw nu Sakizaya a niyanu' itiza i: hupu ,sakul ,cipawkan ,cikep ,cibal…"
inaynay',4,final,no,4,bahbah_han_ku_pauzipay_namaka_kakalayan.xml,0,"…ating sa ciniza, ina nakamuwan masazumazuma, inaynay' aca kuwantan kina kamu, inay' aca kuma sa da…"
papaysu'an,4,internal,no,2,bakah.xml,0,…mabakah 被丟棄 / mabakah nu maku ku nisingaan a papaysu'an i tabakahan. mabakahay 被丟棄的 / sapudan nu mak…
paenu',4,final,no,4,balaysan.xml,0,"…atalaw tu caledes,caay katalaw tu balad. kya paenu' sa kya kulit u sumanahay atu sangelacay. muk…"
mana'na'ay,4,internal,no,3,baluhay_a_kakatinengan.xml,0,"…sa , atekak, sikibet, amusikul ku udip sa ya mana'na'ay matabu, ya kibet atu atekakay ya imelang cay…"
akuti'nu,4,internal,no,4,bangas.xml,0,…nu idang nu besi amin sa ku udip. Tababaw ku akuti'nu udip. Mabulilah tu ku mata caay tu sawlimen …
sasuni',4,final,no,4,baninih.xml,0,"…ng ku malukay tu pangingih. tama a pangingih sasuni' i maetulay a demiad. lumeniay kya kidu . 蟋蟀,…"
acepi'tabaki,4,internal,no,4,baninih.xml,0,"…takuliway, a kulit,utangh singawa, nudikudan acepi'tabaki icelangay. hina sinsu ku tama,tusaay a sakub…"
pasubana'tui,4,internal,no,4,baninih.xml,0,"…gingh yausuni cay kalecadcad ku umpu, maydih pasubana'tui mi, labii tu ma suni kya pangingih malacing …"
"lala',pahabay",4,internal,no,4,baninih.xml,0,"… papah a tusapal, culuen a misinga i labu nu lala',pahabay tu makanillecuh a cilkay.ma pulung ku engn,p…"
kudemi'ad,4,internal,no,4,baninih.xml,0,"…nillecuh a cilkay.ma pulung ku engn,pinay tu kudemi'ad kyu tahkal tu mikilim tu kakanan,nanazibun k…"
atina'i,4,internal,no,4,baninih.xml,0,"…kya tina'i tay-sia-siw-su-ti-sen. kapahay tu atina'i kapahay a cilekay sisa macunus,u imelangay t…"
lalaba',4,final,yes,3,bau.xml,0,"…ikingkiway tu bauan han , a talayawen kunipi lalaba' katukuh tu xin-si-sidai. 10公分. ayda nuni kil…"
asipucu',4,final,no,2,biluu’.xml,0,"…ngay caay kayadah ku nipacumud tu tin, hakay asipucu' ku biluu' ""balakiay tu atademaw asipucu' ku …"
pinaluma',4,final,no,4,bulu'.xml,0,"…y uzuma ku lengaw nu bulu' i Taywan, u bulu' pinaluma' i Taywan tusa izaw ku tampu sanay a bulu' at…"
caca',4,final,no,1,caca'.xml,0,== caca' == / matineng ci bayi misanga' tu caca'. siw…
pakatanayu',4,final,no,4,ci_yang-cen-nin_subelid_nida_a_cudad_namakayni_i_calaycay.xml,0,…ysu kyami misasining pakakapah tu nikaudip a pakatanayu' tu damsay nu misu . . maseneng kaku tu nikab…
ala'tu,4,internal,no,2,dacdac.xml,0,"…yday a nganganan"", cabal han ku sakibad maka ala'tu sabaw tu walu a kunfun, tanayu' nu udip han …"
satudu',4,final,no,4,dadiw_nu_sakatuluay_a_mibetik.xml,0,"…uas nu mita. anu mibetik kita sa, mitenas ku satudu' tu epah nay kupu' , betiken i pabaw i ayaw a…"
saluma',4,final,no,4,duma.xml,0,…am:有些；另外) izau ku zuma u nu kilangay ku sapi saluma' a luma'. . u zuma ku zikuc nu Sakizaya. . u …
pa'ya,4,internal,no,2,hamay_baki(長者賜福祭).xml,0,"…acul tu kaka'nen, mikukay ci malatawan! tuni pa'ya tamiyan tu aadupan, hamaw kapah ku balakiay …"
it's,4,internal,no,2,hatini_tu_kuni_pacabayi_aku_tisuwan.xml,0,…ip tu kumudikylay tu udip. . sayaway palawat it's han tumita salihalay sa malakuwit tu. . saka…
hinangelungelu'ay,4,internal,no,1,hinangelungelu’ay_a_imelang.xml,0,== kakiliman == hinangelungelu'ay a imelang慢性疲勞症候群 hinangelungelu'ay a imelang…
pecu',4,final,yes,4,"i_lililisen_nu_kamu_,_mikilim_tu_zaza_ataluma’.xml",0,…im tu zaza ataluma'—u balucu'ay nu mikeliday pecu' nu lacul u nabalucu'an ni Tuku Sayuen namaka…
maadada',4,final,no,3,"iga-maydih_kaku_kakapahan_kisu,2016.xml",0,"…palaw, Sam Claflin所飾演的男主角威爾, ibalu nu iga, u maadada' caaytu saungayay a tatama, nay talibahalay a…"
ki'ay,4,internal,no,2,kahmid.xml,0,… taca ki' kalikatan ku ngangan nu Cung-huw a ki'ay. Cen-bu namihulak tu Taluay pacumud tu taca a…
ngeli',4,final,no,4,kakawsan_nu_Sakizaya.xml,0,"… a mademec nima ku icelang nu baliyas. tadu' ngeli' saca ku sapacuna, sadikuday hepipi' satu ku …"
anyadu'an,4,internal,no,3,kakawsan_nu_Sakizaya.xml,0,"…u heni i Tamasaydan, icuwa kina (Tamasaydan) anyadu'an, i tinii (hanakuyama), miki dadihing tu buyu'…"
nyanyadu',4,final,no,3,kakawsan_nu_Sakizaya.xml,0,"…tatengil ku tumuk sa papilubang hantu ku pay nyanyadu', sakamu satu kutumuk nu nyadu' i nipilubang, …"
ibuyu',4,final,no,3,kasaselal_nu_Sakul_a_niyazu'_a_igi.xml,0,…ihkac namin imatiya miadup ku nu kaka aselal ibuyu' midungec haw ibuyu' kakanen nu saba aselal p…
misakunga',4,final,no,3,katalawan_a_diheb.xml,0,"… tuyni a sakunga' a pipatay, maydih a taneng misakunga' tu milalabaay nu mikinsaay tuynian a kawaw a…"
tuba',4,final,no,3,kawpil.xml,0,"kawpil 地瓜葉,甘薯葉 u papah nu tuba', taneng mukan tu tademaw atu pahabayay a pabu…"
sangucu',4,final,no,2,kikang.xml,0,…kuk yadah ku caay kalcacad idaw ku apuyuay a sangucu' idaw ku malikapuay a sangucu' u adiping nuhe…
kusuni',4,final,no,4,kikang.xml,0,… sakubal pakatineng tu katuuday. kukukuku sa kusuni' u tama nu tulakuk anu makatukuh tu sepatay a…
teka',4,final,no,4,kiwm.xml,0,…dupen misanga' kuheni tu sapiadup a bihkac u teka' u nu nayibuyu'ay amin a kilang ku sapisanga'…
mitaba',4,final,no,1,kumulis_nu_i_Siwkulanay_a_Pangcah.xml,0,"…, atu bunak atu si'elac, hatila. yu miteka a mitaba' tu nanum i, cacay ku suwal nu mama nu kapah,…"
'ada,4,initial,no,1,kungku-_litapangan_a_milingayaw.xml,0,"…a malekaka ku bukeluh, mangaay sapipaekel tu 'ada a sabang, mangaay aca sapilepet tu malunem, …"
mipecu',4,final,no,4,kungku-_litapangan_a_milingayaw.xml,0,"…ngatu enem tahizaw ciniza tuya cacay a pala, mipecu' ciniza tu mami'. kamu sa ku kakak, ""nu makua…"
mila'dis,4,internal,yes,3,kungku-_namaka_Alikakay_a_kamu_atu_nipilaedis.xml,0,…aluma'. waw! a tadamin ku tatama i sasidapan mila'dis. u nabalucuan niyam a patahkal. na kanamuhan …
pacilu',4,final,no,3,kungku-_u_banuh_atu_nu_sananal_a_bunac.xml,0,…li tu sananal misabelabelat ci pitay kakalaw pacilu' tu binawlan.
ngasa',4,final,yes,4,kya_mabuwak_ku_isu'.xml,0,"…dupen ku isu'. sisa, caay pahanhan ku isu' i ngasa' , u bala' ku pahanhan nu isu'. u cihek nu is…"
pisaluma',4,final,no,4,lalangawan.xml,0,"…ap nu lalangawan mamin sa u cudad, u kamu, u pisaluma', u kakanen, u gicu, u napunu'an, u nanam, atu…"
muisi',4,final,no,3,lilis.xml,0,(kamu nu hulam:邊) amana paceba muisi' i lilis nu zazan. 不要隨便在路邊小便.
mutudu'ay,4,internal,no,4,lima.xml,0,"…d tuway, namakayca cayay katineng i, idaw ku mutudu'ay namakay ay-mala a kamu sa lima–limaq mutudu'…"
sapiisi',4,final,no,2,makawa_ku_sapiisi’.xml,0,== kakiliman == makawa ku sapiisi' 性功能障礙 nulaculan makawa ku sakaydih sapiisi' …
talabuyu',4,final,no,3,maluk.xml,0,"… laku a misamihecaan maluk sakaozip. Silawad talabuyu' a miadup, talabayu mibuting, awa ku lawad pa…"
ipunu',4,final,no,3,miduhepit_i_sinkicu_a_gang.xml,0,"…ida i nikuda nu kululan, pasu punu atu duus, ipunu' i labu nu punuan, duus itida i teban nu ukak…"
pataluma'en,4,internal,no,3,mingitngitay_tu_ukak_a_wacu.xml,0,"…lay tu amin.tawki sakalamkamen ita ta buyu', pataluma'en ita nikaalaan a tuud, a sipawada ita tu katu…"
kacudu',4,final,no,3,misaekimay_tu_mukin_a_saydan.xml,0,"…sumad tina nisulitan u tatengaay a tademaw a kacudu' 2017 a patahekal papiadih ,sisa 2022 a mihca…"
ina-ngiha',4,final,no,1,misumad_tu_siwa_cedang_nu_Yicumincu_a_kamu_sapicudad.xml,0,"… sapisulit a kawaw sa, milucek misawantan tu ina-ngiha' o atu u, mibalic o ku u , malingid tu tateng…"
silusa',4,final,no,3,muwangic_kay_pituay_a_mihecaan_a_wawana_makai_micudad_mabakah_nu_ina_ku_kabang_i_tapiingan_nu_zazan.xml,0,"… a bakian kya adidiay a wawa tayza i tayzin, silusa' ku mata niza cayay kasatezep muwangic, palit…"
pasubaa',4,final,no,4,ni_tadasan_nu_babalaki_a_lala'.xml,0,"…wliw nu buyu' a lala', tu binacadan a lala', pasubaa' tu yincumin patadasen kya a maala ku tungus …"
lala'kaku,4,internal,no,4,ni_tadasan_nu_babalaki_a_lala'.xml,0,"…a, ayza a demiad sa u yincumin ""panukasen ku lala'kaku"" cacay nisulitan tu sapilaylay tu laylay, iay…"
makelec',4,final,no,4,ni_tadasan_nu_babalaki_a_lala'.xml,0,"…umin miala tu nu yincuminay a lala', a kanca makelec' tu cacay a mihcaan, kya kapah miala tu tatuw…"
nipada'su,4,internal,no,1,nikalacawaan_nipatahka_tu_labang.xml,0,… padasu ) atu simalacawaay nu ( mikikungay a nipada'su ) atu sikawaway tu mabelecay ya ( sakuayaw a…
abih',4,final,no,4,"nipaluma-_lahekakay_a_panay,_tadapanay,_bangsisay_a_panay.xml",0,… B cin . ya sumanahay a panay nu sumanahay a abih' yadah ku calaycalay a balu sumilaway su ya y…
sapakaasu',4,final,no,4,"nipaluma-_lahekakay_a_panay,_tadapanay,_bangsisay_a_panay.xml",0,"…hemayan idaw ku adidiay a bangesi nu hemay.u sapakaasu' a yiyu nu kakanen, u tatayna namulecuh sakap…"
mabana'tu,4,internal,no,4,"nipaluma-_lahekakay_a_panay,_tadapanay,_bangsisay_a_panay.xml",0,"…tu waytamin A att tiyice. i matini a mihcaan mabana'tu, tu kapah nu bangsisay a panay, macakat tu ku…"
masubu'a,4,internal,no,4,"nipaluma-_lahekakay_a_panay,_tadapanay,_bangsisay_a_panay.xml",0,…ay a sapakaen tu adadaay atu heleksa henay a masubu'a sapatata a sapakakilemel tu tiling. ina bang…
wada',4,final,no,4,nipaluma-adawas.xml,0,"…tu teluhu', mibakah tu ledek misa kapah tu sawada', sisa mikapah tu adada nu bituka a hanhannan…"
namakabayu',4,final,no,4,nipaluma-adengis.xml,0,"…i Tay-wan cuwcuwa, maadih i enalenalan atu i namakabayu' tusa a malebut idaw ku lima a lasubu a Kung-…"
panu',4,final,no,3,nipaluma-alangdis.xml,0,"…nayu sananay ku heci nida, ilabuhan cacay ku panu' ilabu. wayway nu hekal mahida u hinuki mahid…"
siceka',4,final,no,3,nipaluma-atipelec.xml,0,"… nikudan satu u akaway nu lali papahan, kala siceka' an ku langaw, adidi' henay kulangawsa kala t…"
pela'an,4,internal,no,4,nipaluma-balu_nu_payci.xml,0,"…babalaki a kawaw hanu u masaatiladay a lamit pela'an mubuwah paluma, nika mahaymaw ku nilangawen,…"
'uici,4,initial,no,3,nipaluma-bila'nongay.xml,0,…Taluku: Yuwatan: balivun tu valu Rukay: Cou: 'uici kunavan Kabalan: Kanakanabu: Laaluwa: Saysia…
mipuu'd,4,internal,no,4,nipaluma-calahcah.xml,0,"…saw tu udipay nu akuti', milawpes tu lebawa, mipuu'd tu idang, mipadang patahekal tu isi', angang…"
bulad/duut/dawmi'/tataynaay,4,internal,no,2,nipaluma-kakanen_no_tengaan.xml,0,"…alecad tu cilal/takelal/iselang/tatamaay atu bulad/duut/dawmi'/tataynaay, pakakumeced tu udip, masubet ku kapahay a ud…"
pakasapi',4,final,no,4,nipaluma-kawaitay.xml,0,"…sapayuan akaway papah sangasiben nana numan, pakasapi' tu udip numita. (kamu nu Hulam: .) milihida …"
paluma'ay,4,internal,no,4,nipaluma-lakahkah.xml,0,"…nu zazan, cilis. madayumtu matepa. izawtu ku paluma'ay a malukay. sayadah sakalaam i sadingsing atu…"
paisi',4,final,no,2,"nipaluma-mutung,motong.xml",0,"…ueded tu atudi. mibasaw tu lamal nu balucu', paisi', pakasisalang tu cucu'. (u kamu nu Hulam sa: …"
pili'en,4,internal,no,3,nipaluma-nicence.xml,0,"…n han tu ""nicence"". paluma tu sapal madayum, pili'en ku kapahay a sapaluma kya a palima, i Huw-pe…"
tan'a'a,4,internal,no,2,"nipaluma-sitinpaku,_sitinpako.xml",0,"…lidaing,撒奇萊雅 Sitinpako,魯Talisabange,鄒 Tariri Tan'a'a Sitinpahku (kamu nu binacadan)Bunun Lilidain…"
makabana',4,final,no,2,nipaluma-tayu'.xml,0,"…kinanaang a cudad, pakayni pilakat a milicay makabana' tu, itiya hu itini i binawlan nu Sakizaya, m…"
sadisi'ay,4,internal,no,2,nipalumaan_Biyang.xml,0,"…u biyang biyang a lutuk tungusa u sapi'ay, u sadisi'ay ku bituka la'cus matenes ku nikaen, a adada …"
apalu',4,final,no,4,sakul_a_di’tu_atu_lisin_nu_kilang.xml,0,"… kiyu iyu misaselal sa,mitaung aca tu sakul. apalu' , kuwawi atu daedac,a mala madimelay a kilan…"
wang-ce'-lang,4,internal,no,1,sapaculi_tu_Tukiw.xml,0,"…aw mibetas, masasutineng aci Tun卍sakakaay ci Wang-ce'-lang aci Lung-kun-se-cin, matapal nida caay kaw l…"
lung-kun-se',4,final,no,1,sapaculi_tu_Tukiw.xml,0,"…un卍, midebung tu i walu bulad tulu demiad tu Lung-kun-se', nika ina Lung-kun-se' kaidawan ni U-taw sa m…"
wan-ce'-lang,4,internal,no,1,sapaculi_tu_Tukiw.xml,0,"…mapatay, ya mipatayay han ci Wan-ce'-lan. ci Wan-ce'-lang miawda ci U-tawan patayen ci nida sa, tunika…"
u'h,4,internal,no,1,siduka’_ku_banges.xml,0,"…haymaw sa mana'na',u imelangay sa tahekal ku u'h u'h maacakay a u'h u'h muculil sa hina capak…"
amitudu',4,final,no,4,sitangahay_a_dietu_ci_Butung.xml,0,"…a i baluwang nu misu a mabi'. malabali kisu, amitudu' tu tabuyuay a zazan, u suni' nu tulakuk sa s…"
musalami',4,final,no,3,takulahay_a_tayu’hican_mukan.xml,0,…yca ku cay kalecad? takuliyaway atayu' hican musalami'? inacuda ladayen kita miasip. . takuliyaway a…
tadatanaya',4,final,no,2,tanaya’.xml,0,…m:長) tanaya' ku labi nu kasienawan. 冬天的夜晚很長. tadatanaya' (kamu nu hulam:太長) tadatanaya' kuna satelec.…
aw-li-pi-ke',4,final,no,1,tu_sep_tu_nem_mihcaan_kasienawan_nu_Pa-la-lin-pi-ke_undukay.xml,0,…suo maala i tuseptunem mihcaan nu kasienawan Aw-li-pi-ke' undukay atu kasienawan nu Pa-la-lin-pi-ke un…
niyazu'ayza,4,internal,no,1,u_dadiw_nu_Sakizaya_u_niyazu’_nu_Sakizaya.xml,0,"…a tu ku niyazu' nu Sakizaya ayza. Sakizaya a niyazu'ayza. Takubuwan,Ciwidiyan,Hupu. Sakizaya a niyazu'…"
naniyadu',4,final,no,2,u_kapawanan_a_niyadu'.xml,0,…asakul hananay naayaway naucupu ku ngangan i naniyadu' caykapawan ku naayaway a babalaki tinacupuan…
patudu'ay,4,internal,no,2,u_ngangan_nu_mapalaway_a_selal.xml,0,"…ay lalangawan minanam tu kamu "". nilacul 祝禱司:patudu'ay (palungucay) 祭師:mapalaway 祝禱司入門micumud 祭師升級m…"
tusa'ay,4,internal,no,1,u_tumuk_ci_Kumud_Ppazik_~_sakalulu.xml,0,…nu tawya sa nayay tu matengil ku nangiha' na tusa'ay a pinacadan mala milakalakay tu ku nikauzip.…
papelu',4,final,no,2,ulic-_u_papelu'_ni_Lisin_Cudad_2016.xml,0,== satangahan nu ulic == u papelu' ni Lisin Cudad 2016 lacul nu papelu' i ayawa…
sapaiu',4,final,no,1,yincumin_nu_lutuk_a_sapa'yu.xml,0,"…daw tu ku padekuay sa, idaw tu ku baluhay nu sapaiu', paliyun tu nu kasumamadan a sapaiu', a lesan…"
takawsi(sa'wac,4,internal,no,2,‘Syabutay.xml,0,"…niyazu'. Syawnan niyazu' namakay kawilian nu Takawsi(sa'wac), syawnan buyu' saamisan a zaya. zayhan sida'c…"
wacu'ay,3,internal,no,2,101_damsayay_a_wacu’.xml,0,"…ay amikelit tu banges sapisanang tu zikuc nu wacu'ay abanges. satu, ci Sakakaay nu hitay Sang-sia…"
miteka',3,final,no,2,2017_a_mihca_nangayaw_139_a_mihca_–_Sakizaya_Palamal_u_laylay_nu_lisin.xml,0,…i pabeli ku lamal tu lima-dungy ngatu-sepat: miteka' tu ku lisin 17:48 sitatungusay pangiha' - mi…
paubana',3,final,no,3,2020_a_mihcaan_malaheci_amitena'_tu_masaadipingay_a_ledek_i_Taywan.xml,0,"…kit macalap ku cacay lasubu a kanatal Taywan paubana' tu kitakiay amin, sapitena' tu libung palaay…"
niyadu'nu,3,internal,no,3,2022_a_mihcaan_u_Elus_misatal_tu_Ukelan.xml,0,…ulit a tuki pakayni namin i timul sakatusa a niyadu'nu tuki UTC+2)ku malucek. 2022 a mihcaan tusaay…
mi'suy,3,internal,no,2,2025_mihcaan_Taypei_nai’_ku_hicahica_nu_sapiedisan_a_kawaw.xml,0,"…pei-lu, atu Cung-ce a kitidaan nu sasalamaan mi'suy tu luma' mituduh; kilul sa tayda i Cei-yun T…"
menu',3,final,no,3,A-Taw-buSi-te-le.xml,0,"…emiad, ci Si-te-le malalais ci Cye-ce-cian a menu' sayay, i pingaayan tu duka hawsa, Te-kow pas…"
misainai',3,final,no,3,A-li-pa-pa_atu_sepat_a_bataan_a_kukung.xml,0,"…a micidek kunipisainai tu tademaw, makickic, misainai' tu ali, micili matawa tuni ka pakuyuc nu ali…"
mi'pesay,3,internal,no,3,A-suo-se-san.xml,0,…babanawan. teban idaw ku tamelacay nu nemnem mi'pesay a nanam. adidiay nu kiwkay i tapingan namin …
napasubana',3,final,no,3,Al_Brightman.xml,0,"… 1992 a mihca), mimali ciniza i Amilika NBA. napasubana' i Siyatu tabakiay a cacudadan. u sulit nu Hu…"
country's,3,internal,no,2,Albania.xml,0,"…nal republic with the capital in Tirana, the country's most populous city and main economic and com…"
nadipa'an/likisi,3,internal,no,3,Alishan.xml,0,…a cacayay nu Ca-i-syang a binacadan a syang. nadipa'an/likisi A-li-san-syang i malumanay ku ngangan sa u Z…
sapasubana'an,3,internal,no,3,Alishan.xml,0,"…lakaway tulikaan tu i adidi'ay a cacudadan a sapasubana'an a cudad atu sakauzipn tatudungan a cudad, u …"
mitu'tu',3,final+internal,no,3,Alishan.xml,0,"…kauzipay, langawan tu i hekalan a nipasapul, mitu'tu' nu salimaan atu misanga'an a cikuz micidek k…"
kulabunuluma',3,final,no,3,Alputeayinsedan.xml,0,"…an nida, kya tanutuwa sa musakamu. Mabiyalaw kulabunuluma', metalaw anu balaki utiih kunipinanam. Ayinse…"
paluma'sa,3,internal,no,3,Amuhuwan.xml,0,"…sa pasayda i nutimulan nu aydaay a Amilika . paluma'sa i nutipan amisa Taypin-yung a dadipasan, nut…"
masa-cuse',3,final,no,3,Amuhuwan.xml,0,"…icukamas, Sining-kelan England a kitidaan nu Masa-cuse' , Kannay-di-ke' atu Luode-subal , mapalekal …"
kannay-di-ke',3,final,no,3,Amuhuwan.xml,0,"…ing-kelan England a kitidaan nu Masa-cuse' , Kannay-di-ke' atu Luode-subal , mapalekal tu nisanga'an tu…"
mapatuzu',3,final,no,3,An-man.xml,0,"…mihcaan patizeng, yu An-man i 1921 a mihcaan mapatuzu' u likut a Ye-tan a angangnan nu tukay hawsa,…"
buyu'buyuan,3,internal,no,3,Andorra.xml,0,"… a buyu', maylabu nu kanatal sa musaliyut ku buyu'buyuan, nikahida nu kitidaan sa masakikukikul, nikas…"
sikataluma',3,final,no,2,Angola.xml,0,"…asatubangan lumeni'ay a tademaw, pananukas a sikataluma' i Portugal . 1483 a mihcaan sa, ya ci Diogo …"
taluma'aca,3,internal,no,3,Asetana.xml,0,…nacalpayihu. 2022amihcaan 9abulad 16 ademiad taluma'aca kunisumadan tu asetana. naemekan歷史 nu katuud…
patatenga'ay,3,internal,no,3,Asia_Argento.xml,0,…o Asia Argento u hayu ciniza. u mapela'ay nu patatenga'ay: midebun ci pidebunan nu #MeToo tu wawa hayu.…
mipili'ay,3,internal,no,3,Aw-li-bowKe-lun-wi-al.xml,0,"… pitatengilan, patizeng tu sakaput ciniza ku mipili'ay tu baluhay a tatengilan adidi'ay a tatengila…"
saadidi',3,final,no,3,Awcuo_yuncumin_澳洲原住民.xml,0,"…a binacadan. iluc nu kitidaan anika kenihan, saadidi' satu namaka Yacu enalan nu mabulaway anikala…"
minalu(niyazu',3,final,no,3,Bala_Sayiun.xml,0,"…飛亞飛丞 u etul u tatama u nalecuhan 2003.10.6 u minalu(niyazu') Ciwidiyan, Kalingku a kuwan u kawaw u micuda…"
bunu',3,final,no,3,Bala_Sayiun.xml,0,"…udaday, micudad i KuoFeng Kuochong, kapah ku bunu'. u selal nu Sakul niyazu' alamay, talabu tu s…"
tuse',3,final,no,1,Bangladesh.xml,0,"…yay a nipasilac sa sakaiayaway. satabakiay a tuse' sa ya Dhaka han, ya sakatatusa nikatabakian …"
papasubana'an,3,internal,no,3,Belarus.xml,0,"…ay sa nayay ku nipalamadac tu sakakilulan tu papasubana'an tu sakay kamu, katuuday nu tademaw sa sising…"
masanga'ay,3,internal,no,3,Belguim.xml,0,"…力), kadideng, u tiking, sapaiyu, budawang (u masanga'ay tu) atu tuud nu dikudikuc. kakitidaan nu Bel…"
malatatenga'ay,3,internal,no,3,Belize.xml,0,"…nhu. 1973 a mihcaan 6 a bulad, ina kenisay a malatatenga'ay a ngangan sa u ""British Honduras"" pasumaden …"
masaba'tuay,3,internal,no,3,Bolivia.xml,0,"…ebal sa 10,582 pinhuwan kungli, kasibekan nu masaba'tuay a cikah atu kalamunian a ba'tu. Salar uyuni …"
sikala'cus,3,internal,no,3,Bosnia_and_Herzegovina.xml,0,"… labu nu kanatal, u sakikalisiw pihacengan a sikala'cus. i ayda tu kina Bosnia atu Herzegovina masaha…"
miunu'c,3,internal,no,1,Brazil.xml,0,…imul anlali'ay madimataay tu Olympic a tuse. miunu'c tu 2014 a mihcaanay nu kitakitay a mamutukut…
nipipulu',3,final,no,3,Brunei.xml,0,"…a kakididaan sa, yu mahida u Ing-Kuo nai' ku nipipulu' tu mahicahicaay a kawawan. u tademaw tademaw…"
masasupa'ngaw,3,internal,no,3,Butud.xml,0,"…pitu Pase-haycia atu Huyli-pin a Padan-subal masasupa'ngaw. Padan-subal saamisan u Yami-subal, milaad tu…"
malawacu',3,final,no,3,COVID-19.xml,0,"…abaha tu izng, mawada ku sangelacay a izang, malawacu' ku buwa'. namakayniay a nasulitan nasakamuan…"
cu'de,3,internal,no,3,Ca-li-man.xml,0,"…msimen. . wal cay sip mihcaan tu kasienawan, cu'de ku demiad tawya, malalid nu kanmaw ci Ca-li-…"
buyu'katukuh,3,internal,no,3,Cameron.xml,0,"…4000 haw-mi, satipan nutimulan u silamalan a buyu'katukuh i 6000 haw-mi a katalakaw hekal duduc tu ni …"
keci',3,final,no,2,Cawsin-wancaw.xml,0,"…icudadan palekal ku nuheni tu kesie, suysuo, keci' atu pisumadan tu kaliwmahan, tawya mapalekal…"
pakaduba',3,final,no,3,Ce-kuwy智軌.xml,0,…-paw METROBUS a sinlu nu u-cu mitanamhenay a pakaduba' . METROBUS線歐洲側路線段試跑 misanga henay / mitanam …
misatanayu',3,final,no,3,Ce-kuwy智軌.xml,0,"…aku nida a dadan , mikingkiw ahicaen munayat misatanayu' ku silamalay nu ke-lan-ta , u Ce-kuwypatalum…"
abalucu',3,final,no,3,Cen-ci-se-han.xml,0,"…angaleb aca ku icelang nida idaw tu sapacili abalucu', patucek sa cinidaan u mahedaway nu cana nu l…"
malingangu'ay,3,internal,no,3,Changbin.xml,0,"…kacawan a buyu'"", zayhan i sasa nu sadipasan malingangu'ay, zayhan a singangan tu ""Kakacawan"", Makataw a…"
ba'tua,3,internal,no,3,Changbin.xml,0,"…uh imahini, Taywan uyni cacay matepaay tu nu ba'tuay a ziday kasumamadan nisubelidan a tuud, nu …"
satanaya'ay,3,internal,no,3,Chenggong.xml,0,"…is, masatanaya' ku liwliw, nu Pusung a kuwan satanaya'ay a sadipasan, hamin a kenis u hekal izaw ku 1…"
malikaku',3,final,no,3,Chenggong.xml,0,"…za u Madawdaw a kenis malalimuwa' ku liwliw, malikaku',. nutimulan saamisan tanaya' likecu', nuwalian…"
misang',3,final,no,2,Chenggong.xml,0,"…i Singku, 1922 a mihcaan malingatu kakilul a misang' tu cilis pasilsilan nu nanum, sapananu pisil…"
cicala'ay,3,internal,no,2,Chishang.xml,0,"…ataw , Cipuwa , Fangafangasan , Kawaliwali , Cicala'ay . 池上鄉(阿美語:Fanaw) . u Chishang hananay a keni…"
maceku'ay,3,internal,no,3,Chou_Chieh_Lun.xml,0,…a mihcan) milakuit tu mihcaan(2010 a mihcan) maceku'ay a bacu(2011 a mihcan) 12 baluhayay a nalimaa…
luma'kya,3,internal,no,3,Ci-lung_masadicenmay_a_tungduh.xml,0,…u saka ayaw nu silsil namakayni i miadupay a luma'kya sin-cu silsil. . i ci-lung a enalu tayniay m…
mi'tan,3,internal,no,3,Cia-fie-nani’.xml,0,"…n-na-na a mamidan ""ci Paw-hua-hu'"", mangalay mi'tan tu la'cusay a nikasi'etanan a tademaw ci "" U…"
taluma'tu,3,internal,no,3,Cin-ten-yi_a_kawaw_nu_cudadan.xml,0,"…alebut, mikilul tu "" Case cudadan"" sadikuday taluma'tu i "" Cin-ten-yi singing nu sakapatayaw"" nu pi…"
utii'hay,3,internal,no,3,Cin-ten-yi_a_kawaw_nu_cudadan.xml,0,"… bakian, nika dawmi' ku balucu', anu idaw ku utii'hay nu kawawan, miunigay tu ci Cin-ten-yian, mip…"
ze'-mu-li,3,internal,no,1,Cin-ye-ca.xml,0,…ay kahida. tayniay itini i cankuo zitayan ni Ze'-mu-li pabaliwan nu taw ya mapatayay nu mapalaway c…
korea's,3,internal,no,3,Cinsiwsien.xml,0,"… and Secretly, Greatly(2013). Kim was Gallup Korea's Actor of the Year in 2014. He was first incl…"
mi'kim,3,internal,no,2,Ciw-fun.xml,0,"…u kim, nanutawya lingtu satu idaw ku taydaay mi'kim namakayni ku sakalingatu nu luitan. . kaDipu…"
