record_id,source_sentence_clean,target_sentence_clean,origin,legacy_source_id,legacy_duplicate_rows,source_url,raw_path
GLOSBE_REVIEWED_ZHO_2d6659f53a9d84cb,(2) Samanay a mahapinang ita to paca'ofan ni Yihofa ko satolon ni Yis?,乙)我們怎麼看出耶和華回應了耶穌的禱告?,joseph_reviewed_traditional,Amis_1088,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_4b2159b429bbeb00,Hano mamisa'icel kita milifok to pihayda ni Yihofa hani?,為什麼我們應該努力贏得耶和華的認可?,joseph_reviewed_traditional,Amis_1090,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_fb034a94cb7e1731,"Ma'araw ni Yihofa misarocod ko faloco'ato harateng no mita'padotoc a ciheci,' tada o mamahemek Cingra!","耶和華看到我們全心全意地“不斷多結果實”,一定會非常高興!",joseph_reviewed_traditional,Amis_1093,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_2ee55b9d3d096719,"Anini, pinaayto patek ko Misawacayay Tamdaw ni Yihofa itira, palemedan ni Yihofa ko mitosilay demak niyam!","今天愛爾蘭已有好幾千個耶和華見證人,那裡的傳道工作確實蒙耶和華賜福!",joseph_reviewed_traditional,Amis_1094,3,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_7841cdde96403121,17 Itini kamoto'ay a toki ta'angayay ko kafalic no ka'orip ni Yopu.,17 約伯的生活在短時間內有了極大的轉變。,joseph_reviewed_traditional,Amis_1095,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_3c9d25f7a681975f,"17 Nikawrira, cowa ko lawla aca ko kaciharatengan ni Yis.","17 不過,耶穌並沒有只顧著享樂。",joseph_reviewed_traditional,Amis_1096,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_a996eedcda778b37,"4. (1) 'Alomanay Yutaya tamdaw cowa ka olah to so'linay kimad, samaanay ko harateng ni Pawlo hani?","4.( 甲)許多猶太人對真理的反應冷淡,保羅有什麼感覺?(",joseph_reviewed_traditional,Amis_1097,3,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_d7bf91f7f661c2b9,"Sanay ko sowal ningra: ""Tada miako'iday kako to sini'ada ni Yihofa, makahi a misodod to raraw ako.""","他說:“我很感激耶和華這麼仁慈,願意寬恕我的罪。”",joseph_reviewed_traditional,Amis_1098,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_1c378274b8bd0850,"Pasowalan ako cingra: ""Sowal ni Yis o nga'ayay lihaf no Hongti Kitakit wa mapaedef i polong no hekal, awaay ko papakaconged a tamdaw.""","我告訴他:“耶穌說王國的好消息一定會傳遍世界各地,沒有任何人可以阻止。”",joseph_reviewed_traditional,Amis_1099,3,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_652f731f05a61056,"""Nanay damaen ni Yihofa kiso, pa'icelen Ningra kiso.""","“失去摯愛對你來說一定是很大的打擊,願耶和華幫助你走出哀傷的陰霾。”",joseph_reviewed_traditional,Amis_1100,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_fe5b1cca80ea3533,"(2) O sowal no'Olic 15:1, 2, o cima ko nganga'ay malo widang ni Yihofa hani?","乙)根據詩篇15:1,2,誰才能成為耶和華的朋友?",joseph_reviewed_traditional,Amis_1101,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_48f2b3390fffc8cb,"Sanay ko sowal noni salikaka: ""O hekal ni Satan miowingay to tamdaw'akawang ko picudadan, saka cinganganaw ato adihay ko payci.",這個姊妹說:“撒但的世界鼓吹人追求高等教育、名利以及許多物質的東西。,joseph_reviewed_traditional,Amis_1102,5,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_a7e4cec8921362a3,"Mala'osi ko saki'ok ni Yihofa,","告訴所有人美好希望將實現,",joseph_reviewed_traditional,Amis_1103,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=6&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_bd13ae1c5e5b6512,Sowal ni Tafiti: 'Pakiyadi han cingra a mapo'i.',大衛說:“容他咒罵吧。”,joseph_reviewed_traditional,Amis_1104,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_ace33a76173630de,"Sowal ni Yihofa,","耶和華的話語,",joseph_reviewed_traditional,Amis_1105,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_bf5590e026c3153f,Kalasaka dademakanho ni Yihofa ko coyoh midipot ato pa'icel to tamdaw Ningra,耶和華依舊任用天使去保護和強化他的子民,joseph_reviewed_traditional,Amis_1106,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_2d764fd3fcd3f566,"Sanay ko sowal ni Yis cangraanan: ""O cacilafo kamo o misamangahay ko demak a pasifana'ay to Rikec ato Farisay a tamdaw.","耶穌對他們說:“抄經士和法利賽派啊,你們這些虛偽的人有禍了!",joseph_reviewed_traditional,Amis_1107,4,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_4afa804231115319,"Awa ko toki ni Satan,","魔鬼撒但餘日無多,",joseph_reviewed_traditional,Amis_1108,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_0acdad528c952a46,7 Mikitini tinakoan ni Solomon wa adihayay ko mananamay ita.,"可惜的是,所羅門後來不再是耶和華的朋友。(",joseph_reviewed_traditional,Amis_1109,3,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_0b861c990c951bc6,"Matatodongay ko katayni ni Fukusen, samanen macadaay ni Yangke ko sanilnil, wa tayra i faelohay kilac a mitosil, mahaopay ko kilac no Suwiay.","弗格森弟兄來得正是時候,因為揚格弟兄後來收到委派,要前往新的地區服務,包括蘇聯境內的地區。",joseph_reviewed_traditional,Amis_1110,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_b620dd7c4fff9a94,"Tiya tahidangen no tarokos ci Pawlo ci Timoti malacafay mitosil i, maedeng 20 ko mihecaan ni Timoti.","使徒保羅邀請提摩太一起去傳道旅行時,提摩太才20歲左右。",joseph_reviewed_traditional,Amis_1111,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_1beca549c6c76696,"16 Cowa ko pisinanot aca ni Kristo to saali ita, i no'adingoan, padamaayho kitaanan misamacayto kalimlaan a demak i fafekang no sera.","16 基督不但留意我們的屬靈需要,還幫助我們專注於地上最重要的工作。(",joseph_reviewed_traditional,Amis_1112,4,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_669f6d3ca90d573e,"Ikorto, misatapangay ko sofitay no Dipong milood to Intiya, matongalay ko saroero no mirikecay no Ikok to Misawacayay Tamdaw ni Yihofa. 1943 miheca 7 folad, malingatay noniya saroero kako.","後來,日本軍隊開始入侵印度,英國政府對耶和華見證人施加的壓力越來越大。",joseph_reviewed_traditional,Amis_1113,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_304cfffc3f0aaf1c,"Kawra, mikitini kita i sapatinako ni Yis, mahapinangay to mitokelay ci Yihofa kitaanan mihaen to demak.","不過,我們可以從耶穌的比喻看出耶和華希望我們怎麼做。(",joseph_reviewed_traditional,Amis_1114,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_66024968fef169b2,"Romakatay kami to 8 kongli, tayra i loma' ni Kerus a masa'opo.","我們幾個人走了八公里,到了克魯斯弟兄家裡聚會。",joseph_reviewed_traditional,Amis_1115,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_2d5f263f7045a151,"Sapinanamaw kita tano pinengneng ni Yihofa a minengneng to tao, sasamaan ko hademak?","我們想學會用耶和華的觀點看別人,就該怎麼做?",joseph_reviewed_traditional,Amis_1116,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_2f8dc4227ae2bd9e,(1) Misamaanay hano ocoren ni Yihofa ko coyoh tayra i Sotom?,乙)我們從耶和華對待羅得一家的方式看出什麼?,joseph_reviewed_traditional,Amis_1117,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_2c1beead277587c9,"9 O mihadakan ni Pitiro a limo'ot nga'ayay saka dademaken i roma kalimelaan a demak i noka'orip, tinakoen o picudadan ato katayalan.","9 彼得提出的勸告也適用於生活中其他重要的事,例如選擇教育和職業。",joseph_reviewed_traditional,Amis_1118,4,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_4541286fc2cf6db1,(2) O masamaanay a demak ko saali ni Yihofa kitaanan hani?,乙)耶和華要我們做的事都是怎樣的?,joseph_reviewed_traditional,Amis_1119,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_94a372f4a8a709f4,3 Nalifetan no Tamdaw —Tooren ko Sapalimo'ot ni Yihofa Palemeday Takowanan,3頁 人物生平——聽從耶和華的吩咐使我得福,joseph_reviewed_traditional,Amis_1120,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_848842015c7421f6,"Mihaenay, oniya sowal ni Pitiro wa mitadtad to maanan a kalimelaan hani?","那麼,彼得的話是要說明什麼要點呢?",joseph_reviewed_traditional,Amis_1121,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_837086420a15ccb5,"Itini Loma 15:5 somowalay to pairaen ko'harateng ni Kristo Yis,' sanay.",羅馬書15:5也提到要有“基督耶穌的思想態度”。,joseph_reviewed_traditional,Amis_1122,3,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_23272ebd015ac3e8,"15 Ano palalinien to nolitengan a Israil, iraay ko wacay ita to mamilifok to sida'it ni Yihofa.","15 比起古代的以色列人,我們更加確信自己能得蒙耶和華的慈悲。",joseph_reviewed_traditional,Amis_1123,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_e606dd2cad40b9cd,"Misamaanay palahad to harateng ni Yihofa, cowa ko pakidemay a mipalit kitaanan hani?",為什麼培養耶和華的觀點不會過度約束我們?,joseph_reviewed_traditional,Amis_1124,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_7023e392cb93c07b,"(Hipray 6:10) Maharatengay ni Yihofa ko nano demak ita isalakat, miki'okay to cowa ko mamapawan to nano demak ita anini.","希伯來書6:10)耶和華記得我們過去的付出,也承諾不會忘記我們現在的努力。",joseph_reviewed_traditional,Amis_1125,3,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_a9ec89752edcb6c2,"O fafahi ningra cowa ko Misawacayay Tamdaw ni Yihofa, saka pacekiwan ni Koloriya cingra.","弟兄的妻子不是耶和華見證人,所以格洛麗亞就跟她討論聖經。",joseph_reviewed_traditional,Amis_1126,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_25093d82645380e1,Wa misamaan kita patahekal to midopoay to satadamaanay noka pikowan ni Yihofa?,"我們可以怎樣做,表明自己支持耶和華的至高統治權?",joseph_reviewed_traditional,Amis_1127,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_2e06da56183b9274,"Cowa ko pitadtad aca ni Lika to pihakelongan i cafay micudad, pa'arawayho cangranan to jw.org a wangcan.","呂卡不只向全班同學解釋信仰,還給他們看jw.org網站,結果老師要所有學生回家看《不用拳頭也可以打敗惡霸!》",joseph_reviewed_traditional,Amis_1128,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=7&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_53d9698384e0dd90,"(Loma 8:35, 38, 39) O olah ni Yis patanektekay kitaanan.","羅馬書8:35,38,39)耶穌的愛使我們堅定剛強。",joseph_reviewed_traditional,Amis_1129,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_55dd33beff867366,O nidemakan ni Lefifor Taples hano tada masaka limlaan?,為什麼勒菲弗爾·戴塔普爾所做的事非常重要?,joseph_reviewed_traditional,Amis_1130,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_4a25936cb9192794,"10 O roma pakayraan ni Yihofa pa'icel kitaanan, pakaynian i kasakopang a pakalalok kitaanan.","10 耶和華強化我們的另一個方法,就是通過會眾給我們鼓勵。",joseph_reviewed_traditional,Amis_1131,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_b85000fb2d00cab5,"Sowal no Fangcalay Cudad: ""Doedo han ni Mosi konini a demak a pa'araw i kakrikridan no finawlan.""",聖經說:“摩西就在以色列的長老眼前這樣做了。”,joseph_reviewed_traditional,Amis_1132,4,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_f36bd8f5378fe8bf,"Pakayni to satadamaanay noka pikowan ni Yihofa, pakaso'linay kita to manan?","關於耶和華的至高統治權,我們每個人都該確信什麼?(",joseph_reviewed_traditional,Amis_1133,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_2bdafd1e04fb267c,"MA'ARAWTO ni Cikariya ko saka 7 a mapolosi ikor, misimsimay to adihayay demak cingra.","撒迦利亞看到了第七個異象後,開始思考許多事。",joseph_reviewed_traditional,Amis_1134,3,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_cca365899d4d1bb5,"15 Ano makalimay kita ira ko mahecaday ni Yihofa a harateng, 'aka madenga nonini a hekal.'","15 我們想跟耶和華有一樣的看法,就不可以讓自己“被這個制度同化”。",joseph_reviewed_traditional,Amis_1135,3,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_3c9ec042e6a1327d,"So'linay haw i, awaay ko pinang ita to samaanay ko tatirengan ato pising ni Pawlo.","坦白說,現今沒有任何人能肯定保羅的外貌。",joseph_reviewed_traditional,Amis_1136,5,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_851059722b168e5f,"So'lin macada ni Kimmi ko mari'angay, sini'adaayho cingra to mitosilan a tamdaw, samaanay ko piremo ningra to pidemak hani?","即使金美受到惡待,她還是能憐恤傳道的對象,她是怎麼做到的呢?",joseph_reviewed_traditional,Amis_1137,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_bdc902c35d753808,"Itini Yohani 15:4-10 toni pina sinael, kinapinaay masowal ni Yis ko'mararid' sanay a tilid, paihekal to kalimelaan ko mihadidiay.","在約翰福音15:4-10這短短的幾節經文中,耶穌多次用“時刻”一詞來強調忍耐的必要性。",joseph_reviewed_traditional,Amis_1138,3,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_95da22d839ccb6cd,(2) Hano mafana' kita wa miliyawho a mala'osi ko sapairasol ni Isaya 35:5-10 hani?,乙)我們怎麼知道以賽亞書35:5-10的預言會再次應驗?,joseph_reviewed_traditional,Amis_1139,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_307294dd4bd2eb91,"13 O roma tinakoan i, o wawa ni Yakop ci Yosif.",13 另一個例子是雅各的兒子約瑟。,joseph_reviewed_traditional,Amis_1140,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_01d15acf6b2f486c,"O misowalan ni Yis a Lakoing toya mararaway, sasamaan mala'osi hani?",耶穌向罪犯提到的樂園會怎樣應驗?(,joseph_reviewed_traditional,Amis_1141,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_2bac62b7aae714fa,Hano misa'icel kita a palahad to'harateng ni Kristo'?,為什麼我們要努力培養“基督的思想”?,joseph_reviewed_traditional,Amis_1142,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_f6c79273f43ec1fb,"Sinanoten miharateng, o nidemakan ni Yihofa nohatini, oha mamisamaan kiso misa'icel a mipadang.",想想耶和華正在成就的事以及你可以怎樣盡一分力。,joseph_reviewed_traditional,Amis_1143,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_e417f878c7b80d37,"Kawrira, kalimelaan ko kafana' ita to ca'of no tolo a salicay: Hakowaay ko'icel ni Satan a mifiyor?","不過,我們需要知道以下三個問題的答案:撒但的影響力有多大?",joseph_reviewed_traditional,Amis_1144,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_999cf28fe0b09c2c,"Saliyaliyawsa ci Komil ma'a'odang to tao, kawra misododan ni Hosiya cingra a miliyaw madadi'i.","假如基督徒夫妻其中一方淫亂,清白的一方可以選擇原諒。",joseph_reviewed_traditional,Amis_1145,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_48652ba2b50a4067,Hano malahdaw ko sapicomodaw ni Mosi i Miki'okan Pala a sapalemed hani?,為什麼摩西失去了進入應許之地的福分?,joseph_reviewed_traditional,Amis_1146,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_7338bcbdc856473d,"8 Ano makalimay kita matilid ko ngangan no niyah i powa ni Yihofa, wa mitoor to pina palinian.","8 我們要是希望自己的名字能記錄在耶和華的冊上,就必須符合一些條件。",joseph_reviewed_traditional,Amis_1147,4,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_79a6f93e86552e8c,Samanay ko pinengneng ni Yis to pasataay?,耶穌在納稅的議題上有什麼看法?,joseph_reviewed_traditional,Amis_1148,0,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_4c71c3ba269b226f,Hano malahedaw ko sapicomodaw ni Mosi i Miki'okan a Pala a sapalemed.,"研讀本篇課文時,我們會分析為什麼忠心的摩西失去了進入應許之地的福分。",joseph_reviewed_traditional,Amis_1149,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_f00ed219cb489bab,"Alatek mihaen ko harateng no mita: ""Tokel ni Yihofa, o masamaanay a tamdaw kita hani?""",我們可能會想:“耶和華希望我們是怎樣的人呢?”,joseph_reviewed_traditional,Amis_1150,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_8c6c62797fc61621,"Telocto, marawraway ko kalala'ed ni Alon to paro no loma'.","結果,亞倫跟家人的關係變得很緊張。",joseph_reviewed_traditional,Amis_1151,1,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_9bbdcaf28615b711,"Sanay ko sowal ni Wili: ""Tayraayto i cikok ko wama iso!""",威利說:“你的爸爸下到地獄了!”,joseph_reviewed_traditional,Amis_1152,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_728d9841118f2db4,"LALOMIHECA, laloma' no Misawacayay Tamdaw ni Yihofa adihayay ko manilnilay fa'inayan salikaka malo malohemay malitengay ato padamaay sikawdan.","去年,耶和華見證人中有很多弟兄被任命為長老和助理僕人。",joseph_reviewed_traditional,Amis_1153,2,https://glosbe.com/ami/zh/ni/fragment/tmem?page=8&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_86bc5e27b2f78f24,(2) Palilam kiso toniya casi iraay ko maanan nga'ayay milifetan han?,乙)最近你分發這份雜誌有什麼美好的經歷?,joseph_reviewed_traditional,Amis_1157,1,https://glosbe.com/ami/zh/han,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_0c5cdb64958040e6,Maolahay kiso toni demak han?,這也是你的心願嗎?,joseph_reviewed_traditional,Amis_1162,2,https://glosbe.com/ami/zh/han,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_b0ff48dbf6916416,So'linay a cipinang cingra to kalimelaan a sa'osi ko micadaay to ino' han?,她真的明白受浸是一項嚴肅的決定嗎?,joseph_reviewed_traditional,Amis_1165,1,https://glosbe.com/ami/zh/han,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_1d05b40a1262c084,Mikangodoay kiso to kaemangay a fa'inayan salikaka han?,你尊重年輕的弟兄嗎?( 見第15段),joseph_reviewed_traditional,Amis_1166,2,https://glosbe.com/ami/zh/han,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_7b9776fba9563385,16 Mamisa'icel Kiso Misaysay to Lacongis Micowat to Rihaday Han?,16頁 你會盡力化解紛爭、促進和睦嗎?,joseph_reviewed_traditional,Amis_1167,2,https://glosbe.com/ami/zh/han,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_ef4ab9bf73ecf81f,3 Mihadidiay a Mitala Kiso Han?,3 你會耐心等候嗎?,joseph_reviewed_traditional,Amis_1168,2,https://glosbe.com/ami/zh/han,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_68ae326af2e56a7d,Iraay ko manan demakan to ikakaay ko nika masaka limelaan to kalala'ed iso aci Yihofa han?,有什麼事比你和耶和華的關係更重要?,joseph_reviewed_traditional,Amis_1169,4,https://glosbe.com/ami/zh/han,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_accfa1ac865d675a,"So'linay kako makahi a misodod to pakararaway takowanan a tamdaw han?""",我真的願意原諒得罪我的人嗎?”,joseph_reviewed_traditional,Amis_1178,1,https://glosbe.com/ami/zh/han,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_adead12c4f6b7afc,"Nga'ayay licayen ita ko niyah: ""Mitodongay kako toya sida'itay a Samariya tamdaw han?",我們應該問問自己:“我有沒有效法仁愛的撒馬利亞人?,joseph_reviewed_traditional,Amis_1180,2,https://glosbe.com/ami/zh/han/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
